"Date","Year","Quarter","FY","QFY","Month","REV_DOM_14","REV_TAX_14","REV_TAX_NOIL_14","REV_TAX_IT_14","REV_TAX_IT_PAYE_14","REV_TAX_IT_CIT_14","REV_TAX_IT_OIL_14","REV_TAX_IT_WH_14","REV_TAX_IT_R_14","REV_TAX_IT_I_14","REV_TAX_IT_OTH_14","REV_TAX_GS_14","REV_TAX_GS_VAT_14","REV_TAX_GS_VAT_IM_14","REV_TAX_GS_VAT_LG_14","REV_TAX_GS_VAT_S_14","REV_TAX_GS_VAT_REF_14","REV_TAX_GS_EXD_14","REV_TAX_GS_EXD_IM_14","REV_TAX_GS_EXD_PD_14","REV_TAX_GS_EXD_LG_14","REV_TAX_GS_SGS_14","REV_TAX_GS_SGS_LOT_14","REV_TAX_GS_SGS_CAS_14","REV_TAX_GS_UG_14","REV_TAX_GS_UG_TRL_14","REV_TAX_GS_UG_OTH_14","REV_TAX_INL_14","REV_TAX_INL_ID_14","REV_TAX_INL_WH_14","REV_TAX_INL_CO_14","REV_TAX_INL_SUI_14","REV_TAX_INL_IL_14","REV_TAX_INL_EX_14","REV_TAX_OTH_14","REV_TAX_OTH_SD_OIL_14","REV_TAX_OTH_SD_OTH_14","REV_TAX_EXP_14","REV_OTH_14","REV_OTH_PI_14","REV_OTH_PI_I_14","REV_OTH_PI_DIV_14","REV_OTH_PI_R_14","REV_OTH_PI_R_MIN_14","REV_OTH_PI_R_OTH_14","REV_OTH_GS_14","REV_OTH_GS_MKT_14","REV_OTH_GS_FEE_14","REV_OTH_GS_FEE_FLT_14","REV_OTH_GS_FEE_DRV_14","REV_OTH_GS_FEE_MIG_14","REV_OTH_GS_FEE_LTR_14","REV_OTH_GS_FEE_TRA_14","REV_OTH_GS_FEE_COR_14","REV_OTH_GS_FEE_REM_14","REV_OTH_GS_FEE_PP_14","REV_OTH_GS_FEE_RSB_14","REV_OTH_GS_FEE_ICL_14","REV_OTH_GS_FEE_MST_14","REV_OTH_GS_NMKT_14","REV_OTH_GS_NMKT_HOP_14","REV_OTH_GS_NMKT_OTH_14","REV_OTH_FEE_14","REV_OTH_FEE_HC_14","REV_OTH_FEE_POL_14","REV_OTH_VT_14","REV_OTH_VT_CU_14","REV_OTH_VT_CU_BOU_14","REV_OTH_VT_CU_OTH_14","REV_OTH_VT_K_14","REV_OTH_OTH_14","REV_OTH_OTH_URA_14","REV_OTH_OTH_MALGS_14"
2013-05-01,2013,"Q2","2012/13","Q4","May",617.590684108,601.411362247,601.411362247,186.531145218,112.690976651,18.218172361,0,31.40296515,0,21.579082508,2.639948548,345.66085169881,204.921303431024,115.826047409024,79.189131088,25.404555902,-15.498430968,127.864226529787,18.3729320457866,71.10217431,38.389120174,0.583937596,0,0.583937596,12.291384142,6.90110124,1.262463,4.127819902,0,67.1899733281898,56.9071138681898,10.28285946,0,0,,0,2.029392002,0,0,0,16.179321861,1.44243472,0,0,1.44243472,1.44243472,0,6.842107752,0,6.842107752,3.503828979,0.0160878,0.139261,0.0205445,0.49509483,0.63871,0,0,2.028580643,0,0,0,0.383737359,0.383737359,0,0,0,0,0,0,7.51104203,7.51104203,0
2013-06-01,2013,"Q2","2012/13","Q4","June",834.94310599395,821.53284984195,821.53284984195,396.601269092,114.767196247,185.810394358,0,65.754884935,0,22.049212737,8.219580815,373.126379506775,221.163724939343,119.009724452343,114.198514875,11.287654335,-23.332168723,138.142790514432,26.2017869584324,72.2298273,39.711176256,0.521983144,0,0.521983144,13.297880909,8.321833693,0.942665773,4.033381443,0,64.6552079292247,54.5092310612247,10.145976868,0,0,,0,2.208522944,0,0,-15.0585296300498,13.410256152,3.593809241,0,3,0.593809241,0.593809241,0,7.594136865,0,7.594136865,2.954949489,0.03002835,0.123072,0.0180006,2.77055139,0.59549,0,0,1.102045036,0,0,0,0.37936674,0.37936674,0,0,0,0,0,0,1.842943306,1.842943306,0
2013-07-01,2013,"Q3","2013/14","Q1","July",612.260431339002,599.450400719002,599.450400719002,165.261393789,99.415234122,13.819230047,0,32.066831047,0,16.012012267,3.948086306,356.769820599264,207.915027517612,110.595044435612,83.026107444999,30.177875637001,-15.884,133.948167991653,17.2334545586505,79.579437777,37.135275656002,0.733834118,0,0.733834118,14.172790972,8.7010118,1.402722,4.069057172,0,74.3615682377377,63.6012629747377,10.447688961,0,0,,0.312616302,3.057618093,0,3.057618093,0,12.81003062,0.583957161,0,0,0.583957161,0.583957161,0,9.948027902,0,9.948027902,5.698196588,0.0132463,0.13115,0.0139449,0.668556755,0.97848,1.006694864,0,1.437758495,0,0,0,0.330517637,0.330517637,0,1.049808,1.049808,1.049808,0,0,0.89771992,0.89771992,0
2013-08-01,2013,"Q3","2013/14","Q1","August",644.143369469,633.931989133,633.931989133,180.586330963,124.074708088,4.96592155,0,27.824630663,0,22.156085127,1.56498553500002,378.297602410896,225.383795899811,124.771096005811,85.14663492,31.319916787,-15.853851813,139.089459960085,15.3360521540846,77.50614934,46.247258466,0.583185288,0,0.583185288,13.241161263,8.234614716,1.171774,3.834772547,0,71.8130888061043,61.2523561751043,10.221496386,0,0,,0.339236245,3.234966953,0,3.234966953,0,10.211380336,0.543395869,0,0,0.543395869,0.543395869,0,8.717848781,0,8.717848781,4.554924484,0.013374,0.121573,0.0038986,0.426606622,1.13302,0.990215129,0,1.474236946,0,0,0,0.280763186,0.280763186,0,0.524904,0.524904,0.524904,0,0,0.1444685,0.1444685,0
2013-09-01,2013,"Q3","2013/14","Q1","September",605.412134569,593.307544461,593.307544461,160.065066021,95.984543557,10.986406936,0,28.463930463,0,16.131755454,8.49842961099999,360.023357613941,192.942983676867,101.592153977867,79.989810767,27.115138507,-15.754119575,155.165558057075,29.4429232090749,76.49362182,49.229013028,0.733382344,0,0.733382344,11.181433536,6.538999789,1.070774,3.571659747,0,70.7229576150586,59.2250163250586,11.127605839,0,0,,0.370335451,2.496163211,0,2.496163211,0,12.104590108,0.58193079,0,0,0.58193079,0.58193079,0,10.444745237,0,10.444745237,3.903172811,0.0335965,0.110926,0.016145267,0.221084572,0.77794,4.778749922,0,0.603130165,0,0,0,0.339400881,0.339400881,0,0,0,0,0,0,0.7385132,0.7385132,0
2013-10-01,2013,"Q4","2013/14","Q2","October",632.22224441,623.481968805,623.481968805,173.658013689,104.912974358,7.491148706,0,32.710230657,0,25.115184421,3.42847554700001,363.128804426519,211.506493915774,118.694794560774,87.214408547,21.641375421,-16.044084613,137.786241209745,15.4210510767451,76.74871836,45.616471773,0.792615494,0,0.792615494,13.043453807,8.185142704,1.0847398,3.773571303,0,83.6272348574806,71.8132089954806,11.406485372,0,0,,0.40754049,3.067915832,0,3.067915832,0,8.740275605,0.98878309,0,0,0.98878309,0.98878309,0,7.143786855,0,7.143786855,2.005259693,0.01471,0.131311,0.0123002,1.736745564,0.73447166,1.125297015,0,1.383691723,0,0,0,0.328862441,0.328862441,0,0,0,0,0,0,0.278843219,0.278843219,0
2013-11-01,2013,"Q4","2013/14","Q2","November",612.130317357,603.417285818,603.417285818,166.800649879,111.052762153,8.407999868,0,29.709809952,0,16.069442871,1.560635035,352.041087546383,207.349710836375,114.229396533375,86.334332373,22.735177107,-15.949195177,131.852036103008,15.6634549500078,76.34951862,39.839062533,0.859390696,0,0.859390696,11.979949911,7.152046601,1.090215445,3.737687865,0,79.203206142617,68.016419698617,10.734782719,0,0,,0.452003725,5.37234225,0,5.37234225,0,8.713031539,0.505577285,0,0,0.505577285,0.505577285,0,7.477531008,0,7.477531008,3.362513702,0.0163014,0.123605,0.0086803,0.453724692,0.79818,2.559074552,0,0.155451362,0,0,0,0.348190046,0.348190046,0,0,0,0,0,0,0.3817332,0.3817332,0
2013-12-01,2013,"Q4","2013/14","Q2","December",820.250727324,810.031953091,810.031953091,387.449020673,117.745305077,192.183486574,0,27.110543469,0,42.334180321,8.07550523199999,351.793765207398,196.778332083972,113.904836314972,78.161977836,20.595517933,-15.884,141.047066024426,21.3145092034262,74.59759216,45.134964661,1.005725095,0,1.005725095,12.962642004,7.882210054,1.01267,4.06776195,0,68.3311941236016,59.1637927296016,8.957425412,0,0,,0.209975982,2.457973087,0,2.457973087,0,10.218774233,0.612363247,0,0,0.612363247,0.612363247,0,8.536576207,0,8.536576207,4.361603635,0.0072081,0.11714,0.013508,0.745276038,0.69958,1.328518183,0,1.263742251,0,0,0,0.346325023,0.346325023,0,0.524904,0.524904,0.524904,0,0,0.198605756,0.198605756,0
2014-01-01,2014,"Q1","2013/14","Q3","January",685.560831555,673.141148473,673.141148473,219.264051491,122.147429432,28.097803328,0,41.11324334,0,25.439223344,2.46635204699997,378.118050249216,217.448916776591,114.179586905591,95.630243382,23.523086489,-15.884,146.213067762626,14.1007314576255,81.338431,50.773905305,0.95929449,0,0.95929449,13.49677122,6.231382559,1.18936689,6.076021771,0,72.5002496227838,60.5372437487838,11.870453749,0,0,,0.092552125,3.25879711,0,3.25879711,0,12.419683082,1.057586025,0,0,1.057586025,1.057586025,0,10.078276776,0,10.078276776,4.354027526,0.0107965,0.11284,0.0225867,0.052675813,1.057669213,2.064254637,0,2.403426387,0,0,0,0.372481539,0.372481539,0,0,0,0,0,0,0.911338742,0.911338742,0
2014-02-01,2014,"Q1","2013/14","Q3","February",655.81498265495,644.95998561995,644.95998561995,173.499311935,116.520152293,5.312488836,0,31.689426916,0,15.251962085,4.72528180499998,403.782535269547,227.806061686652,111.429607106651,102.10633194,30.15412264,-15.884,162.227307828896,17.8568422549456,97.36021464,47.01025093395,1.106845886,0,1.106845886,12.642319868,6.937731989,1.076917,4.627670879,0,64.846262072403,53.979123485403,10.672511457,0,0,,0.19462713,2.831876343,0,2.831876343,0,10.854997035,0.594400123,0,0,0.594400123,0.594400123,0,8.495505383,0,8.495505383,4.381699729,0.0084876,0.116868,0.0164708,0.442737647,0.77156,1.195986734,0,1.561694873,0,0,0,0.394037491,0.394037491,0,0.524904,0.524904,0.524904,0,0,0.846150038,0.846150038,0
2014-03-01,2014,"Q1","2013/14","Q3","March",657.80091954845,645.39362438245,645.39362438245,195.159007608,126.526189834,18.657016905,0,26.351198911,0,19.688345772,3.936256186,376.855745345393,213.007578834333,120.143812635333,85.710567555,23.037198644,-15.884,149.459182148061,22.3644717946109,82.50016812,44.59454223345,1.010601209,0,1.010601209,13.378383154,7.348273307,1.3430485,4.687061347,0,69.9086344010565,57.3432041850565,12.346820848,0,0,,0.218609368,3.470237028,0,3.470237028,0,12.407295166,0.334733704,0,0,0.334733704,0.334733704,0,10.171315357,0,10.171315357,3.892837527,0.00746775,0.12014,0.0142693,0.532772336,0.863431448,1.674747575,0,3.065649421,0,0,0,0.426905147,0.426905147,0,0,0,0,0,0,1.474340958,1.474340958,0
2014-04-01,2014,"Q2","2013/14","Q4","April",660.47181250374,649.07433647074,649.07433647074,187.753190432,121.101003036,11.343841442,0,34.040643709,0,18.919444843,2.348257402,391.18251521851,223.893410833546,116.918470703546,95.422727575,27.436212555,-15.884,153.413649738964,18.8742643462241,87.23594552,47.30343987274,1.091053163,0,1.091053163,12.784401483,7.602977998,1.164351,4.017072485,0,67.6085274422296,57.3851628092296,10.055309596,0,0,,0.168055037,2.530103378,0,2.530103378,0,11.397476033,0.348416591,0,0,0.348416591,0.348416591,0,8.989743844,0,8.951947488,3.623358847,0.0083361,0.112595,0.0057415,0.191874683,0.825963084,1.398689585,0,2.785388689,0.037796356,0.037796356,0,0.417325206,0.417325206,0,0,0,0,0,0,1.641990392,1.641990392,0
2014-05-01,2014,"Q2","2013/14","Q4","May",692.4098002306,680.0330508016,680.0330508016,197.729258856,116.670451789,11.425498243,0,40.583370807,0,25.217852867,3.83208515000003,398.717905722226,221.381185823501,129.454293420501,85.476798319,19.834094084,-13.384,162.346466007725,26.156039703125,87.8994788,48.2909475046,1.122616555,0,1.122616555,13.867637336,8.45418,1.242226445,4.171230891,0,80.1389106823739,68.0799485793739,11.869769321,0,0,,0.189192782,3.446975541,0,3.446975541,0,12.376749429,1.826083585,0,0,1.826083585,1.826083585,0,8.435669831,0,8.435669831,4.277385598,0.01211895,0.133775,0.003738,0.379966013,0.953105016,1.204911868,0,1.470669386,0,0,0,0.450355233,0.450355233,0,0,0,0,0,0,1.66464078,1.66464078,0
2014-06-01,2014,"Q2","2013/14","Q4","June",889.44769464397,874.80947514097,874.80947514097,406.215513789,141.405693168,173.944821263,0,55.036645809,0,26.596532518,9.23182103099995,385.420836809474,224.766119428702,128.547573006702,85.649094348,26.455452072,-15.885999998,144.899779621772,13.1370340528017,86.635241225,45.12750434397,1.013771432,0,1.013771432,14.741166327,9.58862985,1.298365,3.854171477,0,78.8404652544963,67.0851521104963,11.583748008,0,0,,0.171565136,4.332659288,0,4.332659288,0,14.638219503,0.259319876,0,0,0.259319876,0.259319876,0,12.419890766,0,12.419890766,5.578295057,0.0054749,0.14017,0.002409,2.380223544,0.819980523,1.163248333,0,2.330089409,0,0,0,0.399510162,0.399510162,0,0,0,0,0,0,1.559498699,1.559498699,0
2014-07-01,2014,"Q3","2014/15","Q1","July",687.31607859324,668.00960969224,668.00960969224,188.363468114,110.809357594,18.92953242,0,31.451395809,0,22.876448992,4.29673329900002,394.795385421264,237.538991710776,143.947797591776,87.144932198,24.303931623,-17.857669702,140.735828375488,19.668598560248,75.293029935,45.77419988024,1.035049307,0,1.035049307,15.485516028,6.838763971,1.458431,7.188321057,0,81.8968412889756,64.5293151979756,14.06804222,0,0,2.9704878,0.328996071,2.953914868,0,2.953914868,0,19.306468901,0.682650353,0,0,0.682650353,0.682650353,0,15.73777347,0,15.73777347,6.9591575,0.03855545,0.14498,0.0057115,2.110217408,0.94956,2.32971902,0,3.199872592,0,0,0,0.486577622,0.486577622,0,0,0,0,0,0,2.399467456,2.399467456,0
2014-08-01,2014,"Q3","2014/15","Q1","August",696.15445029551,682.39584539351,682.39584539351,194.867738137,104.729686853,19.128031906,0,48.706734778,0.790103112,18.652859016,2.86032247199999,404.100172836272,238.870370967745,142.272061707745,91.864404677,22.826201881,-18.092297298,151.434866165527,17.8281915690171,83.07578052,50.53089407651,0.97857591,0,0.97857591,12.816359793,7.139162994,1.346806445,4.330390354,0,80.0890808782379,62.4924760882379,12.445137282,0,0,4.66567667,0.485790838,3.338853542,0,3.338853542,0,13.758604902,0.838575519,0,0.1,0.738575519,0.738575519,0,10.203272746,0,10.203272746,6.358987566,0.010748,0.110288,0.001352,0,0.902966666,1.632240502,0,1.186690012,0,0,0,0.48781632,0.48781632,0,0.524904,0.524904,0.524904,0,0,1.704036317,1.704036317,0
2014-09-01,2014,"Q3","2014/15","Q1","September",772.64371460568,750.70518481868,750.70518481868,221.7462888,127.423189409,40.592014892,0,31.85606357,0.908713004,17.540523832,3.42578409299998,437.231386258029,240.578146116385,153.975324036385,89.732883596,14.844971484,-17.975033,182.400748631644,22.6837725169643,106.30124026,53.41573585468,1.295970881,0,1.295970881,12.956520629,7.530129921,1.291064,4.135326708,0,88.223509288651,68.4240046286509,13.656810609,0,0,5.221322876,0.921371175,3.504000472,0,3.504000472,0,21.938529787,7.677048294,0,7.35,0.327048294,0.327048294,0,12.38128376,0,12.38128376,8.281193816,0.0323797,0.118277,0.0012535,0,1.138581923,1.382687838,0,1.426909983,0,0,0,0.523383796,0.523383796,0,5.06e-05,5.06e-05,5.06e-05,0,0,1.356763337,1.356763337,0
2014-10-01,2014,"Q4","2014/15","Q2","October",777.72582069949,754.96512855949,754.96512855949,211.963127534,133.617556341,16.098694684,0,35.628783048,1.035310292,23.515257427,2.06752574199997,440.861408521793,240.403539158265,144.720415557265,84.784077858,28.874045743,-17.975,186.598804604528,29.4349521540382,103.61690013,53.54695232049,1.294345669,0,1.294345669,12.56471909,7.234083802,1.253442445,4.077192843,0,91.7843031356968,70.0356198276968,13.39489905,0,0,4.805799588,3.54798467,10.356289368,0,10.356289368,0,22.76069214,4.040632907,0,2.763349159,1.277283748,1.277283748,0,12.063119292,0,12.063119292,6.978770593,0.01339965,0.1213855,0.005015,1.640147663,0.86758,1.141247403,0,1.295573483,0,0,0,0.507541178,0.507541178,0,0,0,0,0,0,6.149398763,6.149398763,0
2014-11-01,2014,"Q4","2014/15","Q2","November",736.88272280231,723.10392514731,723.10392514731,200.37165943,115.027279702,9.145939023,0,45.973268183,1.18350453,26.803098399,2.238569593,427.479272461009,250.066368481571,139.142375708571,95.413230097,27.879556342,-12.368793666,163.259524146438,26.9884681571278,83.67028116,52.60077482931,1.162195316,0,1.162195316,12.991184517,7.937734285,1.17855,3.874900232,0,91.4347340943009,70.8760966413009,12.64903645,0,0,4.958432634,2.951168369,3.818259162,0,3.818259162,0,13.778797655,0.628570657,0,0,0.628570657,0.628570657,0,11.379286212,0,11.379286212,7.763407602,0.0166955,0.11646,0.0085395,0,0.84830046,1.399087446,0,1.226795704,0,0,0,0.486269093,0.486269093,0,0,0,0,0,0,1.284671693,1.284671693,0
2014-12-01,2014,"Q4","2014/15","Q2","December",1040.30072318932,1018.79564770832,1018.79564770832,469.270889426,125.679936188,273.029846731,0,34.226600881,4.994951665,25.573476012,5.76607794899998,448.24674024932,264.398765062,148.47548661,108.814483619,20.255723393,-13.14692856,169.53162403032,21.908698419,94.39119328,53.23173233132,1.181559553,0,1.181559553,13.134791604,7.6487225,1.164487,4.321582104,0,98.291711576,78.387594443,13.876377256,0,0,5.126149833,0.901590044,2.986306457,0,2.986306457,0,21.505075481,5.779738936,0,5.4,0.379738936,0.379738936,0,13.07676542,0,13.07676542,7.96541466,0.012875,0.138135,0.011299,0.622340704,0.79886,1.754836931,0,1.773004125,0,0,0,0.412919826,0.412919826,0,0,0,0,0,0,2.235651299,2.235651299,0
2015-01-01,2015,"Q1","2014/15","Q3","January",817.67347266326,803.56381624526,803.56381624526,235.731521896,127.443993309,16.63465371,0,48.858406094,1.290759028,39.858513058,1.64519669699999,480.897379283207,260.995094881789,134.783171185789,120.343757768,19.184903259,-13.316737331,204.683690742418,23.6947699417584,114.6614772514,66.32744354926,0.98934236,0,0.98934236,14.229251299,6.282428695,1.31823,6.628592604,0,83.6991883240526,65.8944635530526,12.21987851,0,0,4.406604588,1.178241673,3.235726742,0,3.235726742,0,14.109656418,1.471159497,0,0,1.471159497,1.471159497,0,10.593928121,0,10.593928121,6.469580017,0.0274855,0.1793925,0.011602,0.003143871,1.15547961,1.66301938,0,1.084225243,0,0,0,0.348264686,0.348264686,0,0,0,0,0,0,1.696304114,1.696304114,0
2015-02-01,2015,"Q1","2014/15","Q3","February",783.59579938998,768.46157896598,768.46157896598,201.835706271,132.203130778,9.017407092,0,40.991808066,2.248060313,15.677720534,1.69757948800003,476.057736952546,285.407698774326,152.471715060326,124.371925259,21.850815648,-13.286757193,175.69210871422,21.3365617122404,99.70542192,54.65012508198,1.199864135,0,1.199864135,13.758065329,6.968661347,1.31592,5.473483982,0,86.3163828584335,69.5075238684335,10.748081797,0,0,4.759655783,1.30112141,4.251752884,0,4.251752884,0,15.134220424,0.69525559,0,0,0.69525559,0.69525559,0,11.484980034,0,11.484980034,6.749316779,0.020072,0.148075,0.0111645,0,1.01892232,2.020739304,0,1.516690131,0,0,0,0.37231133,0.37231133,0,0,0,0,0,0,2.58167347,2.58167347,0
2015-03-01,2015,"Q1","2014/15","Q3","March",814.333315042,794.517294971,794.517294971,245.535589754,150.99722766,22.793486692,0,41.56841294,2.762538989,24.849154723,2.56476875000004,458.363182925,279.084734824,151.261908248,113.016845839,19.999301195,-5.193320458,164.129743959,23.40719163,94.55662553,46.165926799,1.189297694,0,1.189297694,13.959406448,7.186119966,1.488303,5.284983482,0,87.224980906,69.329814297,12.36806283,0,0,4.956237568,0.570866211,3.393541386,0,3.393541386,0,19.816020071,0.845305638,0,0,0.845305638,0.845305638,0,16.07426937,0,16.07426937,8.527805597,0.043284875,0.11485,0.0106925,0.412596386,1.19454,3.207530782,0,2.56296923,0,0,0,0.585064581,0.585064581,0,0,0,0,0,0,2.311380482,2.311380482,0
2015-04-01,2015,"Q2","2014/15","Q4","April",804.2655312218,786.9006955048,786.9006955048,235.647835456,146.069495393,11.996551755,0,52.265606016,1.369410371,22.040711433,1.90606048800002,466.035946110835,264.747552864925,149.888997766925,113.718748203,20.700790106,-19.560983211,186.89129136091,23.3211805241096,110.42278279,53.1473280468,1.028197425,0,1.028197425,13.36890446,7.020687413,1.298005,5.050212047,0,82.0699710339653,66.6604035429653,10.331771172,0,0,4.758925234,0.318871085,3.146942904,0,3.146942904,0,17.364835717,0.44870735,0,0,0.44870735,0.44870735,0,13.180289487,0,13.180289487,6.853356992,0.0198124,0.12819,0.020071,0.698156689,1.06022,2.397804891,0,2.002677515,0,0,0,0.423352355,0.423352355,0,0,0,0,0,0,3.312486525,1.982486525,1.33
2015-05-01,2015,"Q2","2014/15","Q4","May",797.554133238,781.701293038,781.701293038,219.50350086,139.373074354,10.888346413,0,37.601993878,1.647561818,27.979037134,2.01348726300003,474.406252799194,264.956399727744,152.582652423744,106.019549235,23.137281188,-16.783083119,193.63701392445,33.8099795984501,111.2386167,48.588417626,1.158235588,0,1.158235588,14.654603559,8.0278871,1.318928,5.307788459,0,84.4088793078063,67.2040350328063,12.001522306,0,0,4.88059535,0.322726619,3.382660071,0,3.382660071,0,15.8528402,0.980233973,0,0,0.980233973,0.980233973,0,12.208125627,0,12.208125627,7.682574569,0.01028288,0.14014,0.007118,0,1.30856,1.326834685,0,1.732615493,0,0,0,0.474185864,0.474185864,0,0,0,0,0,0,2.190294736,2.190294736,0
2015-06-01,2015,"Q2","2014/15","Q4","June",1385.53657292708,1359.36935837808,1239.745936131,729.90116449808,199.869074614,266.517658122,119.62342224708,97.731229689,9.418269897,25.034340764,11.7071691649999,519.06684905,290.039353652,169.995972912,109.924813159,21.167732251,-11.04916467,209.238305187,27.944981563,120.81550173,60.477821894,1.345091265,0,1.345091265,18.444098946,12.071449681,1.489109,4.883540265,0,106.212545337,85.069475532,15.02759115,0,0,5.758517595,0.35696106,4.188799493,0,4.188799493,0,26.167214549,0.209860384,0,0,0.209860384,0.209860384,0,23.253887594,0,23.253887594,10.322967507,0.0310502,0.223415,0.006027,4.866281993,1.55595391,3.214623909,0,3.033568075,0,0,0,0.511903888,0.511903888,0,0,0,0,0,0,2.191562683,2.191562683,0
2015-07-01,2015,"Q3","2015/16","Q1","July",809.81420836984,785.82860650584,785.82860650584,236.79912748353,120.04461075353,16.042887715,0,58.795401819,1.836601547,37.336939236,2.742686413,441.598630307086,277.295717640432,159.418588178432,97.793031402,34.53277218,-14.44867412,155.240789353654,16.183143367344,92.09186932,46.96577666631,0.95579244,0,0.95579244,8.106330873,6.438136968,1.519804,0.148389905,0,101.660057274224,72.457285104224,15.258054083,0,8.573051587,4.993178793,0.378487707,5.770791441,0,5.770791441,,23.985601864,1.026375789,0,0,1.026375789,1.026375789,0,19.773947376,0,19.773947376,10.913898,0.03181275,0.298092,0.004182,0.912811687,2.000000393,1.979110583,0,3.517059963,0,0,0,0.661833063,0.661833063,0,0,0,0,0,0,2.523445636,2.523445636,0
2015-08-01,2015,"Q3","2015/16","Q1","August",829.96454182435,807.28766047835,807.28766047835,201.255021197,123.741731827,8.25257634,0,43.459924543,1.450267287,19.392145268,4.958375932,493.561489908011,295.580426529997,172.124559075997,101.266574376,34.392586784,-12.203293706,183.093764782014,20.5221946036639,110.16631652,52.40525365835,1.274108435,0,1.274108435,13.613190161,6.483475115,1.521277,5.608438046,0,101.223586765339,71.4236128823393,13.553478786,0,10.51635893,4.845304999,0.884831168,11.247562608,0,11.247562608,,22.676881346,0.62192349,0,0,0.62192349,0.62192349,0,18.029728194,0,18.029728194,11.590813263,0.0982286,0.33157,0.002182,0.123732424,1.67284,1.573925686,0,2.563867221,0,0,0,0.550011476,0.550011476,0,0,0,0,0,0,3.475218186,3.475218186,0
2015-09-01,2015,"Q3","2015/16","Q1","September",863.76665514876,829.24859956376,829.24859956376,242.300031849,138.940866167,20.04762934,0,53.758998314,2.43636143,24.36636655,2.749810048,469.063862491407,292.261456608502,173.880696391502,98.660072164,30.391594208,-10.670906155,163.660742380905,21.840671061145,88.20557256,53.61449875976,1.202198012,0,1.202198012,11.93946549,5.23084219,1.346365,5.3622583,0,113.757827720353,79.8354372763531,16.267926696,0,10.722355802,5.437015289,1.495092657,4.126877503,0,4.126877503,,34.518055585,0.603461586,0,0,0.603461586,0.603461586,0,23.140302344,0,23.140302344,9.346440941,0.089142765,0.38341,0.0017071,3.774604814,1.908688186,2.075208585,0,5.380458753,0,0,0,0.579916842,0.579916842,0,7.764815717,7.764815717,0,7.764815717,0,2.429559096,2.429559096,0
2015-10-01,2015,"Q4","2015/16","Q2","October",920.29854945881,896.81221392781,896.81221392781,261.778628468,147.157846152,19.31399369,0,68.148335947,2.732005172,20.440517581,3.985929926,519.302696532211,305.350657606303,162.395362766303,102.761856507,48.809615553,-8.61617722,200.838433551908,19.6765511030985,123.43132896,57.73055348881,1.424642205,0,1.424642205,11.688963169,5.141173518,1.331548,5.216241651,0,110.100795867599,78.7796065175986,13.992211028,0,9.411465879,5.689886935,2.227625508,5.63009306,0,5.63009306,,23.486335531,1.031584886,0,0,1.031584886,1.031584886,0,19.540250908,0,19.540250908,9.924126229,0.167760202,0.32743,0.0018858,1.891394832,1.53798906,2.504091685,0,3.1290271,0,0,0,0.501512852,0.501512852,0,0.206259237,0.206259237,0,0.206259237,0,2.206727648,2.206727648,0
2015-11-01,2015,"Q4","2015/16","Q2","November",878.78426665316,850.33030318916,850.33030318916,219.994358767,138.600767098,9.333531521,0,38.1784931,2.018426628,29.609559916,2.253580504,505.734463848446,311.355634600098,175.658826854098,115.364827085,36.47595576,-16.143975099,181.615135147348,13.9443640531878,111.21720772,56.45356337416,1.470190834,0,1.470190834,11.293503267,5.317314779,1.073427,4.902761488,0,120.579571006714,85.3195529207142,15.531019147,0,12.246453602,5.474704713,2.007840624,4.021909567,0,4.021909567,,28.453963464,0.939229689,0,0,0.939229689,0.939229689,0,19.635017942,0,19.635017942,9.123699293,0.143261951,0.3102,0.002746,1.05255489,1.85851,4.438725681,0,2.588322127,0,0,0,0.631552968,0.631552968,0,2.12671587,2.12671587,0,2.12671587,0,5.121446995,5.121446995,0
2015-12-01,2015,"Q4","2015/16","Q2","December",1283.09768515693,1255.55414599193,1255.55414599193,597.077206026,160.550357722,335.550272569,0,53.00197708,12.405272278,29.143567001,6.425759376,526.668645319224,296.684059440499,169.376316996499,107.482896578,30.914060572,-11.089214706,215.288687183725,22.9744792347951,136.96622356,55.34798438893,1.859083196,0,1.859083196,12.836815499,6.679849349,1.209218,4.94774815,0,127.528164650706,89.2238909777057,15.284813142,0,14.233026518,5.769885864,3.016548149,4.280129996,0,4.280129996,,27.543539165,0.634518069,0,0,0.634518069,0.634518069,0,20.466628378,0,20.466628378,8.7194198,0.31582205,0.39903,0.0097668,0,2.01982,2.143270299,0,6.732038629,0,0,0,0.404743846,0.404743846,0,0,0,0,0,0,6.037648872,6.037648872,0
2016-01-01,2016,"Q1","2015/16","Q3","January",1024.53798327842,863.87360632342,863.87360632342,251.640861882,139.705282372,15.20706913,0,55.003758615,2.809938658,36.08310633,2.831706777,495.793837759929,276.383489769744,146.140466843744,123.955545086,29.1078757,-22.82039786,204.818848487185,22.4817769947649,114.37305756,67.96401393242,1.50682545,0,1.50682545,13.084674053,5.110073509,1.290924,6.683676544,0,113.254023392491,81.2941593454912,13.401708556,0,11.09855521,4.727668343,2.731931938,3.184883289,0,3.184883289,,160.664376955,4.857093509,0,0,4.857093509,4.857093509,0,120.585875142,0,120.585875142,59.618397526,0.846028318,2.049732,0.0224697,7.755098647,10.997847639,14.714332519,0,23.910773793,0,0,0,3.329571047,3.329571047,0,10.097790824,10.097790824,0,10.097790824,0,21.794046433,21.794046433,0
