"Date","Year","Quarter","FY","QFY","Month","OUT_14","OUT_GPS_14","OUT_GPS_DBT_14","OUT_GPS_TRF_14","OUT_DEF_14","OUT_POS_14","OUT_EA_14","OUT_EA_ECL_14","OUT_EA_AGR_14","OUT_EA_EFU_14","OUT_EA_MMC_14","OUT_EA_TRA_14","OUT_EA_COM_14","OUT_EP_14","OUT_HC_14","OUT_HEA_14","OUT_HEA_OP_14","OUT_HEA_HP_14","OUT_HEA_PH_14","OUT_REC_14","OUT_EDU_14","OUT_EDU_PRI_14","OUT_EDU_SEC_14","OUT_EDU_TER_14","OUT_SOC_14"
2014-12-01,2014,"Q4","2014/15","Q2","December",1030.1243188608,243.91203606911,93.5181968202996,13.6787965336581,105.261776916755,65.8577518802995,313.529916628276,4.192756661,25.5449113861677,39.7769145872746,0.696091704,226.390667870505,2.113593293,29.3992952221294,69.9855336309376,51.6443445367245,0.110928769,26.6799265708397,20.6267595428849,0.897397354,101.191226375615,62.310479682374,21.1119838222337,10.1485248842271,48.4450402469569
2015-01-01,2015,"Q1","2014/15","Q3","January",1243.05935345556,331.200798966053,103.383992295545,36.9051509592647,148.916160642076,83.8781061287552,246.512853550187,6.017726376,28.4286991953856,56.3403966525074,0.71371244,140.914360107222,1.060585182,3.87037055504987,34.5897060704142,110.426725808301,0.156676804,22.0120290309554,35.1309367323456,0.695721344,250.511382838442,102.684506840061,53.7607935637036,49.8667231858054,32.4575275522812
2015-02-01,2015,"Q1","2014/15","Q3","February",885.356713083084,216.65362283436,96.1842307463401,11.8448553415277,51.278989109,101.464484424,287.457471365836,5.721935165,77.4220578842827,19.2486223446073,1.324731652,159.782688394946,2.253594343,5.12734502286449,8.923944463,79.6507199672367,2.211384641,14.6745632607417,18.3218390663335,0.320928768,106.388584553956,55.1827929123793,24.5953284966591,15.6170626661427,28.090622574831
2015-03-01,2015,"Q1","2014/15","Q3","March",751.653605744532,218.012610801391,106.452120568192,14.9656387270801,66.8571188879127,62.509098065,161.105764958639,10.9153982959562,21.5439077531943,21.890807733449,0.638161787,94.7348652467235,0.77214612,9.72689112015175,11.0476313229002,44.2578804853089,0.155571342,11.1614600703157,22.4079319701587,0.705447125,114.377957810153,71.9662404436006,22.6020801776092,11.7013804155963,63.0532051680764
2015-04-01,2015,"Q2","2014/15","Q4","April",1204.19000430848,349.321179311408,121.868401995756,44.4404460327191,174.935373574544,76.516984909,189.47362881387,9.77966247,20.6742199589977,12.0705114404504,0.651035075,129.412976594422,0.776836152,8.90391191302659,71.4529452837184,108.934635937254,0.217227756,20.710166462,29.3541283447349,0.434854166,189.202650111822,89.3281826349861,53.0311474440527,42.3808352523025,35.0138402878397
2015-05-01,2015,"Q2","2014/15","Q4","May",1204.93190367853,257.608682430206,102.176806730484,14.7477788018167,147.770660824952,112.897861952,350.544702900075,13.194417912,31.8600468482212,35.1328194254642,1.307251266,254.904990609045,1.064312871,9.75215912461642,70.7199914439966,81.3952283960666,0.544906865,18.6321414666614,20.7853780988216,1.026187449,112.662043712859,67.1302662756905,23.3652997957575,13.9007799014107,60.5543854447574
2015-06-01,2015,"Q2","2014/15","Q4","June",1520.40441313021,373.581406073591,105.092102367026,19.6610583677312,164.133670282511,96.857431214,508.42778783853,17.2480773913555,122.925859050358,17.7865640929361,1.181863219,326.04185392688,1.825706227,39.7365748576706,68.6634093785572,53.3352616571421,1.204679711,19.9923914618057,26.4259163773365,2.271508146,169.378726521531,89.487042726767,25.073994971525,19.2694273945103,44.0186371606778
2015-07-01,2015,"Q3","2015/16","Q1","July",1231.23120988782,433.349263514039,142.405851373147,37.0733612797032,105.931168735921,57.926326629,233.823669368098,8.97135933207862,14.0054537486202,19.8350690969415,0.529457516,180.722345524458,1.066272049,10.4519897191545,67.0549928715273,131.143858546953,0.333969837,15.5967894291123,30.8632300949141,1.823659274,167.898225809631,62.257695086821,32.5287380907605,54.7370286828384,21.8280554194936
2015-08-01,2015,"Q3","2015/16","Q1","August",1023.30460108644,236.595027899048,91.3777899877348,14.5111782144861,155.753813934951,83.10530515,310.4955487625,8.715178933,21.4969885063296,64.5218088331695,2.641289373,182.427131167001,1.437743832,11.8514968892854,29.2068324711125,59.450738459384,0.165788375,9.21958767622552,24.8419906204253,4.749059962,112.378648697678,65.8028530367004,17.13834828974,19.9418247016815,19.7181288604822
2015-09-01,2015,"Q3","2015/16","Q1","September",994.495067715468,311.378476221619,155.610714451675,13.7913015768905,95.9822239249048,66.8394249912937,146.635972262623,2.957675319,29.5957411690212,8.4670762682097,0.345461003,80.8143509020057,13.744392287574,6.09175994177376,82.9827101967036,73.9919478114687,2.655762898,19.2723882592454,21.0461005616184,1.062219515,192.207608441172,127.272651651671,21.6790506364506,17.3567048636406,17.3227244089092
2015-10-01,2015,"Q4","2015/16","Q2","October",1500.84573833531,445.046710178324,90.3002781917664,41.5192555865579,202.524111634783,83.616895319,401.434689018387,6.242723424,84.2724798378713,30.8648038021314,0.173691632,266.055975294385,1.023462401,4.645298977,76.0984269499733,99.0938539092001,0.364043451,13.3890323181649,26.5996929702729,0.542341478,174.148434694212,73.388891412651,23.9003387023614,46.5682985891724,13.6949761764301
2015-11-01,2015,"Q4","2015/16","Q2","November",1181.11997414574,307.272221644872,131.408839047846,23.2270548817596,67.308537826,148.18500893,295.503984097304,41.2507808627065,56.2562464730506,43.4032718743392,2.451453125,141.269800479842,1.20162666,39.5318833792178,69.8529416597166,84.5906023959607,2.751303778,24.3391178136799,28.8644774875277,0.8394498,142.285830262638,74.2678246565637,25.4278563848366,20.1408540393043,25.7495141500262
2015-12-01,2015,"Q4","2015/16","Q2","December",1387.2192713254,371.778370468577,132.2561698181,14.2873506430354,336.735613667224,71.833464652,274.086861918597,8.1213825,52.867987696888,89.7709380586122,0.364006588,116.461830095097,0.703435422,23.132238240284,21.8025575198403,140.014921160884,0.313813729,27.4738875111309,23.3702335424779,0.47003532,122.21927708633,73.3258863306435,18.519482939874,15.0865964647246,25.1459312916659
2016-01-01,2016,"Q1","2015/16","Q3","January",1453.37181580969,529.548488116475,185.357454860389,40.6548902190038,144.830285364,87.72341948,249.78507939489,4.165703076,43.8658869038541,29.7378587545921,0.350234255,160.618423169443,2.080595452,7.663572492,9.478563145,140.540973137618,0.249057413,23.6616089006437,27.2709244369831,1.454700181,256.500754042953,93.0947863950691,68.573050509499,68.6548170854352,25.8459804557553
2016-02-01,2016,"Q1","2015/16","Q3","February",1092.24851119226,335.908647063251,128.296254997419,16.7657083145499,116.190817368,111.920099223,209.428307509301,6.12041789565245,37.2678175581042,35.6611722094689,0.957377736,115.576528260075,0.801465951,17.1428062598403,69.5231779269405,69.8699875891832,2.665928424,14.7616789582979,27.8218119658638,1.071141265,135.571733624944,78.476669160866,20.4606322007796,24.6792546855214,25.6217933628023
2016-03-01,2016,"Q1","2015/16","Q3","March",988.910533046249,324.918609245949,168.221380245969,14.6531692220329,104.34300838317,71.454756343,247.341310207456,8.04979619188414,32.9510904903516,43.1326018889778,0.110015283,153.693753849243,0.776911648,5.17068109391024,14.508667195,76.3680549751568,0.16712853,37.6643225653572,21.9812981886695,2.397383688,115.745280107538,70.5220316961366,18.3375792106088,12.22601203069,26.6627818070699
2016-04-01,2016,"Q2","2015/16","Q4","April",1245.99878944944,372.464613302715,116.067508616034,55.6481962755723,129.946678172197,85.948800766,291.836029452365,16.7976654632429,17.1285903591351,13.6787054128559,4.651115876,218.023876713132,3.192696936,3.53911042202285,25.0789791328862,72.0850655237451,0.295439492,18.3881985454854,28.5758767374281,2.190435218,247.416685417163,95.1575481568352,58.8735097193341,78.3422911669416,15.4923920423405
2016-05-01,2016,"Q2","2015/16","Q4","May",1304.51918267569,323.84639086985,148.647036750876,15.4984744381175,80.4914970686211,132.331413316,384.000327128342,27.7209219140395,95.0392911612042,96.3475084600911,1.412729821,132.180576338623,1.243080744,55.621606380465,22.357168273,66.4981798182785,2.713519015,12.461097355964,29.192837956025,2.425917027,167.497190426314,73.8777136686566,20.1211022505028,21.6978754184095,69.4494923678186
2016-06-01,2016,"Q2","2015/16","Q4","June",1693.50648778285,455.898536673392,191.764729980353,19.911729554512,189.162474581963,186.71639477,493.715992561648,9.944522778,116.335322999703,50.1585479901519,3.483474286,289.013389567793,2.503761012,21.6637422425982,33.96713951,94.7667949994948,7.200085878,38.7685134227462,35.8726032480824,2.100090054,161.786862055254,94.2144988505744,22.9471262467401,25.81943478994,53.7284603344961
2016-07-01,2016,"Q3","2016/17","Q1","July",1533.30917005483,326.679984551246,191.470331643581,17.6464754305444,157.40659813075,64.504116202,622.918638936031,7.525467174,39.3739990523855,130.648528241904,2.454804163,432.647838981741,2.292232182,15.9253547289467,99.4590633662101,99.2963997102806,0.117458515,10.9349897420246,25.3379210648915,1.092406852,135.718337278361,98.2531744710533,0.11754,19.7627108624621,10.308270299
2016-08-01,2016,"Q3","2016/17","Q1","August",1703.45744037349,485.48689372934,190.203527501417,45.0185012952947,78.0959974540756,170.137640206,370.680097281503,6.440525175,107.779675331022,14.1658377831581,0.963546704,219.130434032138,4.02057785718532,16.972235695,60.1883520639754,170.939339288,0.145966106,18.1376432208971,41.4276526761414,1.600556021,278.814853010657,185.456506960471,1.515695381,68.828026863474,70.5414756239434
2016-09-01,2016,"Q3","2016/17","Q1","September",1070.10263402986,397.655155726957,265.41803268883,18.3891888425444,66.1618946600093,73.136029794,188.050477791089,15.7956818325011,29.3146612045323,66.0388042994724,0.834409615,67.7286800705831,1.050062099,10.9952781699458,63.3273189277402,127.838862211194,0.319973584,13.1936999647256,26.2137254208915,0.281730589,124.462012173924,97.5450018370533,0.166675074,14.507393403049,18.193873986
2016-10-01,2016,"Q4","2016/17","Q2","October",1385.84913106924,453.49591834878,111.571874848292,47.9487219127503,140.233443844241,109.157042812,231.336099752947,10.381635659,42.1426555778803,41.9520258961386,4.195443841,110.886852504944,7.53722275849629,1.37335724729983,92.9666334002749,87.7632146751684,0.378821816,16.4678488672664,43.5974697687514,0.776239449,218.674389012462,118.616471120831,0.311351039,66.5121035910247,50.0727925270638
2016-11-01,2016,"Q4","2016/17","Q2","November",1362.16325794512,357.465747582801,164.58263166968,20.375087333,259.237465200015,86.788269079,338.134794974773,3.942513245,74.2771512951987,54.7484540323169,2.583748184,182.905506637257,4.96423145,5.71148719970439,60.6265233521384,79.4754108757922,0.338785645,21.9647142720138,31.3969048591682,4.856171646,154.400690397896,96.9939655072478,0.678581276,22.5394694424712,15.466697637
2016-12-01,2016,"Q4","2016/17","Q2","December",1183.30513145656,514.659379505581,267.211671099364,20.46695702,63.9929646948904,60.6357196774185,269.155718044315,10.7698847718495,107.52891442697,44.9293704880832,0.581105349,95.4739801474124,1.501619829,8.66561882118828,8.67979878003587,82.9606872567868,0.316471611,21.0073261160901,26.5490517111682,0.196899349,168.051286758348,94.4484924762478,1.513675484,32.1219728253363,6.307058569
2017-01-01,2017,"Q1","2016/17","Q3","January",1660.92932020296,455.022730541244,164.958520455211,45.3937790549694,169.041102069,79.678522135,470.896557290648,16.582929984081,63.9528443020065,72.5029637823349,1.561389871,296.2011337747,2.203453231,24.1522829903271,44.2684972057654,71.9797675282418,0.226786529,15.7694789186451,43.6896257325537,2.790478523,269.570277055636,189.343144185821,0.980356601,57.1518229897528,73.5291048640952
2017-02-01,2017,"Q1","2016/17","Q3","February",978.487733581236,325.070379663005,177.298534194183,18.0427606532191,97.8886805121119,69.327239402,215.649049739675,15.2919292654712,75.9078170091559,11.7946157836512,0.553334959,83.7123305097314,3.283536095,3.0966659376169,14.6109466761976,77.2294326826371,0.305488478,11.179020808,28.8876876356371,1.294580954,148.04858426731,101.661684821987,0.286864009,31.122176611,26.272173746682
2017-03-01,2017,"Q1","2016/17","Q3","March",1063.81272852772,431.618219457106,283.300197420643,18.3221421042191,74.7381539181568,55.160858525,217.745463727922,35.2870057143582,44.0247160029773,42.1215500678897,0.647174819,83.2234356826971,1.245917368,7.37818335882683,32.7386139278532,84.3034287559855,0.322276471,16.8043560065665,27.5902266656371,2.737977751,133.689485522384,98.0609273389866,0.195977616,23.15034375848,23.702343583485
2017-04-01,2017,"Q2","2016/17","Q4","April",1206.09046735992,311.38939565456,105.090808410908,41.2183375220005,182.063180423,77.521966529,160.125183867536,5.997701632,79.7031942129832,30.3999029232146,0.195776986,30.1331851309218,1.186044018,2.28840060329629,73.7147207259142,94.7455334034377,0.502992509,14.8314103819313,39.6502355080661,0.383710072,225.762462238613,171.911227363793,0.057627394,44.7553539660687,78.0959138425635
2017-05-01,2017,"Q2","2016/17","Q4","May",1627.59644634056,336.099588737634,177.508771690063,15.4582268939877,169.302725215274,160.921243103,623.657025448313,6.584682196,86.2769888524744,37.4869885767677,2.639012041,469.69054686971,2.856143462,4.27505918684589,46.7249387338321,81.9734066378093,1.02604942,15.1801214397045,32.5996538454261,8.06429649,171.899793126847,102.227233521592,1.118344351,44.6426101164809,24.678369661
2017-06-01,2017,"Q2","2016/17","Q4","June",1937.3096182551,677.099593410818,261.612082288317,16.4738832859877,82.0766854608344,103.905717783,656.912945167378,13.2035772891486,118.12542226905,39.6474835607702,1.623819052,415.844036257427,53.4304778119818,12.1031790200748,33.0693002941064,108.310306788091,3.551415669,47.5207345058932,37.4945790064261,2.488757655,167.49798031094,101.102494077592,2.597901325,22.4483490035356,93.8451523648599
2017-07-01,2017,"Q3","2017/18","Q1","July",1329.66759505257,503.32571485411,162.809822916762,30.2891666666667,124.314014905276,33.898063633,230.659987598534,2.16689102814743,53.4885095444293,24.72187952592,0.551467177,97.3874002737995,0.052472536,10.9073088637637,117.898236705474,153.744442416731,0.081418025,0.965888148021129,0.05803401,1.144702608,150.116222397261,3.705,0.005,12.5366000966995,3.65890107042012
2017-08-01,2017,"Q3","2017/18","Q1","August",1694.27327579163,588.609299832428,176.036789784381,30.2891666666667,70.147963634,82.591703339,486.720484594664,9.91342842356279,64.9589858005047,38.984843901042,0.212361243,191.290192646957,2.256632856,29.5802679500063,127.499545669552,75.3453512973368,0.200912418,8.84630673731874,0.395038848,0.638078451,218.870157545894,0.181333011,0.52421647,16.2373411013049,14.2704234777509
2017-09-01,2017,"Q3","2017/18","Q1","September",1252.96235045634,641.772818279145,306.760334081019,30.2891666666667,72.8252282105361,30.427251672,268.917016676665,24.741529749169,37.5034582208996,9.91403261795769,0.284872331,172.578359267787,0.269246613,9.51855301450574,34.7273871095704,48.6483403293249,0.509650386,4.52929824438791,0.311823344,0.15363902,137.124740810589,0.0873099,0.03286636,1.16177505360901,8.847375334
2017-10-01,2017,"Q4","2017/18","Q2","October",1775.61851561117,592.421642617869,99.3321696603986,30.2891666666667,271.293379030133,55.187844292,566.923628356869,42.4764750457208,46.4778284067219,39.9810121285583,0.670789197,214.056819225478,3.077747797,6.69945054133328,27.1075552891676,80.7365367777601,0.465021781,17.5584989078315,0.33914929,1.573203793,159.082176633043,1.217884846,0.301897108,27.0597129090991,14.59309828
2017-11-01,2017,"Q4","2017/18","Q2","November",1406.50179857296,616.818398195533,250.056591731699,30.2891666666667,63.346117661,41.706805917,281.393150974292,20.9638123379362,54.4089878396596,17.123072251814,2.009491731,98.5845451301266,4.221995122,6.99102984392682,120.668298617778,97.1260493025662,0.475861196,8.44848991995062,0.986420747,2.092582543,157.661339263898,0.474890021,0.559874172,7.3562306798485,18.6980262539689
2017-12-01,2017,"Q4","2017/18","Q2","December",1280.80742690656,534.839686641949,181.012032201418,30.2891666666667,83.4787159778701,24.957901599,246.797152657363,1.7611486092398,60.9020052181574,31.6872132695697,0.67151936,102.717054716171,3.58536958095095,8.48078630485191,108.293278226525,99.0351203567269,0.350563114,6.11367185015756,0.291498187,0.320213924,133.776840889643,0.534141748,2.312731772,8.41731849809491,40.8277303286331
2018-01-01,2018,"Q1","2017/18","Q3","January",1613.12602214527,600.184931260535,198.516360649348,30.2891666666667,174.748508539968,38.989002522,380.411879052632,28.3016920900049,32.1959675924721,34.9046745617245,0.66478211,113.923694728431,0.175096677,15.8976723527868,26.3883568402006,62.4251820763795,0.420363504,1.45547854751232,0.432420856,2.393456039,225.915316827277,1.832983788,0.16137959,27.6712381818711,85.7717166344916
2018-02-01,2018,"Q1","2017/18","Q3","February",1649.48573457067,538.891605436417,178.87229409723,30.2891666666667,152.931508175203,51.61963054,557.591744873521,7.91404634716343,15.4901434749605,16.2881969589983,0.581190088,407.747592087968,2.046393328,8.74509734744437,48.1410684633059,114.342857519969,0.350532315,12.3879098201725,0.436311396,6.985850243,162.387953367814,0.913273194,0.442323327,8.8352711718469,7.848418604
2018-03-01,2018,"Q1","2017/18","Q3","March",1266.12563558656,565.213563585329,283.950596079142,30.2891666666667,53.8652038055969,30.861978427,347.996777871619,3.14948718796104,32.7284314583093,49.7099058409988,0.401172123,185.537433211146,32.4486800712345,16.4974585223514,11.4041734619742,51.4381144839625,0.457315564,3.03869626819797,0.26908,0.198092167,173.827989307849,0.644258334,0.506926844,4.01558043020083,14.8222839538792
2018-04-01,2018,"Q2","2017/18","Q4","April",1653.478386682,453.467263708547,98.3251882739433,30.2891666666667,149.312293608814,42.597143356,690.004512813778,66.7715458756138,28.5588706647121,36.669168784,0.627450915,141.919592841659,22.1001386612316,2.58779652427357,52.2750627516477,82.8162197503281,0.122730212,6.45707473234603,0.230125207,1.022901139,154.918814336616,1.728907246,0.070235632,23.2786382979106,24.476378693
2018-05-01,2018,"Q2","2017/18","Q4","May",1702.68357483544,598.655147372831,219.147349644935,30.2891666666667,58.8769375081112,71.621851514,684.316805476949,28.6818989626243,38.9305264752962,23.2107992836635,2.838434562,132.661322590546,2.306065745,3.75469757596223,38.1531457002405,64.0508123063368,1.58586445,18.7642300912964,0.493294902,7.136023926,144.605387005585,1.357723192,3.829247328,6.35244723578617,31.5127664494271
2018-06-01,2018,"Q2","2017/18","Q4","June",1875.58327641545,589.505174398417,105.668991084237,30.2891666666667,352.695275409652,116.012461098,348.063063226541,25.768115624,135.976883078545,50.5690570553192,4.48182441,76.8022143376761,13.131396788,52.1815271426667,35.9895210620225,94.3628728446444,0.853268898,26.5735535783051,1.209039949,5.116435332,203.369730933906,0.408061165,2.332531674,11.0954276676078,78.2872149675959
2018-07-01,2018,"Q3","2018/19","Q1","July",1888.90056070415,551.198288694963,226.72693065444,27.7234529259167,222.2289322,4.676590697,520.299041050857,21.127877365886,38.9684131706417,145.833789674029,45.745788036,65.851953951803,0.205199645,29.7820476883618,253.818620630382,90.4801096309763,0,13.0721413824886,0.082157433,1.253277148,206.446825445608,0.9,0.005,43.1097146639349,8.716827518
2018-08-01,2018,"Q3","2018/19","Q1","August",1515.21159849883,540.113542370243,202.22700390272,29.4077674009167,75.062139068,17.275352442,353.600530092737,19.611377004331,44.0253816809904,38.0173162823933,2.591124489,143.241983031032,1.935468364,18.8181363054166,155.150332472079,161.993071990936,0,17.4226387303883,0.536839671,4.468557877,175.014000432414,0.493688912,0.1619209,18.0663409129213,13.715935448
2018-09-01,2018,"Q3","2018/19","Q1","September",1195.47768045216,589.41795166307,298.52461162449,27.7794744989167,90.7782307242035,7.042320209,227.663669646782,13.6229890277196,79.1876320586431,13.1059165335651,0.797182785,93.1206112375948,0.786389766,11.0819236302138,24.0920365736666,68.9475813493306,0,4.09840318448574,0.325543252,0.50709368,163.93134842499,1.728705145,0.19442912,2.93402423944846,12.0155245509039
2018-10-01,2018,"Q4","2018/19","Q2","October",1786.53019582959,528.017529195162,105.709443490007,27.9940291689167,224.248855648752,24.451597932,630.483056919729,54.6867956962337,39.6447935325675,20.2554547529485,1.048059156,170.937922351601,2.225672905,23.1072650544025,25.7523961266666,140.105856964777,0,13.6772460283895,0.258532019,5.476705237,163.531025542725,2.05401846,0.242272019,23.8720228731485,21.3559072083718
2018-11-01,2018,"Q4","2018/19","Q2","November",1540.10893232582,545.293968953628,232.293084544285,28.0253776999167,99.311408023,4.66624544,432.192857420767,36.8791591199607,49.4156392346586,42.2485001512862,1.437017653,241.190193781247,0.839228868,13.8979777048576,31.1441269446666,218.362441724496,0,19.4168542402485,0.666954215,1.189602953,170.299828863694,1.195258666,0.263464688,20.5558716982554,23.7504742977126
2018-12-01,2018,"Q4","2018/19","Q2","December",1352.57828091427,456.996435061011,166.010751147182,27.9894945189167,54.412776942,10.348438255,458.276197201054,45.3980173074512,64.6434087264566,68.0702825343761,1.085970413,103.218333026805,13.0952625375295,15.6476270294247,87.7916828100782,91.6687858095599,0,10.1838019668309,0.402407249,0.169411021,166.909139605955,1.094955324,0.789706764,31.6397510939927,10.3577871791856
2019-01-01,2019,"Q1","2018/19","Q3","January",1728.84939037509,645.863465491853,277.427866848665,28.4685718509167,201.708641844788,6.866912405,424.436277351889,32.7314544562717,44.9042932639988,51.7370327968831,1.019849002,134.492176256717,3.591903741,13.2472006094864,17.1148064936666,124.55224934178,0,11.8490138769747,0.798484135,5.485989423,211.704442187661,1.490099242,0.159822153,25.1823898488497,77.8694052259604
2019-02-01,2019,"Q1","2018/19","Q3","February",1234.94147345437,545.746709080104,200.644950123915,27.9668127969167,74.011224254,23.221052745,201.641415975479,24.3879608300881,36.4971636204168,19.1657536649784,1.925565943,87.5472580709664,0.406387251,9.27089743519474,81.8270088541436,99.3995228979386,0,4.68599843662735,0.524616917,0.17489415,181.204559494024,5.750555097,0.406318248,16.5355481119338,18.4441885684834
2019-03-01,2019,"Q1","2018/19","Q3","March",1281.15795208895,648.020056432783,291.449528040595,27.7406246029167,133.705446416646,5.941183593,184.49547419142,18.817095727989,32.0490288134168,18.1272551049127,0.850210398,87.4447849211572,2.264331217,7.04393917391361,55.0736255938266,75.7925288875383,0,5.052988329,0.382582947,0.115012731,167.007740933819,0.483022593,0.371192278,4.66124158609284,3.962944135
2019-04-01,2019,"Q2","2018/19","Q4","April",2233.73389119211,436.643028576123,128.04715443639,27.9649873849167,291.034481543263,7.039706397,671.652704080782,17.5422209675183,40.1140055476868,50.9014569087772,0.646356622,384.991920378219,20.8308034843188,11.20616403,58.1087982426722,233.284565568275,0,7.31394873305107,0.152472709,1.927931607,470.847953486451,1.451105943,0.034375423,8.49607991405076,51.988557660545
2019-05-01,2019,"Q2","2018/19","Q4","May",1646.97454970375,584.110449556993,195.314624928745,27.8090397059167,480.215656075,17.128504966,434.547236217076,80.7356799082297,39.8532334933329,10.354783062941,4.538840534,174.258092048053,85.1655941063415,11.4191384751053,12.2639150215359,49.1150356115041,0,15.5539113220209,0.997779884,9.359474186,29.6405055254752,3.667235367,0.455570199,11.8198155824752,19.1746340690557
2019-06-01,2019,"Q2","2018/19","Q4","June",1260.31505378914,615.699926087522,201.709269907789,28.0293469089167,72.5433677501554,31.658127264,361.288707806649,21.3658359805952,109.826928149333,55.022224528691,5.188404396,109.406028946321,10.470220631,2.59019063499028,26.6271616118749,67.9744092310282,0,25.183696676,1.147107924,4.681109943,34.0339060253514,0.15478304,0.685217772,9.98074523710778,43.2181474345723
2019-07-01,2019,"Q3","2019/20","Q1","July",2215.03726845792,858.060014017181,445.404443714207,36.5284080664074,450.898484778645,49.829203459,396.689034870748,20.1197630752885,56.2762809994921,43.6671939358436,22.073434701,210.120437480088,0.340880841,22.5189025226813,26.177249829357,194.678589545653,0,16.9333116137584,1.640653311,0.701849061,205.107687156656,0,0,42.0072332157679,10.376253217
2019-08-01,2019,"Q3","2019/20","Q1","August",2673.6265836502,693.644118941123,209.822616423404,36.7582928614074,98.6329798158857,117.180119125,1202.7035827728,56.1920803130156,50.5413827357119,164.630677046969,0.986339697,712.589785251937,1.708762045,23.7186495863222,15.4456235676667,187.657685695937,0,30.2020812051863,1.597406941,6.28089354,296.557174761045,1.558805576,0.27069448,110.361516782363,31.8057558444167
2019-09-01,2019,"Q3","2019/20","Q1","September",2224.92873733181,712.270911245655,333.001168973856,38.4609269794074,249.600311818806,257.62460992661,539.427829665265,37.7635863672864,52.222277987965,42.8258996327769,0.73950104,254.682205679959,8.227461582,9.56347835712102,59.1191097151426,146.773393448685,0,62.8476702580089,6.079879973,0.082382935,227.132466840523,0.990253354,0.14265422,59.0761097448443,23.334243379
2019-10-01,2019,"Q4","2019/20","Q2","October",2949.37716013878,790.61304571827,157.009045776303,36.8971306054074,554.31663415371,120.796227500219,900.287416673221,13.3478615269858,49.4253547503516,99.1501353527636,1.126294399,398.430470405533,7.696013011,11.3590197274801,43.5981000071708,206.57322451948,0,33.9207915907723,2.860105046,0.890357135,235.058540241581,0.022638272,0.049165303,55.0753808412363,85.8845944626462
2019-11-01,2019,"Q4","2019/20","Q2","November",1881.68140293123,764.683074498056,264.563997015628,36.6971749714074,105.109439348048,77.55217053,345.961983491852,22.6914990787503,81.0029904513773,31.1350368458279,1.139822015,140.964589353098,7.569783121,51.3725981528717,70.8970402356874,144.373855780125,0,20.7940520832225,1.418589654,8.342668075,246.563712018056,6.375512869,0.399956194,81.5216513646923,66.8248608015394
2019-12-01,2019,"Q4","2019/20","Q2","December",1710.15181024636,673.447038156333,209.136362674366,36.5683432264074,101.558680842738,96.596531784196,341.455891460632,39.8484373074705,78.158468227086,96.4054755902493,3.533192977,76.8378001619145,3.794589082,18.0933132128488,117.580531382786,111.35945587404,0,38.29235254313,1.602042972,0.360002626,239.984874738789,0.148689008,0.246725807,65.7643021643721,9.715490168
2020-01-01,2020,"Q1","2019/20","Q3","January",3125.30092562244,814.892925232394,293.267299374802,36.7638849534074,1009.53742639293,100.082341245311,647.822706651866,21.8914765755951,50.0455292585816,64.4624702014957,1.00989315,275.674282850459,32.7763596026033,10.5730724276939,117.14053446176,125.215491752654,0,27.8806929445562,2.788930869,7.061484356,285.082983408849,0.550496287,0.144229935,92.6470649766086,7.89195969298015
2020-02-01,2020,"Q1","2019/20","Q3","February",1941.96826833277,520.994638449387,59.4572307823115,37.0720399804074,555.354226812993,122.28627285,258.495733678764,10.0901828813958,34.0042463317604,58.9067577884778,0.882019325,107.608632398787,7.311960031,12.7290172740896,31.6430132697242,158.359376079152,0,68.8720315946296,1.621115551,0.840441676,259.936814082808,0.696933414,0.756081033,78.0242142015677,21.3287341598527
2020-03-01,2020,"Q1","2019/20","Q3","March",1721.81048959802,613.59752217375,257.104349807009,36.7896506324074,76.840006789,98.2062453440675,452.137348014939,41.6543559824782,38.2290634543333,103.9816267218,1.626054574,158.04269968241,22.9907268047564,13.7542484050002,38.5195132600498,99.3916349746753,0,23.6352446696334,7.345978023,0.37689242,320.043643235042,0.490699081,0.332088429,62.5998912559664,8.943434981496
2020-04-01,2020,"Q2","2019/20","Q4","April",2149.86644468339,626.138569312608,234.037707552134,36.5946966084074,800.457218672,77.867596333,243.557211016894,10.2057586671836,32.6596698652543,39.7842366111514,1.067829151,52.5376337818334,11.937893025,2.45226563372358,10.0350696006389,153.310235306808,0,61.3962555038884,2.474116585,0.073250173,214.06924969327,0.023166806,0.07001862,50.2641249219434,21.9057789414476
2020-05-01,2020,"Q2","2019/20","Q4","May",2007.70358609756,759.434879210316,262.660515168114,36.7710270674074,92.951161002,137.001271437819,187.402702265634,10.3063433879006,33.8069939681767,8.13703173477902,0.859321474,55.5055724343329,4.248505093,82.7597560458893,383.274586297977,138.474137023748,0,27.5752883687087,5.217381785,1.162301105,216.752033525181,0.575426604,0.150808086,55.6652326579985,8.490758184
2020-06-01,2020,"Q2","2019/20","Q4","June",2565.59315197601,816.130023896672,206.899716981059,37.7700526934074,110.982349556,198.574553301464,768.573637190893,18.717452186,137.924770072936,29.9111001635901,3.450435175,295.662153777746,15.998976142,8.63924848866668,47.3852484446667,242.067118829259,0,82.1019742838925,19.220678198,6.343288165,309.911182289182,7.151118763,1.990022787,118.377635991,56.9865018142108
