"Date","Year","Quarter","FY","QFY","Month","EXP_W_SEC","EXP_W_RAW","EXP_W_AGR","EXP_W_EDU","EXP_W_HEA","EXP_W_WAE","EXP_W_JLO","EXP_W_ACC","EXP_W_EAM","EXP_W_TTI","EXP_W_LHUD","EXP_W_SD","EXP_W_ICT","EXP_W_PSM","EXP_W_PAD","EXP_W_PARL","EXP_W_STD","EXP_W_TOU","EXP_W_LGOV","EXP_W_I","EXP_W_I_DOM","EXP_W_I_EXT","EXP_W_CEN_TOT","EXP_W_LGP_TOT","EXP_W_I_TOT","EXP_W"
2011-11-01,2011,"Q4","2011/12","Q2","November",25.235940999,2.026920039,3.94982637,60.007527077,17.881286076,0.470473195,17.831283887,7.57506677641667,0.197952495,0.988089315,0.172425437,0.146108336,0.054541864,10.666365756,3.06838844725,1.344585699,,,,0,0,0,77.3141121786667,74.30266959,0,151.616781768667
2011-12-01,2011,"Q4","2011/12","Q2","December",25.790649414,1.846271378,2.430764969,59.592916011,17.538416443,0.505207205,16.557535717,7.43668356641667,0.238025743,1.266508652,0.163832614,0.135150982,0.050803905,10.757486135,2.99453918325,1.357885811,,,,0,0,0,74.4858987076667,74.176779021,0,148.662677728667
2012-01-01,2012,"Q1","2011/12","Q3","January",25.692864204,1.862789331,0.612312023,64.677687546,17.288448723,0.475760315,17.077541614,9.24383939441667,0.184255732,0.848584072,0.167587346,0.146569893,0.050803905,10.646085439,3.01324802925,1.348688414,,,,0,0,0,74.7217284856667,78.615337495,0,153.337065980667
2012-02-01,2012,"Q1","2011/12","Q3","February",25.444626541,2.113412818,3.848002546,62.7234825646,17.363916246,0.465571286,16.74998228,7.47232036341667,0.236899792,0.985941101,0.176201594,0.156364483,0.052728267,10.648749154,3.21150332525,1.338668215,,,,0,0,0,76.2181067846667,76.7702637916,0,152.988370576267
2012-03-01,2012,"Q1","2011/12","Q3","March",25.582287708,1.810520373,2.129194247,63.746785011,16.941751913,0.510528153,16.698793459,7.29338256641667,0.192597329,0.692119612,0.202478686,0.139542442,0.05140111,10.736936412,2.95766488525,1.357462681,,,,0,0,0,73.4020260126667,77.641420575,0,151.043446587667
2012-04-01,2012,"Q2","2011/12","Q4","April",25.842423351,1.991905631,2.30949265,65.491622724,17.82455096,0.465267124,17.722699094,9.48443160341667,0.176338957,1.182931388,0.171848827,0.145633988,0.060795722,10.696882444,3.25457570525,1.348088548,,,,0,0,0,78.0106089376667,80.158879779,0,158.169488716667
2012-05-01,2012,"Q2","2011/12","Q4","May",28.236274615,2.015949008,2.119920625,65.686310442,18.482103007,1.13484317,16.780852786,7.68482135941667,0.252957969,0.974325845,0.178462006,0.162770253,3.65299749,14.133029697,3.33710002925,1.343383739,,,,0,0,0,82.1993169766667,83.976785064,0,166.176102040667
2012-06-01,2012,"Q2","2011/12","Q4","June",31.049671913,2.064754046,3.336521589,61.575789486,16.853226204,5.008341686,14.911367406,7.72138414441667,0.185535256,1.341961408,0.170465965,0.158936916,0.062632858,12.593560541,3.02836661225,2.273926854,,,,0,0,0,84.4502059386667,77.886236946,0,162.336442884667
2012-07-01,2012,"Q3","2012/13","Q1","July",28.431357616,1.896547363,0.53761478,64.5513948530232,19.230320878,0.507686263,21.371453863,13.8572343860833,0.212982145,0.798381942,0.186093139,0.152990112,0.055134545,12.872146997,3.08486028525,0.961652738,,,,0,0,0,89.5393893463333,79.1684625590233,0,168.707851905357
2012-08-01,2012,"Q3","2012/13","Q1","August",29.439727739,2.079152447,3.181847088,73.3360845383333,18.808832356,0.503447208,18.359671762,12.7400338900833,0.278706609,1.067956012,0.186116486,0.151416085,0.055134545,12.67852753,3.00240443525,1.355695328,,,,0,0,0,89.3011817883333,87.9235722703333,0,177.224754058667
2012-09-01,2012,"Q3","2012/13","Q1","September",29.566340918,1.906947588,1.783513897,67.8871713997669,19.382887958,1.325317948,18.615996928,12.0292812330833,0.209281354,0.971638027,0.188603691,0.159860702,0.059580505,12.735675816,3.28367159325,1.354065609,,,,0,0,0,87.8101708103333,83.6496643567669,0,171.4598351671
2012-10-01,2012,"Q4","2012/13","Q2","October",28.748776177,1.95992728,0.650462835,3.427038044,3.029445019,0.508369741,19.181994158,11.6772301260833,0.208446948,0.490065329,0.195764484,0.150678539,0.453166414,2.806941277,1.97721162,1.948467181,,,,0,0,0,77.4139851720833,0,0,77.4139851720833
2012-11-01,2012,"Q4","2012/13","Q2","November",29.660142337,2.157136232,3.785009436,70.9191117653333,19.3081983,1.518801053,19.172908236,14.0758670670833,0.223308452,1.492357048,0.209518999,0.147528433,0.453335807,13.589377269,3.64046238425,1.414816928,,,,0,0,0,95.4756536603333,86.2922260863333,0,181.767879746667
2012-12-01,2012,"Q4","2012/13","Q2","December",29.82971334,1.950342142,2.372784938,145.637421891,36.066096581,0.50519327,18.632250624,12.1673575250833,0.261955322,1.256607599,0.197493223,0.154451104,0.522578089,24.172156481,4.1537908835,1.413344722,,,,0,0,0,100.234510806583,179.059026928,0,279.293537734583
2013-01-01,2013,"Q1","2012/13","Q3","January",29.221297002,1.894473221,0.948862144,2.577567198,2.619144834,0.479103162,18.519918352,11.6351674210833,0.187914018,0.444464115,0.188099726,0.152415788,0.44070252,2.800715043,2.144411563,1.409926041,,,,0,0,0,75.6641821480833,0,0,75.6641821480833
2013-02-01,2013,"Q1","2012/13","Q3","February",29.582543202,1.6413005,0.995564362,74.0303962273333,19.474199895,1.436245158,18.55460178,14.1652797630833,0.237521204,1.538271709,0.219126198,0.1675129,0.458958592,13.548111259,3.30069684725,1.409293761,,,,0,0,0,91.6528500053333,89.1067733523333,0,180.759623357667
2013-03-01,2013,"Q1","2012/13","Q3","March",30.644441664,2.159049274,5.209231158,146.430476371496,37.448071162,0.413371448,20.333618469,21.1450880341667,0.312342156,1.035348253,0.19070242,0.154765,0.447902767,25.602937422,4.2536277875,1.255510535,,,,0,0,0,114.361223055667,182.675260865496,0,297.036483921163
2013-04-01,2013,"Q2","2012/13","Q4","April",29.506621175,2.111240054,2.25625549825946,76.6296297053333,22.121504549,1.125319688,19.972508077,13.8019937180833,0.217926572,0.668479025,0.200919765,0.17912305,0.561979276,14.084676031,3.40302039825,1.714790144,,,,0,0,0,94.1722520573333,94.3837346685928,0,188.555986725926
2013-05-01,2013,"Q2","2012/13","Q4","May",29.468055553,2.036794555,2.513156809,2.431573124,3.94289361,0.909335346,18.435123502,11.9179567410833,0.208757802,1.35990757,0.1876184,0.16750109,0.511293049,2.899824946,2.314281399,1.480692152,,,,0,0,0,80.7847656480833,0,0,80.7847656480833
2013-06-01,2013,"Q2","2012/13","Q4","June",29.472867529,2.299323866,3.032849867,141.97684385394,47.22034511,1.954681159,8.758951033,12.1596858850833,0.256431859,0.999576472,0.207323168,0.175416038,0.358223096,28.1552742786975,3.2748125015,1.526974345,,,,0,0,0,91.2043384985833,190.625241562638,0,281.829580061221
2013-07-01,2013,"Q3","2013/14","Q1","July",30.074682948,1.808408318,1.003300501,106.892710910083,22.55157618,0.920610776,20.203713122,11.929886313,0.218674551,0.866415041,0.20867823,0.168760457,0.328758659,14.399905005,3.33676752306125,1.471203013,,,,0,0,0,93.1255759930613,123.258475554083,0,216.384051547145
2013-08-01,2013,"Q3","2013/14","Q1","August",31.059882125,2.075930198,4.221233892,76.4762082750833,22.563988955,1.135487701,32.390388026,14.692621961,0.241129305,1.085412613,0.220480678,0.210018888,0.455737022,18.059319774,4.02571989006125,1.468088219,,,,0,0,0,116.511457282061,93.8701902400833,0,210.381647522145
2013-09-01,2013,"Q3","2013/14","Q1","September",30.23780745,2.236152198,2.63284139,69.8560820915833,22.904731305,0.997690671,20.499123372,12.121104855,0.232822985,1.131123033,0.267239927,0.235274895,0.267058799,17.55666961,3.41163789006125,1.468367479,,,,0,0,0,92.6904264745612,93.3653014760833,0,186.055727950645
2013-10-01,2013,"Q4","2013/14","Q2","October",29.719956655,1.933748264,0.79242202,80.2773676230833,22.372639755,0.950020495,20.060965715,12.524502408,0.223577058,0.695983986,0.247596047,0.166957925,0.386816501,18.42044587,3.36856046106125,1.517786305,,,,0,0,0,93.4419283950613,100.217418693083,0,193.659347088145
2013-11-01,2013,"Q4","2013/14","Q2","November",30.305698422,2.38028854,4.298939266,76.2739438380833,21.623522918,1.139126265,20.003908248,14.743758935,0.23741293,1.276062321,0.320414005,0.234482416,0.902021838,18.616627967,3.52119591106125,1.481244355,,,,0,0,0,102.050324514061,95.3083236610833,0,197.358648175145
2013-12-01,2013,"Q4","2013/14","Q2","December",30.280628627,2.060862601,2.845106292,82.7394786871667,22.319221229,1.190406337,19.777270801,12.245668831,0.248394278,1.158347652,0.290487142,0.209539808,0.63085539,20.397260103,3.48490228906125,1.509261528,,,,0,0,0,102.104907311061,99.2827842841667,0,201.387691595228
2014-01-01,2014,"Q1","2013/14","Q3","January",29.021771374,1.88767338,0.903049933,73.2381546030833,20.920224131,0.92165014,20.084001179,11.78271488,0.126932403,0.765847785,0.170954266,0.141103247,0.374097555,14.771068358,3.06226538506125,1.494054567,,,,0,0,0,84.9392722850612,94.7262909010833,0,179.665563186145
2014-02-01,2014,"Q1","2013/14","Q3","February",30.805995765,1.988225553,4.33423196,78.1669052870833,22.129062056,0.917780439,19.414074439,12.931646765,0.23754894,0.809357739,0.280296652,0.22084315,0.333423969,19.959372828,2.27331381806125,1.398764143,,,,0,0,0,96.9137744550612,99.2870690480833,0,196.200843503145
2014-03-01,2014,"Q1","2013/14","Q3","March",31.835939646,2.332091047,3.195000209,85.4888520990833,24.69572871,1.115364749,10.357498278,13.837315253,0.172108731,1.345280907,0.269238183,0.166140654,0.87973098,22.932136319,4.51056506606125,1.545408871,,,,0,0,0,93.5703858380613,111.108013864083,0,204.678399702145
2014-04-01,2014,"Q2","2013/14","Q4","April",30.674581992,2.790520629,2.743877951,78.2251039234167,24.0036391086667,1.060188589,20.225329546,13.227184958,0.208415514,0.918399561,0.300593143,0.233733913,0.385494692,14.819913675,3.72119812906125,1.520868545,,,,0,0,0,95.3456097950613,99.7134340740833,0,195.059043869145
2014-05-01,2014,"Q2","2013/14","Q4","May",30.149493004,2.182775271,2.671071179,76.5349712824167,24.2241811716667,1.040368033,23.598843015,11.957017899,0.195273112,1.169497979,0.293119494,0.338564306,0.633623805,17.41780285,3.65593303606125,1.646060033,,,,0,0,0,97.6494288250612,100.059166645083,0,197.708595470145
2014-06-01,2014,"Q2","2013/14","Q4","June",33.655366442,2.627602203,3.155816297,79.2496424764167,26.0586142746667,1.150357856,21.164850587,13.797531707,0.302481373,1.543086759,0.315881124,0.361139804,0.45392175,16.84863695,3.86110249306125,2.225815401,,,,0,0,0,104.300683810061,102.471163687083,0,206.771847497145
2014-07-01,2014,"Q3","2014/15","Q1","July",34.585462418,1.749770734,1.42053261238339,92.0043326664429,23.1576903135403,1.035525428,17.788350987,13.8579475567244,0.186699506,0.973541505,0.20735445,0.275697901,0.819429811,21.054571428659,3.11929674766667,1.569145722,,,,0,0,0,101.094920765417,112.710429022,0,213.805349787417
2014-08-01,2014,"Q3","2014/15","Q1","August",36.138703841,2.423904947,3.7946271202775,92.0676574037321,24.8441111395654,1.083235504,23.567064658,12.5914931227644,0.250281878,1.057813719,0.216740775,0.252532367,0.383033,24.9070739444106,3.38734758266667,1.501737758,,,,0,0,0,116.204287875417,112.263070885,0,228.467358760417
2014-09-01,2014,"Q3","2014/15","Q1","September",33.686269583,2.063728259,2.193016359673,74.7657327459736,23.2510329145711,1.115799199,25.268556694,13.2653645382147,0.250595654,1.125847931,0.330362788,0.361472944,0.327916434,16.6265466963176,3.70697795066667,1.624493124,,,,0,0,0,98.8676202414167,101.096093574,0,199.963713815417
2014-10-01,2014,"Q4","2014/15","Q2","October",35.881393191,1.497304455,2.87803866542016,91.3964691715249,23.9969174753107,1.18086723,23.217631818,14.1223884482306,0.255223555,1.100319921,0.233653245,0.581104768,0.709267139,18.8711504802636,3.837056238,12.316241916,,,,0,0,0,123.54906322375,108.525964493,0,232.07502771675
2014-11-01,2014,"Q4","2014/15","Q2","November",35.902407997,3.103291143,2.95183819014454,89.012151592032,24.8031837417665,1.062746302,22.34286448,12.336519238967,0.325496955,1.106753366,0.236309541,0.256364201,0.328075282,21.35240884984,4.300658303,5.990592966,,,,0,0,0,113.24470053175,112.166961617,0,225.41166214875
2014-12-01,2014,"Q4","2014/15","Q2","December",34.867098326,2.158910189,2.60605432565816,88.55150050747,24.6390217118849,1.287417534,22.930089175,13.3764702201549,0.195404471,1.415478235,0.257655695,0.318404023,0.50522933,21.0035035685821,3.31257769,6.465836971,,,,0,0,0,107.35549416175,116.535157811,0,223.89065197275
2015-01-01,2015,"Q1","2014/15","Q3","January",34.442102718,2.61082179,2.70800880312989,89.9972348235704,24.8600564423456,1.065341101,23.457409584,14.3476502188776,0.196820012,1.224075232,0.46281595,0.393717286,0.336138483,18.1047590778266,4.14450504466667,4.653269444,,,,0,0,0,108.040528384417,114.964197626,0,223.004726010417
2015-02-01,2015,"Q1","2014/15","Q3","February",38.144754856,2.717905463,3.16943053710022,85.0344539227759,22.9983851253335,1.352554325,23.100450524,14.0518304094598,0.198389958,0.82355255,0.228942466,0.285509787,0.662534963,22.1306165930805,4.94394287166667,4.647521464,,,,0,0,0,122.062552899417,102.428222916,0,224.490775815417
2015-03-01,2015,"Q1","2014/15","Q3","March",35.981997989,2.255653353,3.03314113573817,99.5184189354137,27.5949531111587,1.070956155,20.516743935,12.9170880260156,0.195350253,1.470357535,0.385411691,0.385642739,0.50448246,21.7746022884238,3.89228245166667,6.40034155,,,,0,0,0,109.399280654417,128.498142954,0,237.897423608417
2015-04-01,2015,"Q2","2014/15","Q4","April",37.880462773,2.274046776,2.4657362361685,94.1322770684617,25.5510127347349,1.19713899,30.220562353,12.6443991501634,0.453096112,1.099508385,0.41090995,0.324142817,0.371771191,19.1388413052214,4.62511620266667,4.718478656,,,,0,0,0,118.152928723417,119.354571977,0,237.507500700417
2015-05-01,2015,"Q2","2014/15","Q4","May",34.205994509,2.728432624,3.61980824184324,91.0110624770887,25.7172689478216,1.223034349,25.101696131,13.7229824210104,0.23735697,1.075205877,0.330235206,0.227415787,0.514959295,22.650557534986,4.48987321266667,4.080713651,,,,0,0,0,111.405208947417,119.531388287,0,230.936597234417
2015-06-01,2015,"Q2","2014/15","Q4","June",36.734236385,3.428555099,3.32257899248995,115.084566189868,32.6029085353365,1.361299256,26.648785856,14.8371768057178,0.424537483,1.289912366,0.366801558,0.477658077,0.872129034,33.3775719513377,4.68301846766667,6.529832527,,,,0,0,0,125.036411700417,157.005156883,0,282.041568583417
2015-07-01,2015,"Q3","2015/16","Q1","July",39.307540674,2.808779078,2.5351394246659,99.4720251209104,24.4391959109141,1.028896231,24.879143927,13.477426080401,0.202983715,1.095832704,0.281929429,0.285234103,0.397908271,23.1081722052046,3.80418979337629,3.457308927,,,,0,0,0,127.867877033472,112.713828561,0,240.581705594472
2015-08-01,2015,"Q3","2015/16","Q1","August",37.467195303,2.21558825,2.75162185085604,102.66595262178,26.1230661344253,1.012729606,25.707367789,13.4181394401511,0.385321013,1.052837966,0.377195592,0.329124861,0.498291452,22.3564738188837,3.27781956637629,8.528179332,,,,0,0,0,125.348246703472,122.818657893,0,248.166904596472
2015-09-01,2015,"Q3","2015/16","Q1","September",29.141329515,1.66664743,2.18539477214858,91.9092669473203,25.1027424816184,1.32215684,26.161426192,13.1238401547485,0.272457843,1.123567694,0.225034308,0.427483997,0.751336353,18.6190305522602,4.39467192937629,6.479242545,,,,0,0,0,108.075195479472,114.830434075,0,222.905629554472
2015-10-01,2015,"Q4","2015/16","Q2","October",46.762481957,2.415840422,3.33148143529696,112.591445839573,27.7317234582729,1.069204132,25.900101662,13.4989492223673,0.311881838,1.238413997,0.474445076,0.279781392,0.627597959,25.4731147215863,3.89506894837629,5.969402093,,,,0,0,0,138.855259951472,132.715674202,0,271.570934153472
2015-11-01,2015,"Q4","2015/16","Q2","November",36.667527402,2.301568594,2.84720238016038,109.88141926255,28.7686643153605,1.06593655,24.176782891,14.1325605433484,0.342666566,1.165747327,0.440086875,0.378244742,0.449580225,23.5141852856764,4.30235362337629,10.127704061,,,,0,0,0,127.519667705472,133.042562938,0,260.562230643472
2015-12-01,2015,"Q4","2015/16","Q2","December",38.21792316,2.642918405,2.99108967833159,94.2993765110488,26.6276770964779,1.159685816,25.719949268,13.5399999226004,0.697837216,1.120146699,0.41422602,0.42365012,0.475957919,20.1134837476374,4.03921007937629,1.661523719,,,,0,0,0,109.136563825472,125.008091552,0,234.144655377472
2016-01-01,2016,"Q1","2015/16","Q3","January",38.849777302,2.85641657,2.79969114925493,106.83277936431,26.1493077789831,1.134539334,25.320264338,13.297558980992,0.316032758,1.164014034,0.332658035,0.296617935,0.663207413,23.7737534995556,4.52394491141296,4.24500024,,,,0,0,0,127.092990237509,125.462573406,0,252.555563643509
2016-02-01,2016,"Q1","2015/16","Q3","February",37.074071377,3.257273194,2.982281493338,119.036469014054,30.7256627758638,1.146471232,25.78062366,13.7609519300511,0.232327028,1.434082077,0.342073875,0.459139312,0.575046785,25.3539905347894,5.27504475341296,6.669312865,,,,0,0,0,127.999842475509,146.104979431,0,274.104821906509
2016-03-01,2016,"Q1","2015/16","Q3","March",37.050870647,3.899059007,3.11798032162854,98.0054176137051,27.1016295756695,1.192797634,25.823327611,13.4801216410607,0.366444042,0.779260876,0.46026392,0.54406421,0.515231875,20.4291375310323,4.91052802041296,5.038747832,,,,0,0,0,114.576217120509,128.138665237,0,242.714882357509
2016-04-01,2016,"Q2","2015/16","Q4","April",39.377175488,3.878468559,2.85168549152063,108.142637443536,27.1187526021717,1.107991205,27.751491452,14.4123273528691,0.3474215,1.373649132,0.403065892,0.259721238,0.486168036,23.1048219669986,5.05701535941296,4.113270475,,,,0,0,0,133.960724336509,125.824938857,0,259.785663193509
2016-05-01,2016,"Q2","2015/16","Q4","May",39.197065877,3.99845303,3.12200681410151,105.551511320703,28.594789982025,1.221226554,31.556252516,13.4516343451767,0.222446926,1.306359445,0.43964557,0.466238881,0.395491791,27.6107129970894,5.10004679041296,4.403895548,,,,0,0,0,133.320257469509,133.317520918,0,266.637778387509
2016-06-01,2016,"Q2","2015/16","Q4","June",32.607529579,7.281628351,3.20501236658443,123.782238434798,33.7203701510824,1.110105984,32.489804458,14.3077405591156,1.06746351,0.899436924,0.350242317,0.543968498,0.763042028,28.3514232035156,5.97043507441296,14.440316886,,,,0,0,0,134.316745754509,166.57401257,0,300.890758324509
2016-07-01,2016,"Q3","2016/17","Q1","July",40.391521506,4.255699835,5.63365421083363,109.690580641053,29.7393560408915,0.945381536,28.623715567,14.4800350554167,0.192389669,1.612207686,0.326608756,0.270846974,0.514924067,25.1144137955444,3.67261584406125,6.718809053,,,,0,0,0,131.554385007478,140.628375229323,0,272.182760236801
2016-08-01,2016,"Q3","2016/17","Q1","August",40.042024256,5.732346619,5.79128591983363,138.007187910053,30.7463616268915,1.361891192,28.803244033,14.8108880054167,0.285798205,1.472453092,0.342892853,0.680175123,0.371438985,19.6220420045444,3.88122153906125,6.081441302,,,,0,0,0,157.404317436478,140.628375229323,0,298.032692665801
2016-09-01,2016,"Q3","2016/17","Q1","September",38.560708897,4.753160021,6.50157046583363,108.925492086053,30.5003788428915,1.322009186,27.649125578,14.2983086064167,0.331137831,0.757139918,0.400408144,0.440968834,0.726999609,19.4504990805444,4.81198041306125,6.558766255,,,,0,0,0,125.360278538478,140.628375229323,0,265.988653767801
2016-10-01,2016,"Q4","2016/17","Q2","October",40.067551064,5.59796314,5.8476477735003,124.081830246248,30.1834210051682,1.091068399,29.366503728,14.3507322944167,0.282999558,1.599600709,0.36313079,0.507933951,0.607662416,24.913078205,4.909608812,7.80218332,,,,0,0,0,150.678289964417,140.894625446916,0,291.572915411333
2016-11-01,2016,"Q4","2016/17","Q2","November",40.132378702,5.845268404,5.8366536305003,105.840869592248,30.4243335811682,1.058508225,28.022546717,13.9618733294167,0.268637233,1.471940968,0.457265649,0.481968238,0.366265648,24.629324334,4.782529991,6.886051848,,,,0,0,0,129.571790643417,140.894625446916,0,270.466416090333
2016-12-01,2016,"Q4","2016/17","Q2","December",36.637887727,5.615914504,6.4543281885003,112.096072504248,30.3136671621682,1.209201316,28.495054154,16.2467818354167,0.348319951,0.88365165,0.305758269,0.473740587,0.597366692,23.092011302,4.881939283,6.908256134,,,,0,0,0,133.665325812417,140.894625446916,0,274.559951259333
2017-01-01,2017,"Q1","2016/17","Q3","January",40.234592416,5.646753522,6.28960236491697,121.557848950987,31.212363403637,1.299592721,29.164030016,14.9044993984167,0.216680441,1.623234209,0.440669545,0.776813455,0.394115356,23.3738555052191,4.28299272506125,6.369689813,,,,0,0,0,145.163382263478,142.62395157876,0,287.787333842238
2017-02-01,2017,"Q1","2016/17","Q3","February",37.896175369,5.629567293,5.88267086591697,120.460954493987,31.5941448456371,1.201394988,28.156535664,14.8472700054167,0.304388933,1.679581525,0.362085057,0.512893924,0.597197323,22.2238471462191,4.56875805106125,6.866891132,,,,0,0,0,140.160405037478,142.62395157876,0,282.784356616238
2017-03-01,2017,"Q1","2016/17","Q3","March",38.559807727,5.859172431,7.10011321191697,112.180908857987,31.4186658436371,1.955019723,28.532497772,15.0188808294167,0.352939553,0.608612543,0.588574292,0.518465288,0.7646746,19.9815719732191,4.70672844606125,6.887882525,,,,0,0,0,132.410564037478,142.62395157876,0,275.034515616238
2017-04-01,2017,"Q2","2016/17","Q4","April",38.005278213,5.932782814,6.17244342108363,127.691676248592,30.1940225624261,1.49037001,28.70686376,14.2446746454167,0.220531458,1.466199397,0.324319411,0.728803337,0.572016834,21.1994018899877,4.66970765506125,6.836556219,,,,0,0,0,148.040608530478,140.41503934509,0,288.455647875568
2017-05-01,2017,"Q2","2016/17","Q4","May",38.191989816,6.757925759,6.61037982508363,125.197436442592,31.0902992884261,1.440745377,29.889605854,15.7447987614167,0.377587428,1.674849078,0.495837084,0.570394951,0.59781642,22.0588662339877,4.69299320706125,6.875858203,,,,0,0,0,151.852344383478,140.41503934509,0,292.267383728568
2017-06-01,2017,"Q2","2016/17","Q4","June",37.323128361,6.961847332,6.15448235508363,114.055216871592,33.3299756484261,2.751855425,29.933996619,15.2941153304167,0.501823563,0.7690029,0.472880399,0.435296248,0.756086052,16.9449366659877,5.14928839106125,12.044759527,,,,0,0,0,142.463652343478,140.41503934509,0,282.878691688568
2017-07-01,2017,"Q3","2017/18","Q1","July",40.076760182,6.022502555,6.14875234958393,106.922984326249,29.9020160400821,0.864940218,29.28232852,14.6821766983333,0.219589877,1.096938782,0.403277562,0.489155729,0.414438016,34.4117986842499,5.64860803333333,5.420208804,0.247217616,,,0,0,0,128.113451750667,154.140242242165,0,282.253693992832
2017-08-01,2017,"Q3","2017/18","Q1","August",37.922578836,6.639149709,6.07574644858393,137.067438104249,30.7896601680821,1.384966598,28.897666988,19.4931558343333,0.275691918,1.149339414,0.406063317,0.699147159,0.804386826,35.7551830322499,6.53909310833333,8.364825324,0.414451872,,,0,0,0,168.538302414667,154.140242242165,0,322.678544656832
2017-09-01,2017,"Q3","2017/18","Q1","September",37.700191544,6.136059987,6.17174372658393,116.637376119249,30.1068268550821,1.08385387,27.587371705,16.8146107783333,0.323672667,0.502291143,0.336694673,0.342081719,0.614650272,32.1446341052499,6.21405282633333,6.899505234,0.357320959,,,0,0,0,135.832695941667,154.140242242165,0,289.972938183832
2017-10-01,2017,"Q4","2017/18","Q2","October",39.992739194,6.477366084,5.74196291858393,128.352701465249,31.0139385460821,1.179071637,28.052911901,16.7445589413333,0.263298371,1.219337625,0.464246973,0.693458289,0.59536037,22.4984985549167,6.43103518233333,6.233042344,0.536573466,,,0,0,0,154.490412429667,141.999689432832,0,296.490101862499
2017-11-01,2017,"Q4","2017/18","Q2","November",41.071308846,6.101674009,6.28616813258393,122.268381151249,31.1391772180821,1.244522349,30.598941123,16.6451331493333,0.220169722,1.126145968,0.637701245,0.450167835,0.465861838,23.2697237329167,6.20582013333333,7.723658849,0.444994683,,,0,0,0,153.899860551667,141.999689432832,0,295.899549984499
2017-12-01,2017,"Q4","2017/18","Q2","December",38.511675369,6.591673496,6.35032473858393,114.708302057249,31.5321228490821,1.239908739,28.806114302,17.5914361343333,0.350925132,0.410884389,0.506921394,0.435931997,0.851868132,20.6187868939167,6.63624028033333,7.123435218,0.089973986,,,0,0,0,140.356835674667,141.999689432832,0,282.356525107499
2018-01-01,2018,"Q1","2017/18","Q3","January",39.539699613,6.706537613,6.19999403410437,130.315484035088,35.2745500218655,1.31821297,29.720942702,16.3559729523333,0.267877631,1.263033966,0.457994193,0.589980548,0.65412413,22.6971702876072,6.40807706866667,8.860123459,0.497905963,,,0,0,0,163.801908688,143.325772499665,0,307.127681187665
2018-02-01,2018,"Q1","2017/18","Q3","February",38.673222113,6.382821804,6.44064714410437,121.167194085088,32.0027182908655,1.173910618,28.929884585,18.1507702363333,0.204957212,1.139844278,0.377894168,0.352176668,0.649952179,22.8807999056073,6.62698011566667,7.146708701,0.455319156,,,0,0,0,149.43002876,143.325772499665,0,292.755801259665
2018-03-01,2018,"Q1","2017/18","Q3","March",33.766576574,8.644752986,5.85248013710437,118.331466674088,31.7030438078655,1.207477182,27.427929444,17.1843412403333,0.249106822,0.41601203,0.588409107,0.621732574,0.48859734,20.8176718356072,6.47917203166667,7.162930915,0.113930876,,,0,0,0,137.729859077,143.325772499665,0,281.055631576665
2018-04-01,2018,"Q2","2017/18","Q4","April",45.8546072,6.787808339,5.85061319451966,111.555956053795,26.3194811606274,1.486870652,27.710386887,16.7809509733333,0.309762269,1.349032541,0.497313508,0.623086984,0.679702396,19.5968423812141,6.40971031666667,7.122634004,0.414365732,,,0,0,0,162.631611716,116.717512876156,0,279.349124592156
2018-05-01,2018,"Q2","2017/18","Q4","May",39.170787015,7.646884651,5.58338353551965,105.254451794795,26.6161030246274,1.155869911,33.268374074,17.8679902113333,0.258956606,1.016700416,0.533026969,0.604826416,0.682163197,19.7646177322141,6.50958602766667,7.138370172,0.582952982,,,0,0,0,156.937531859,116.717512876156,0,273.655044735156
2018-06-01,2018,"Q2","2017/18","Q4","June",39.715662203,8.58520797,6.86671368951966,104.048639571795,33.8895177036274,1.549247215,29.554019759,18.1210097873333,0.248613144,0.664687793,0.687722654,0.542314502,0.881798097,16.9062392472141,7.79115124666667,7.597314981,0.177983007,,,0,0,0,161.110329695,116.717512876156,0,277.827842571156
2018-07-01,2018,"Q3","2018/19","Q1","July",47.234946179,6.877804577,9.05799507780256,134.426244914718,43.4747110250664,1.465268506,31.710098913,16.7659047560833,0.272244197,1.282954088,0.56776199,0.70625137,0.64080329,25.3145520280755,9.15973941133333,7.190473264,0.525753553,,,0,0,0,169.144634380417,167.715735885662,1,336.860370266079
2018-08-01,2018,"Q3","2018/19","Q1","August",46.325938392,6.59073084,9.55930262980256,129.785352327718,47.9975228610664,1.504900585,34.345395644,18.7415635440833,0.397755594,0.628617528,0.490516593,0.433057938,0.709487698,25.4709926400755,8.78632182533333,7.275438497,0.517600119,,,0,0,0,172.083333631417,167.715735885662,2,339.799069517079
2018-09-01,2018,"Q3","2018/19","Q1","September",46.869419482,6.774116221,8.93791299180256,129.972471892718,46.1705742850664,1.279444918,33.773404235,16.5448650170833,0.47518966,0.16953992,0.783494378,0.514689374,0.848717281,26.7496609010755,9.63641216733333,6.704130932,0.111272719,,,0,0,0,168.888061458417,167.715735885662,3,336.603797344079
2018-10-01,2018,"Q4","2018/19","Q2","October",46.823178835,7.437582861,9.01319008930256,129.546821630218,46.562495504233,1.291586601,40.177831111,16.7139470300833,0.381863051,1.354743146,0.644852394,0.741201732,1.146254595,28.1533624740755,6.083782682,11.40318126,0.43283388,,,0,0,0,178.268161293083,169.981668765829,4,348.249830058912
