"Date","Year","Quarter","FY","QFY","Month","DCS_NFA","DCS_NFA_CBK","DCS_NFA_CBK_OFA","DCS_NFA_ODC","DCS_NDA","DCS_DCL","DCS_DCL_NCCG","DCS_DCL_CCG","DCS_DCL_LCG","DCS_DCL_COS","DCS_DCL_COS_OFC","DCS_DCL_COS_SLG","DCS_DCL_COS_PNFC","DCS_DCL_COS_PRV","DCS_DCL_COS_PRV_LN","DCS_OIN","DCS_OIN_SOE","DCS_OIN_COA","DCS_OIN_OIN","DCS_M3","DCS_M3_FXD","DCS_M2","DCS_M2_OLCD","DCS_M1","DCS_M1_TLCD","DCS_M1_CODC"
2013-02-01,2013,"Q1","2012/13","Q3","February",8576.17428182807,8325.163380331,8052.30770479859,251.010901497073,3646.90653310399,7996.68066053062,-429.993507769388,10914.2871082458,11344.2806160152,8426.67416830001,33.9663849419,0.956488298,57.2733043905245,8334.47799066958,8323.04873154301,-4349.77412742663,4342.89919807363,22.4942558142352,-29.3691851672323,12223.0808227328,3262.73044866127,8960.35037407149,3602.25321041593,5358.09716365555,3243.26458052157,2114.83258313398
2013-03-01,2013,"Q1","2012/13","Q3","March",8424.11039275753,8199.512441149,7779.28297238741,224.597951608528,3635.04937034923,7989.51451723464,-319.276448552162,10422.3782729319,10741.6547214841,8308.7909657868,34.1968358023357,0.742015598,68.2473506805444,8205.60476370592,8183.6702662533,-4354.46514688542,4279.07743476551,-38.0123184033741,-37.3753937165369,12059.159762121,3117.81738332117,8941.34237879985,3627.37217678477,5313.97020201508,3168.52379659058,2145.4464054245
2013-04-01,2013,"Q2","2012/13","Q4","April",8245.67963970937,8204.614964757,7816.43274269073,41.0646749523663,3604.45435349342,7927.53525780892,-393.823318778512,10326.6169381533,10720.4402569318,8321.35857658744,31.9843301826157,0.732842084,64.7735218275957,8223.86788249322,8198.0091286996,-4323.08090431551,4352.18775695501,-126.598311715078,155.705164354582,11850.126872248,3100.8900685104,8749.23680373764,3713.14038875251,5036.09641498513,3029.02354417273,2007.0728708124
2013-05-01,2013,"Q2","2012/13","Q4","May",8229.31716481871,8022.982390356,7637.90114867639,206.334774462711,3889.97050105122,8373.12859706635,134.850396377877,10478.9261222175,10344.0757258396,8238.27820068848,33.8751284376357,0.690710148,58.8488908929975,8144.86347120984,8123.58178788311,-4483.15809601513,4625.39286239575,-38.411819258058,180.64658563867,12119.2876585897,3176.5276077315,8942.76005085819,3831.16807201827,5111.59197883992,3086.69392633056,2024.89805250936
2013-06-01,2013,"Q2","2012/13","Q4","June",8425.49843220447,8304.940045706,7551.04494494015,120.558386498465,3785.18607794912,8204.94700900026,-104.590035637744,10851.5292775518,10956.1193131896,8309.537044638,31.696701234335,0.699427674,55.9451807470272,8221.19573498264,8200.41952582636,-4419.76093105114,4495.85269177557,15.3906401094876,60.7011206149392,12210.6841300125,3114.9792716667,9095.7048583458,3858.36142048858,5237.34343785722,3103.71622921962,2133.6272086376
2013-07-01,2013,"Q3","2013/14","Q1","July",8386.20966015573,8213.397552431,7670.51204035573,172.81210772473,3812.68340364302,8013.34209781619,-448.031350084146,10996.1969875016,11444.2283375857,8461.37344790034,34.0500619842714,0.68584293,49.0656270507825,8377.57191593529,8356.69344478274,-4200.65869417317,4397.51975627789,0.711085577124384,196.149976527592,12198.8930605092,3304.20784707199,8894.68521343718,3864.9001031733,5029.78511026387,2933.79276910567,2095.9923411582
2013-08-01,2013,"Q3","2013/14","Q1","August",8277.1834100431,8107.183420903,7555.55489226105,169.999989140103,4394.06451742244,8777.84643039812,216.616494751312,11456.025424414,11239.4089296627,8561.2299356468,32.9779468353114,0.693108891,62.2125574439442,8465.34632247655,8444.75854607098,-4383.78191297567,4457.15264718714,-29.2103371165286,102.581071327994,12671.2479237255,3426.21130208944,9245.03662163607,3938.02117813172,5307.01544350435,3142.90114302989,2164.11430047446
2013-09-01,2013,"Q3","2013/14","Q1","September",8079.18115103463,8072.108515754,7591.9029933376,7.07263528062442,4531.28674860616,8800.34905420393,156.760604741234,11165.6744432087,11008.9138384674,8643.5884494627,17.6615959768443,0.667625858,61.1760902984358,8564.08313732942,8548.94686642668,-4269.06230559778,4535.0329431593,13.8484426548389,252.122194906684,12610.4673979212,3488.98852550257,9121.47887241863,3917.55809065636,5203.92078176227,3128.48595635981,2075.43482540245
2013-10-01,2013,"Q4","2013/14","Q2","October",8029.22742314048,8025.393194266,7544.08608152658,3.83422887448138,4593.07789175766,9005.76496789051,210.483888464358,10861.5676524462,10651.0837639819,8795.28107942615,18.3173461110543,0.687200867,56.697564654042,8719.57896779406,8708.05136107115,-4412.68707613284,4476.43330359708,34.1213924584033,29.6248350058336,12622.3053096989,3417.84014820519,9204.46516149369,3883.82686483232,5320.63829666138,3215.29273171801,2105.34556494336
2013-11-01,2013,"Q4","2013/14","Q2","November",8319.66822268552,8292.322994173,7687.78479728972,27.3452285125156,4693.64266370381,9050.27987121957,161.825275771773,11310.0845256897,11148.2592499179,8888.4545954478,18.4562572336893,0.844275705,49.7780016036968,8819.37606090542,8807.14234341957,-4356.63720751577,4321.75928172892,18.8131214455286,-53.6910472323723,13013.310886154,3480.71798223177,9532.59290392221,3977.62324381762,5554.96966010459,3301.63313488136,2253.33652522324
2013-12-01,2013,"Q4","2013/14","Q2","December",8519.58406298293,8662.262551164,7891.82506221287,-142.678488181072,4956.78982207807,9351.38390138004,346.956835110046,11733.4164135111,11386.4595784011,9004.42706627,36.62487666261,0.805712737,46.4472434835159,8920.54923338687,8910.4607924983,-4394.59407930197,4436.35285054241,-49.3106585871202,91.0694298275567,13476.3738837829,3687.53656089197,9788.83732289097,4059.93302062938,5728.90430226159,3364.89316559022,2364.01113667137
2014-01-01,2014,"Q1","2013/14","Q3","January",8332.18872545581,8753.792856182,8018.58709363551,-421.604130726189,5113.4396275774,9405.35881765251,443.381675116962,11746.0560277262,11302.6743526093,8961.97714253555,41.32753910912,0.7403582562,47.6362264861173,8872.27301868411,8859.60511979554,-4291.91919007511,4289.45918822042,7.43247358139849,-9.89247543609396,13445.6283468435,3640.84809469348,9804.78025214999,4064.73631889217,5740.04393325781,3422.67785394672,2317.36607931109
2014-02-01,2014,"Q1","2013/14","Q3","February",8737.39520750333,9050.420515592,8314.2572964929,-313.025308088669,5117.07042249144,9328.39392466184,283.746717902515,12094.4013865956,11810.6546686931,9044.64720675933,41.59401804008,0.7423113702,47.7256830348872,8954.58519431416,8944.51892881859,-4211.3235021704,4477.5827009909,-55.7100809561439,321.969279776637,13854.4656253383,3840.65840784217,10013.8072174961,4082.56731108219,5931.23990641391,3643.41305247018,2287.82685394373
2014-03-01,2014,"Q1","2013/14","Q3","March",8846.66064737704,9132.490818864,8483.4137234894,-285.830171486955,5291.2028688721,9517.82575494336,342.256964380795,11936.4749257841,11594.2179614033,9175.56879056257,43.3844051410729,0.762726369,46.995599203,9084.42605984949,9074.19168768635,-4226.62288607126,4723.64364910491,26.73480060263,470.28596243102,14137.8635108524,3994.48650750074,10143.3770033517,4115.51826903303,6027.85873431867,3752.90201677237,2274.95671754629
2014-04-01,2014,"Q2","2013/14","Q4","April",8893.08902376489,9263.752515622,8545.7560113072,-370.663491857109,5290.68136630285,9582.66144070975,381.4922377783,12320.0093092852,11938.5170715069,9201.16920293145,41.5625215719729,0.632927055,49.893856206,9109.07989809848,9100.54942676633,-4291.9800744069,4708.86452749791,8.52655363016362,408.357899460845,14183.7703918142,3997.14210843771,10186.6282833765,4230.87249063944,5955.75579273704,3706.79483173218,2248.96096100486
2014-05-01,2014,"Q2","2013/14","Q4","May",8703.90880026343,9192.844835479,8612.50691069587,-488.936035215563,5609.31971239326,9664.87564680912,296.582878825506,12520.5439884351,12223.9611096096,9368.29276798361,43.7207198357529,0.617724983,51.872904207,9272.08141895786,9263.1143708131,-4055.55593441586,4704.02844654233,16.2130755628571,632.259436563609,14313.2285052261,3960.53188445599,10352.6966207701,4416.21784519021,5936.47877557991,3668.80875968971,2267.67001589019
2014-06-01,2014,"Q2","2013/14","Q4","June",8842.55478484564,9454.932793141,8820.42359392167,-612.378008295365,5464.80018834224,10074.715469041,540.207103019675,7043.04471336518,6502.83761034551,9534.50836602134,38.0742812740028,0.666497852,46.816196199,9448.95139069634,9439.52875262426,-4609.91528069878,4975.21463139711,-24.3597845668511,389.659135265185,14307.3549666315,3946.78806246353,10360.5669041679,4317.07932123577,6043.48758293217,3718.29258365208,2325.19499928009
2014-07-01,2014,"Q3","2014/15","Q1","July",8893.61399374329,9504.702176712,8794.46091619432,-611.088182968708,5405.02735920337,10069.2158290518,443.353062922759,6374.94864318231,5931.59558025955,9625.86276612904,37.4259130394528,0.672691852,39.504117199,9548.26004403859,9526.10735879059,-4664.18846984843,5079.0755901003,-82.9917941690663,497.878914420938,14298.6413528082,3986.17537063038,10312.4659821778,4293.81953481843,6018.64644735937,3628.67046445296,2389.9759829064
2014-08-01,2014,"Q3","2014/15","Q1","August",8057.92074158132,8908.479096282,8243.66215367656,-850.55835470068,6689.22955954935,11289.3503354989,1560.83663338581,6544.05161467396,4983.21498128815,9728.51370211307,37.8623098869228,0.782730852,39.304603199,9650.56405817515,9629.35443232283,-4600.12077594954,5161.5104516871,-14.3112075419172,575.700883279469,14747.1502919045,4009.66332986091,10737.4869620436,4498.12384539356,6239.36311665,3718.26979715668,2521.09331949332
2014-09-01,2014,"Q3","2014/15","Q1","September",7946.00410327308,8671.519262402,8060.85744166026,-725.51515912892,6611.87926530684,11462.5587785159,1663.20994630119,6913.87091507325,5250.66096877206,9799.34883221468,38.5650842770936,0.805159852,38.343170199,9721.63541788658,9710.76502342631,-4850.67951320903,5291.79728573109,5.43563729278817,435.682135229273,14557.883359229,3903.72784057942,10654.1555186495,4515.85962031924,6138.29589833029,3701.93788405981,2436.35801427048
2014-10-01,2014,"Q4","2014/15","Q2","October",7991.16931934686,8720.234574197,8599.78781764187,-729.065254850137,6767.39173916864,11751.2818635692,1782.90581743762,9804.09720096793,8021.19138353031,9968.37604613159,37.8763820296836,0.682863852,47.194609199,9882.6221910509,9859.36651395377,-4983.89012440056,5327.58368626281,27.8921109560979,315.801450906152,14758.5610630254,3894.87213657703,10863.6889264484,4570.51006145165,6293.17886499677,3799.48121193142,2493.69765306534
2014-11-01,2014,"Q4","2014/15","Q2","November",8435.15101730575,9169.182934384,9103.33046849144,-734.031917078251,6767.30329349237,12017.9020134062,1802.96313464341,9082.00204348945,7279.03890884604,10214.9388787628,39.4235015457136,0.606259852,44.690992199,10130.2181251661,10105.4510849358,-5250.59871991385,5653.15794513961,6.72737308193777,395.831852143825,15202.4543097525,4071.5785676407,11130.8757421118,4631.04978008776,6499.82596202401,3859.83337340583,2639.99258861818
2014-12-01,2014,"Q4","2014/15","Q2","December",8631.46881909705,9348.896491735,8968.84540427677,-717.427672637947,6813.6160139606,11887.1529929405,1584.57178552289,6300.69378299252,4716.12199746963,10302.5812074176,30.4606542902644,0.619462852,50.66828198144,10220.8328082939,10196.9786275542,-5073.53697897986,5588.35641672119,1.3250366512679,513.494401090067,15445.0848319765,4205.44347882554,11239.641353151,4615.35656497602,6624.28478817494,3876.58223363458,2747.70255454036
2015-01-01,2015,"Q1","2014/15","Q3","January",8603.6364167486,8933.220418516,8539.22123833296,-329.584001767402,6822.90917542386,12111.3845764367,1624.18976899523,7713.72682701199,6089.53705801676,10487.1948074415,36.6703033222644,1.441852852,54.81990090576,10394.2627503615,10382.6148677425,-5288.47540101287,5677.2547667792,42.2573473383675,346.522018427966,15426.5455936104,4402.83140816269,11023.7141854477,4454.5152810655,6569.19890438222,3858.23780258766,2710.96110179456
2015-02-01,2015,"Q1","2014/15","Q3","February",8625.29600672416,9180.861836081,8775.08235529516,-555.565829356837,6803.65853358591,12291.592617019,1742.78431623509,7513.19060339651,5770.40628716141,10548.8083007839,48.2028330222644,1.078726852,47.71974840076,10451.8069925089,10426.7837202984,-5487.93408343312,5971.2111051692,48.7307265377776,434.546295198304,15428.9545445721,4374.11176428267,11054.8427802894,4571.66472599312,6483.1780542963,3899.68940884498,2583.48864545132
2015-03-01,2015,"Q1","2014/15","Q3","March",8754.02726562437,8920.967357915,8339.26399928626,-166.940092290631,6625.25046990255,12309.611829008,1545.40148420867,5698.56771495773,4153.16623074907,10764.2103447993,47.8877145561055,1.311087852,49.5821017165,10665.4294406747,10657.8497347116,-5684.36135910541,6077.2294116343,46.2607311909214,346.60732133797,15379.2777358201,4563.99052266223,10815.2872131578,4554.09707373354,6261.1901394243,3690.81251181267,2570.37762761163
2015-04-01,2015,"Q2","2014/15","Q4","April",8645.82888589325,9007.550429036,8552.86021018362,-361.721543142748,6623.22261376814,12103.8452506824,1313.49157667238,6345.1439602347,5031.65238356231,10790.3536740101,48.8614169061055,1.247464596,48.1711528215708,10692.0736396864,10683.4331850881,-5480.6226369143,6108.36353461023,72.1976060236719,555.543291672261,15269.0514963607,4445.48973750956,10823.5617588512,4567.36542169301,6256.19633715815,3665.62822051188,2590.56811664627
2015-05-01,2015,"Q2","2014/15","Q4","May",9196.06988526012,9511.900114611,9005.79982588016,-315.830229350885,6668.07298621814,12837.5121966012,1861.00719885763,6246.66694186979,4385.65974301216,10976.5049977436,47.1648839151055,1.26779339371,38.5096741770791,10889.5626462577,10879.684916067,-6169.43921038309,6656.16660573206,35.0272308051826,451.700164543782,15864.1423017316,4774.08417048806,11090.0581312435,4438.28570295641,6651.77242828712,4030.54240380573,2621.23002448139
2015-06-01,2015,"Q2","2014/15","Q4","June",9643.72175914041,10092.031301577,9520.35588822139,-448.309542436586,6876.79226332349,13267.1625578874,1830.5852301063,5520.8823903752,3690.2971602689,11436.5773277811,46.5212206789887,1.209768852,37.6927304913376,11351.1536077588,11338.4274583448,-6390.37029456391,7063.26897807285,32.2159772024891,640.682706306449,16520.5140221471,5281.34332701468,11239.1706951324,4527.92769573318,6711.24299939922,3962.9534376565,2748.28956174272
2015-07-01,2015,"Q3","2015/16","Q1","July",9924.77460293587,9993.081214502,9390.10484862598,-68.3066115661278,6914.82315954214,13675.6743820097,1871.23969062019,5595.61299804622,3724.37330742604,11804.4346913895,51.9639132149888,3.868852622,37.521887658566,11711.080037894,11698.676355703,-6760.85122246757,7441.60654827133,9.00268237243723,671.752643431323,16839.5960393719,5670.97942052755,11168.6166188444,4587.37775913982,6581.23885970457,3767.40501042096,2813.83384928361
2015-08-01,2015,"Q3","2015/16","Q1","August",10746.7808850452,11041.79303479,10154.1411533285,-295.012149744816,6516.79063638307,13749.4461835821,1673.66678489286,5658.78387230129,3985.11708740842,12075.7793986892,56.0393214059888,7.161524951,39.1111537897659,11973.4673985425,11961.3816194885,-7232.655547199,8006.54557186985,8.3600629588691,765.529961711981,17263.5715079298,5922.55824570091,11341.0132622289,4643.01361900289,6697.999643226,3768.3202469163,2929.6793963097
2015-09-01,2015,"Q3","2015/16","Q1","September",10690.4444046097,10960.047070041,9944.12976683525,-269.6026654313,6732.52804729676,14067.5385655821,1865.36776977188,5493.82957590993,3628.46180613804,12202.1707958102,58.8545786237581,1.8156267903,39.3828638731941,12102.117726523,12090.3639228862,-7335.01051828535,8024.10239127968,24.232485440103,664.859387554228,17422.970434791,5885.04604980719,11537.9243849838,4797.18805988619,6740.73632509765,3832.32566934111,2908.41065575654
2015-10-01,2015,"Q4","2015/16","Q2","October",10351.1665545513,10536.336505235,9676.87620413753,-185.169950683709,6834.82953975984,13987.496944795,1968.27380877218,5894.83215441912,3926.55834564694,12019.2231360228,50.9080101818981,1.85143939,35.8648633865941,11930.5988230643,11921.2367593197,-7152.66740503512,7765.45882183372,-37.6988500551244,650.49026685372,17185.9960980774,5710.04654444764,11475.9495536298,4820.46054051301,6655.48901311676,3724.41503398964,2931.07397912712
2015-11-01,2015,"Q4","2015/16","Q2","November",9684.6603674897,9961.301404114,9087.05540952298,-276.641036624304,7251.63287400638,13829.2390058614,2020.84742501056,5979.73002763394,3958.88260262338,11808.3915808508,50.8094838237581,1.868955033,33.5002343167052,11722.2129076774,11716.8347055841,-6577.60613185503,7222.96965094109,-4.26078563963151,649.624304725693,16936.2932742496,5367.42382786178,11568.8694463878,4822.68336993498,6746.18607645286,3747.77229769378,2998.41377875908
2015-12-01,2015,"Q4","2015/16","Q2","December",10255.7572312287,10230.415148124,9522.59324901099,25.3420831047021,7001.9038093542,13756.2242214957,1891.33251097552,5369.02345973374,3477.69094875823,11864.8917105202,50.7980038607876,1.808079442,31.1475526090882,11781.1380746083,11776.1438571065,-6754.32041214151,7529.82334088077,-17.9713773678618,793.474306107122,17257.6610416659,5391.35207890651,11866.3089627593,5025.32204644384,6840.9869163155,3683.75108148415,3157.23583483135
2016-01-01,2016,"Q1","2015/16","Q3","January",10344.635613976,10272.483136431,9607.70256954735,72.1524775449754,6921.20803390907,13848.3787907742,1893.17697395805,5641.26673207117,3748.08975811312,11955.2018168161,54.1845619557876,1.566650429,27.8767968117783,11871.5738076196,11867.7028819547,-6927.1707568651,7661.42586081915,12.7843336277912,721.470770326267,17265.8436434396,5529.71590049545,11736.1277429441,4930.12203556065,6806.00570738348,3739.435865321,3066.56984206248
2016-02-01,2016,"Q1","2015/16","Q3","February",9894.17519906791,9939.79098627,9385.86714502858,-45.6157872020877,7392.85452871244,14044.3154809293,2315.88970725939,6110.6020026044,3794.71229534501,11728.4257736699,51.2923610177876,1.52450945089,28.4062508195765,11647.2026523816,11642.285565786,-6651.46095221682,7363.35207585198,76.3637443428785,635.52737929228,17287.0297307627,5390.81639945691,11896.2133313058,4783.21426250333,7112.9990688025,4078.29910141505,3034.69996738745
2016-03-01,2016,"Q1","2015/16","Q3","March",10267.6593049152,10219.215410887,9687.84895160906,48.4438940282017,6819.76512590216,14049.1016175011,2321.26868543169,5739.0351632528,3417.7664778211,11727.8329320694,52.2643203522644,1.55918707,28.1370293901765,11645.8723952569,11643.7483673779,-7229.33649159891,7736.10827183791,31.1830312000966,475.588749038903,17087.4244329995,5439.46945618682,11647.9549768126,4893.38441756915,6754.57055924349,3871.4728478921,2883.09771135139
2016-04-01,2016,"Q2","2015/16","Q4","April",10139.5848669215,10365.000652695,9701.33999242357,-225.415785773468,6605.32987110829,13867.2358120449,2078.47212317269,6131.35130580353,4052.87918263084,11788.7636888722,51.5276231612644,1.50524083892,35.1857903330274,11700.545034539,11698.4721040606,-7261.90594093657,7659.66858619519,63.0614385519485,334.70120670667,16744.9147344554,5336.48035673211,11408.4343777232,4850.23283388794,6558.2015438353,3811.96623663383,2746.23530720147
2016-05-01,2016,"Q2","2015/16","Q4","May",10187.5473008777,10600.749106265,9934.70739434334,-413.201805387346,7126.89567041892,14769.0638723939,2923.8561556555,6389.43021265347,3465.57405699798,11845.2077167384,57.3243655452644,1.34570740477,32.4192025386361,11754.1184412498,11752.6727085351,-7642.168201975,7819.49798080365,16.3702502599153,160.959528568729,17314.4429706629,5446.20710983254,11868.2358608304,5016.80113286709,6851.43472796326,4067.7708516903,2783.66387627296
2016-06-01,2016,"Q2","2015/16","Q4","June",10324.6494079088,10641.779237653,9957.51778840803,-317.129829744167,7461.3208048829,14825.6731507972,2753.86084553481,6241.83557837598,3487.97473284116,12071.8123052624,59.0813665098964,1.970513238,31.8662299915458,11978.894195523,11977.8994457979,-7364.35234591431,7780.53219957137,0.933362640852538,415.24649101621,17785.9702128389,5471.73416021606,12314.2360526228,5153.01240368013,7161.22364894269,4240.88818762178,2920.33546132091
2016-07-01,2016,"Q3","2016/17","Q1","July",10072.6947754863,10486.037071284,9862.88320282951,-413.342295797668,7458.21331690407,14745.3845044443,2616.88256193429,6403.27275641424,3786.39019447995,12128.50194251,60.8929180496081,1.269822856,30.1632733523449,12036.1759282521,12035.0059501594,-7287.17118754022,7636.12857983901,16.1911144033372,332.766277895448,17530.9080945969,5317.41513878629,12213.4929558106,5192.24780845444,7021.24514735616,4142.02341928999,2879.22172806617
2016-08-01,2016,"Q3","2016/17","Q1","August",9978.96039125115,10248.92267725,9594.65776172202,-269.962285998851,8013.66236311485,15352.7219553005,3226.53345133476,6758.7860009613,3532.25254962655,12126.1885039658,60.8651389496081,1.84171133782,28.8402421926289,12034.6414114857,12032.0711708532,-7339.05959218567,7511.46228249819,-4.97012508466849,177.372815397191,17992.6227528216,5466.13591596891,12526.4868368527,5322.51071094762,7203.97612590505,4301.9856142198,2901.99051168525
2016-09-01,2016,"Q3","2016/17","Q1","September",10289.6448877241,10656.023625854,9967.50616359882,-366.378738129926,7763.11008188904,15249.1776343582,2991.99770976329,6872.17212681849,3880.1744170552,12257.1799245949,63.672402760888,1.7303524308,28.4046617670787,12163.3725076362,12160.9952662391,-7486.0675524692,7806.17910949677,-34.1467802236666,354.258337251246,18052.7549752037,5473.0114721155,12579.7435030882,5343.7302809317,7236.01322215648,4323.57129748371,2912.44192467277
2016-10-01,2016,"Q4","2016/17","Q2","October",10325.8623909251,10593.320148899,9784.67728227688,-267.457757973911,7742.7837463834,15184.9493213899,2756.90535163976,6981.7335044895,4224.82815284974,12428.0439697501,60.978997086418,1.71932648894,27.8750266590516,12337.4706195157,12334.8716940597,-7442.16557500648,7689.96919103186,39.0242864278738,208.779329597503,18068.6462036713,5333.12285417157,12735.5233494997,5369.09390187444,7366.4294476253,4379.02473988212,2987.40470774318
2016-11-01,2016,"Q4","2016/17","Q2","November",11677.1670221762,11354.649700708,10450.5321096155,322.517321468161,7190.88372855115,15378.8670619634,2530.9719019838,6808.10313827161,4277.13123628781,12847.8951599796,57.050625274218,1.080592814,27.8457864009679,12761.9181554904,12758.1638587621,-8187.98333341224,8412.7272970918,94.9960782204558,129.747885459104,18868.0507476759,5602.08975256295,13265.960995113,5498.54463767373,7767.41635743924,4569.44639278284,3197.96996465641
2016-12-01,2016,"Q4","2016/17","Q2","December",12117.4617738164,11820.803245565,10816.6259814682,296.65852825139,7062.01270896702,14969.1514235353,2263.77146027005,6750.10068840746,4486.32922813741,12705.3799632652,59.8849992221181,1.0419723878,24.5913105561522,12619.8616810992,12618.0145813156,-7907.13871456826,7865.70496561829,35.633234231844,-77.0669831818187,19179.4744761607,5706.80628760936,13472.6681885513,5658.25360739793,7814.41458115337,4349.89237495547,3464.52220619789
2017-01-01,2017,"Q1","2016/17","Q3","January",11918.2781085517,11416.423562353,10774.8320851267,501.854546198671,7096.23910301651,15040.0818862979,2440.45219929675,6574.86502792397,4134.41282862721,12599.6296870012,60.9079630861181,2.423315961,46.6519839567458,12489.6464239973,12487.9083266148,-7943.84278328141,7871.99820031036,65.7333270043719,-137.577909975421,19014.5172119086,5705.64822131005,13308.8689905985,5464.95324749328,7843.91574310526,4482.95138498593,3360.96435811933
2017-02-01,2017,"Q1","2016/17","Q3","February",12102.0838453521,11812.326043226,11119.3725270198,289.757802126067,7004.69418100878,15318.1458126206,2686.29682528943,7355.92294808054,4669.62612279111,12631.8489873312,56.3112586421181,1.45484297746,41.9063306370939,12532.1765550745,12530.5577429526,-8313.45163161182,8144.5513663399,31.6344003121184,-200.534665584037,19106.7780262875,5754.14665581335,13352.6313704741,5473.64689992592,7878.98447054822,4662.6420001255,3216.34247042271
2017-03-01,2017,"Q1","2016/17","Q3","March",12473.1861312406,12167.006988895,11509.8335770324,306.179142345597,6804.62658992909,15003.8660183261,2451.584813795,6528.41342977443,4076.82861597944,12552.2812045311,53.7975293959873,1.11498888274,40.4180021219465,12456.9506841305,12455.260106256,-8199.23942839704,8156.41474692066,59.212759002874,-102.037440479261,19277.812723618,5810.70572190644,13467.1070017116,5702.03376167483,7765.07324003674,4603.48221458691,3161.59102544982
2017-04-01,2017,"Q2","2016/17","Q4","April",12409.4500925861,12248.618684181,11640.7682937635,160.831408405145,6556.72526715083,14827.6970626489,2192.18655244357,6767.79341906854,4575.60686662497,12635.5105102053,60.9215354329873,1.43870542025,39.2535239773346,12533.8967453748,12532.0066820084,-8270.97179549807,8370.93961125805,-14.6368149134664,114.604630673452,18966.1753606282,5709.93964970519,13256.235710923,5696.97523560538,7559.26047531767,4481.70270093757,3077.55777438009
2017-05-01,2017,"Q2","2016/17","Q4","May",12429.8280641307,12339.791086655,11741.6231366579,90.0369774757107,6903.15422038963,15042.1570381472,2417.81283166493,7641.83635307685,5224.02352141192,12624.3442064823,60.7700938639373,1.4144557727,38.5499987186399,12523.609658127,12521.2515423259,-8139.00281775756,8321.53824138154,5.25898862646781,177.276434997512,19332.9822864003,5807.9650806509,13525.0172057494,5842.77090683719,7682.24629891224,4565.25719022342,3116.98910868881
2017-06-01,2017,"Q2","2016/17","Q4","June",12894.3761031961,12843.236476365,12013.1891244594,51.1396268310575,7276.9058759437,15248.6416271438,2456.0463674112,6155.11148722692,3699.06511981572,12792.5952597326,57.3415628688607,1.4115719687,51.9599502476239,12681.8821746474,12678.6973745522,-7971.73575120005,8056.56824197619,-66.3465870484724,151.179077824613,20171.2819750976,5920.5129434619,14250.7690316357,6109.7290262454,8141.04000539033,4812.36350829271,3328.67649709762
2017-07-01,2017,"Q3","2017/18","Q1","July",13164.9384356338,12982.806660011,12174.654237652,182.13177562278,6704.88870729748,14643.5123489693,1799.81234625723,6481.96065375625,4682.14830749902,12843.7000027121,58.3260844788608,1.37609772613118,58.3915793853181,12725.6062411218,12724.3736954294,-7938.62364167183,7991.93531080127,-14.9337299545832,68.2453990840186,19869.8271427578,5859.41857500964,14010.4085677481,5973.42153477153,8036.98703297659,4741.0681688031,3295.91886417349
2017-08-01,2017,"Q3","2017/18","Q1","August",13174.5669000112,13192.810114001,12342.0619924484,-18.2432139898329,7158.89983787664,15440.6646519755,2533.63636022854,7101.46252010967,4567.82615988114,12907.0282917469,56.8124743565108,1.32070843007467,53.7568313399781,12795.1382776204,12793.4405369496,-8281.76481409884,8162.07429992704,22.0970857200704,-141.787599891872,20333.4667425809,5882.32985611172,14451.1368864692,6131.61122118692,8319.52566528224,4923.48436369654,3396.0413015857
2017-09-01,2017,"Q3","2017/18","Q1","September",13382.4604214585,13617.427332457,12647.6208441597,-234.966910998513,6932.8311015903,15333.6199019737,2320.85977446449,6556.27907358871,4235.41929912423,13012.7601275092,57.3899069895752,1.27368787852747,45.445055045234,12908.6514775958,12907.7285852063,-8400.78880038337,8299.39300432673,24.2740495193182,-125.669845575953,20315.2915264717,5961.76516614836,14353.5263603233,6099.24709171722,8254.27926860609,4926.40982679685,3327.86944180924
2017-10-01,2017,"Q4","2017/18","Q2","October",13214.1715253971,13140.177799392,12250.3167019631,73.9937260051313,7447.04514743121,16077.9373129695,2846.34453108195,6536.20910939892,3689.86457831696,13231.5927818876,57.1008460105752,1.23442393309551,39.476239191145,13133.7812727528,13132.8239083374,-8630.89216553832,8239.75373035448,48.1264684249385,-439.264903608773,20661.2166758693,6045.50803091427,14615.7086449551,6147.36281519016,8468.34582976492,5120.38741528793,3347.95841447699
2017-11-01,2017,"Q4","2017/18","Q2","November",13539.1954158814,13597.094684493,12728.7822201937,-57.899268611631,7587.20627659152,16309.9648436811,3094.6521823523,6840.69465530448,3746.04247295218,13215.3126613288,29.9327384435752,1.20276283165,40.6063337765414,13143.5708262771,13142.7381693863,-8722.75856708962,8700.56467366789,274.322512960693,-296.516406382425,21126.4016981627,6053.97148453782,15072.4302136248,6363.654852662,8708.77536096284,5185.73802760067,3523.03733336218
2017-12-01,2017,"Q4","2017/18","Q2","December",13826.4844650136,13852.397536645,13134.9147365061,-25.9130716313742,7788.79747173493,16262.2594607807,2777.94583623199,6516.38826298244,3738.44242675045,13484.3136245487,27.7802389855162,1.26028174115,40.1090192539033,13415.1640845682,13413.6416105856,-8473.46198904579,8525.22127616411,-97.0678191726017,148.82710629092,21615.2819399519,6064.3940402986,15550.8878996533,6414.75018528743,9136.13771436585,5320.40907812205,3815.7286362438
