"Date","Year","Quarter","FY","QFY","Month","EXPI_99","EXPI_05","IMPI_99","IMPI_05","TOT_99","TOT_05"
1997-05-01,1997,"Q2","1996/97","Q4","May",145.410117936343,,108.087717327271,,134.529733379479,
1997-06-01,1997,"Q2","1996/97","Q4","June",142.714177272803,,105.703650850319,,135.013479785,
1997-07-01,1997,"Q3","1997/98","Q1","July",127.190443370796,,106.139746424614,,119.833000977756,
1997-08-01,1997,"Q3","1997/98","Q1","August",121.724029006162,,105.35530300781,,115.536689213583,
1997-09-01,1997,"Q3","1997/98","Q1","September",120.160963829317,,103.934543538096,,115.61215332155,
1997-10-01,1997,"Q4","1997/98","Q2","October",130.280027532296,,103.590592351754,,125.764342663391,
1997-11-01,1997,"Q4","1997/98","Q2","November",126.459474860533,,102.093479678413,,123.866357830951,
1997-12-01,1997,"Q4","1997/98","Q2","December",133.872077441995,,100.884434875653,,132.698446105191,
1998-01-01,1998,"Q1","1997/98","Q3","January",142.072486534806,,98.2198281094849,,144.64745995731,
1998-02-01,1998,"Q1","1997/98","Q3","February",140.25941146444,,98.482617330617,,142.420475070817,
1998-03-01,1998,"Q1","1997/98","Q3","March",136.64098753764,,95.9594340662395,,142.394532509767,
1998-04-01,1998,"Q2","1997/98","Q4","April",140.812418163742,,96.3068809521625,,146.212209108595,
1998-05-01,1998,"Q2","1997/98","Q4","May",127.929095023268,,95.4554721366736,,134.019655615027,
1998-06-01,1998,"Q2","1997/98","Q4","June",122.046647602902,,93.1369185130706,,131.040031763317,
1998-07-01,1998,"Q3","1998/99","Q1","July",109.660060373492,,96.6130042053188,,113.504451368106,
1998-08-01,1998,"Q3","1998/99","Q1","August",113.416902408835,,94.0264461386132,,120.622343039145,
1998-09-01,1998,"Q3","1998/99","Q1","September",112.947819522853,,93.949255556759,,120.222154878721,
1998-10-01,1998,"Q4","1998/99","Q2","October",118.360479456134,,92.3189681595292,,128.208191464624,
