"Date","Year","Quarter","FY","QFY","Month","PCPI_IX","PCPIF_WT_PT","PCPIFBT_WT_PT","PCPIA_WT_PT","PCPIH_WT_PT","PCPIHO_WT_PT","PCPIM_WT_PT","PCPIT_WT_PT","PCPIEC_WT_PT","PCPIR_WT_PT","PCPIED_WT_PT","PCPIRE_WT_PT","PCPIO_WT_PT"
2022-08-01,2022,"Q3","2022/23","Q1","August",123.244476523244,,,,,,,,,,,,
2022-09-01,2022,"Q3","2022/23","Q1","September",125.102915309572,,,,,,,,,,,,
2022-10-01,2022,"Q4","2022/23","Q2","October",126.131722900365,,,,,,,,,,,,
2022-11-01,2022,"Q4","2022/23","Q2","November",126.214544841831,,,,,,,,,,,,
2022-12-01,2022,"Q4","2022/23","Q2","December",126.384878062794,,,,,,,,,,,,
2023-01-01,2023,"Q1","2022/23","Q3","January",126.192496491757,,,,,,,,,,,,
2023-02-01,2023,"Q1","2022/23","Q3","February",126.043982211233,,,,,,,,,,,,
2023-03-01,2023,"Q1","2022/23","Q3","March",126.863173719578,,,,,,,,,,,,
2023-04-01,2023,"Q2","2022/23","Q4","April",127.472194684572,,,,,,,,,,,,
2023-05-01,2023,"Q2","2022/23","Q4","May",127.129355364745,,,,,,,,,,,,
2023-06-01,2023,"Q2","2022/23","Q4","June",126.795154533984,,,,,,,,,,,,
2023-07-01,2023,"Q3","2023/24","Q1","July",126.757222581575,,,,,,,,,,,,
2023-08-01,2023,"Q3","2023/24","Q1","August",127.512859231161,,,,,,,,,,,,
2023-09-01,2023,"Q3","2023/24","Q1","September",128.456650485876,,,,,,,,,,,,
2023-10-01,2023,"Q4","2023/24","Q2","October",129.202715193118,,,,,,,,,,,,
2023-11-01,2023,"Q4","2023/24","Q2","November",129.503168286741,,,,,,,,,,,,
2023-12-01,2023,"Q4","2023/24","Q2","December",129.67235286667,,,,,,,,,,,,
2024-01-01,2024,"Q1","2023/24","Q3","January",129.708283789124,,,,,,,,,,,,
2024-02-01,2024,"Q1","2023/24","Q3","February",130.367924410997,,,,,,,,,,,,
2024-03-01,2024,"Q1","2023/24","Q3","March",131.034338486754,,,,,,,,,,,,
2024-04-01,2024,"Q2","2023/24","Q4","April",131.530573960512,,,,,,,,,,,,
2024-05-01,2024,"Q2","2023/24","Q4","May",131.727872827432,,,,,,,,,,,,
2024-06-01,2024,"Q2","2023/24","Q4","June",131.7719231399,,,,,,,,,,,,
2024-07-01,2024,"Q3","2024/25","Q1","July",131.776505114744,,,,,,,,,,,,
2024-08-01,2024,"Q3","2024/25","Q1","August",132.0161,,,,,,,,,,,,
2024-09-01,2024,"Q3","2024/25","Q1","September",132.340672657767,,,,,,,,,,,,
2024-10-01,2024,"Q4","2024/25","Q2","October",133.006611812594,,,,,,,,,,,,
2024-11-01,2024,"Q4","2024/25","Q2","November",133.309272355095,,,,,,,,,,,,
2024-12-01,2024,"Q4","2024/25","Q2","December",133.912189507498,,,,,,,,,,,,
2025-01-01,2025,"Q1","2024/25","Q3","January",134.326485314884,,,,,,,,,,,,
2025-02-01,2025,"Q1","2024/25","Q3","February",135.186089833727,,,,,,,,,,,,
2025-03-01,2025,"Q1","2024/25","Q3","March",135.431006701499,,,,,,,,,,,,
2025-04-01,2025,"Q2","2024/25","Q4","April",136.092378720361,,,,,,,,,,,,
2025-05-01,2025,"Q2","2024/25","Q4","May",136.766332159985,,,,,,,,,,,,
2025-06-01,2025,"Q2","2024/25","Q4","June",136.900017637057,,,,,,,,,,,,
