"Date","Year","Quarter","FY","QFY","Month","EXP_DPD_AGRO","EXP_DPD_MID","EXP_DPD_SPD","EXP_DPD_MAN","EXP_DPD_TOU","EXP_DPD_NECLW","EXP_DPD_PSD","EXP_DPD_SED","EXP_DPD_ITIS","EXP_DPD_SUD","EXP_DPD_DIT","EXP_DPD_HCD","EXP_DPD_TTD","EXP_DPD_PST","EXP_DPD_CMC","EXP_DPD_GOS","EXP_DPD_DPI","EXP_DPD_RBD","EXP_DPD_ADJ","EXP_DPD_LEG","EXP_DPD_LGOV","EXP_DPD_I","EXP_DPD_I_DOM","EXP_DPD_I_EXT","EXP_DPD_CEN_TOT","EXP_DPD_LGP_TOT","EXP_DPD_I_TOT","EXP_DPD"
2023-12-01,2023,"Q4","2023/24","Q2","December",41.0094157676619,0,0,0,0,55.064806904469,0,96.690627752944,156.23782015301,18.903287037037,11.5194362809259,141.129913180579,38.6242025606891,0,0,83.65089097483,7.34064993694801,0,0,0,0,0,,,723.318022411895,0,0,723.318022411895
2024-01-01,2024,"Q1","2023/24","Q3","January",7.35190595280632,1.52216044575257,0,0,0,0.373160408545614,0,58.1515109744257,273.348875379782,0,0,39.0695748870177,0,0,0,0,0,0,0,0,0,0,,,385.09375374131,0,0,385.09375374131
2024-02-01,2024,"Q1","2023/24","Q3","February",4.22793418901849,5.23529400546642,0,0,0,0,42.7585866042993,40.7647204953521,55.9332347843501,0,9.01573675865713,5.32027088019115,0,0,0,0,4.46582045437413,0,0,0,0,0,,,168.832155775652,0,0,168.832155775652
2024-03-01,2024,"Q1","2023/24","Q3","March",5.9925228299034,0,0,0,0,11.9986573583761,0,5.8532093695388,53.0706295627612,0,20.0323292578466,179.499809618311,49.6440990289239,0,0,0,0,1.11271044521944,0,0,0,0,,,378.778917824926,0,0,378.778917824926
2024-04-01,2024,"Q2","2023/24","Q4","April",35.591701090465,0,0,0,0,16.197685667525,29.434205975075,2.86798945464062,76.2544865027503,11.4680625,28.310823625,24.0094807006142,0,0,0,6.75194114117875,4.41721498202229,4.05854583251204,0,0,0,0,,,244.197403360706,0,0,244.197403360706
2024-05-01,2024,"Q2","2023/24","Q4","May",26.4320614898876,0,0,0,0,0.000341226071428571,0,7.61425921061441,117.70081720933,0,23.2926380523967,26.3906753171042,0,0,0,2.00095635572254,0,0,0,0,0,0,,,205.83515630694,0,0,205.83515630694
2024-06-01,2024,"Q2","2023/24","Q4","June",7.86299705892427,4.18296362187231,0,0,0,0.141935954834472,53.7993190763797,13.0339702610382,270.053845603531,29.9775209356725,0,74.8530043810843,0,0,0,0,0,0,0,0,0,0,,,453.905556893336,0,0,453.905556893336
2024-07-01,2024,"Q3","2024/25","Q1","July",0,0,0,0,0,0,0,10.868039413768,78.4770706897662,0,0,24.7827332838459,0,0,0,0,0,0,0,0,0,0,,,133.866354076287,0,0,133.866354076287
2024-08-01,2024,"Q3","2024/25","Q1","August",0,0,0,0,0,24.3729087750632,0,75.7791956983238,87.0296557786233,0,76.8995803857188,23.1415747218678,0,0,0,0,0,0,0,0,0,0,,,765.263778628473,0,0,765.263778628473
2024-09-01,2024,"Q3","2024/25","Q1","September",0,0,0,0,0,35.5941217372232,0,6.26107950507047,83.5555895514756,0,0,22.5177955308881,0,0,0,0,0,0,0,0,0,0,,,242.394563100884,0,0,242.394563100884
2024-10-01,2024,"Q4","2024/25","Q2","October",0,3.37166594542045,0,0,0,16.9952610115094,0,24.4577597138032,148.929472037885,0,0,61.6783748808519,0,0,0,0,0,0,0,0,0,0,,,409.702321044792,0,0,409.702321044792
2024-11-01,2024,"Q4","2024/25","Q2","November",0,0,0,0,0,128.325051388947,0,1.63588511515332,216.463951009339,0,162.659989685424,88.8147447697604,0,0,0,0,0,0,0,0,0,0,,,616.292859703112,0,0,616.292859703112
2024-12-01,2024,"Q4","2024/25","Q2","December",0,0,0,0,0,145.269878922846,0,17.243250190413,55.8828062243397,0,25.4176459830033,11.7369253023864,0,0,0,0,0,0,0,0,0,0,,,340.767081110151,0,0,340.767081110151
2025-01-01,2025,"Q1","2024/25","Q3","January",0,0,0,0,0,8.89103425634428,0,10.1852073336643,41.4718771439872,0,0,1.93329684708635,0,0,0,0,0,0,0,0,0,0,,,131.638139284748,0,0,131.638139284748
2025-02-01,2025,"Q1","2024/25","Q3","February",0,1.82603985724452,0,0,0,6.06752157671862,0,5.0681401853851,29.1769202541951,0,0,19.7581901935176,0,0,0,0,0,0,0,0,0,0,,,92.3487187686484,0,0,92.3487187686484
2025-03-01,2025,"Q1","2024/25","Q3","March",0,2.82097773160274,0,0,0,13.962797691512,0,62.901192986392,166.314590222503,0,0,69.5658379652001,0,0,0,0,0,0,0,0,0,0,,,333.141121006762,0,0,333.141121006762
2025-04-01,2025,"Q2","2024/25","Q4","April",0,0,0,0,0,0.4552333217656,0,14.8283698796037,28.5180405841471,0,0,7.203487150407,0,0,0,0,0,1.70940305485749,0,0,0,0,,,58.9019352260486,0,0,58.9019352260486
2025-05-01,2025,"Q2","2024/25","Q4","May",0,0,0,0,0,225.490142866385,0,50.0963699421175,612.062620199841,0,0,60.0995468946257,0,0,0,0,0,0,0,0,0,0,,,958.21615442245,0,0,958.21615442245
2025-06-01,2025,"Q2","2024/25","Q4","June",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,372.803863289824,0,0,372.803863289824
2025-07-01,2025,"Q3","2025/26","Q1","July",5.83106851590007,3.25689485457957,0,0,0,43.4293588900487,183.41088701543,26.4378013411777,46.0489360854182,0,0,31.9639466156308,0,0,0,0,0,0,0,0,0,0,,,354.163701164203,0,0,354.163701164203
2025-08-01,2025,"Q3","2025/26","Q1","August",1.1594473818385,0,0,0,0,11.2358450364708,0,37.4188496082788,35.726016203753,0,0,2.88139913627551,0,0,0,0,0,0,0,0,0,0,,,88.4215573666167,0,0,88.4215573666167
2025-09-01,2025,"Q3","2025/26","Q1","September",46.0769090435628,0,0,0,0,62.3818379329112,4.79600658652032,40.1344858303154,138.598118527973,0,0,12.4164132667174,0,0,0,0,0,0,0,0,0,0,,,304.403771188,0,0,304.403771188
2025-10-01,2025,"Q4","2025/26","Q2","October",9.24031890988494,0,0,0,0,71.8121400970512,0,10.771555114534,50.1722188263783,0,88.1149684651585,25.1276601262298,0,0,0,0,0,0,0,0,0,0,,,269.099305317464,0,0,269.099305317464
2025-11-01,2025,"Q4","2025/26","Q2","November",15.4425589346238,0,0,0,0,7.28338491765534,0,10.6859825254076,43.984364550391,0,21.593710810628,37.5867189992949,0,0,0,0,0,0,0,0,0,0,,,136.576720738001,0,0,136.576720738001
2025-12-01,2025,"Q4","2025/26","Q2","December",24.6135866405619,0,0,0,0,117.012594307918,50.738550233533,67.2290310148353,100.705495393683,0,17.3349834289408,95.6062783600922,0,0,0,0,0,0,0,0,0,0,,,473.240519379564,0,0,473.240519379564
2026-01-01,2026,"Q1","2025/26","Q3","January",1.95671129536722,0,0,0,0,7.06493755045453,0,2.61853690238868,62.9072144374722,0,4.30642621226236,14.334172663187,0,0,0,0,0,0,0,0,0,0,,,93.187999061132,0,0,93.187999061132
2026-02-01,2026,"Q1","2025/26","Q3","February",18.754397584971,0,0,0,0,35.4647566776237,24.4423698912141,7.3640788641613,12.5179619363782,0,0.417054639244969,2.79009297848549,0,0,0,0,0,0,0,0,0,0,,,101.750712572079,0,0,101.750712572079
