"Date","Year","Quarter","FY","QFY","Month","FDSB_SA_XDC","FIDR_PA","FID_PA","FITB_PA","FILR_PA","FISR_PA","27A__XDC","26D__XDC","22A__XDC","20N__XDC","20C__XDC","22G__XDC","22D__XDC","22C__XDC","22B__XDC","26G__XDC","24__XDC","26B__XDC","21__XDC","26C__XDC","26J__XDC","27R__XDC","20__XDC","25__XDC","FMA_XDC","FMBCC_XDC","FMBDN_XDC","FMB_XDC","FMBSC_XDC","FASAD_XDC","FASAOF_XDC","FASAOP_XDC","FASAON_XDC","FASAOS_XDC","FASAO_XDC","FASDSD_XDC","FASDSB_XDC","FASDS_XDC","FASDSO_XDC","FASDSS_XDC","FASFD_XDC","FASL_XDC","FASMBC_XDC","FASMB_XDC","FASMBLD_XDC","FASMBLO_XDC","FASAG_XDC","FASG_XDC","FASLG_XDC","FASAF_XDC","FASAFOIL_USD","FASF_XDC","FASLF_XDC","FASLFOIL_USD","FASO_XDC","FASLD_XDC","FASE_XDC","FAA_XDC","26AA_XDC","FDSB_XDC","FDSBC_XDC","FDSBO_XDC","FDSBS_XDC","FDSBT_XDC","FDSDX_XDC","FDSAD_XDC","FDSAO_XDC","FDSAOF_XDC","FDSAOP_XDC","FDSAON_XDC","FDSAOG_XDC","FDSDG_XDC","FDSADG_XDC","FDSLDG_XDC","FDSFD_XDC","FDSI_XDC","FDSL_XDC","FDSF_XDC","FDSAF_XDC","FDSLF_XDC","FDSO_XDC","FDSSX_XDC","FDSE_XDC","FFCC_XDC","FFCD_XDC","FFCAD_XDC","FFCAO_XDC","FFCAOP_XDC","FFCAON_XDC","FFCAOG_XDC","FFCDG_XDC","FFCADG_XDC","FFCLDG_XDC","FFCFD_XDC","FFCI_XDC","FFCL_XDC","FFCF_XDC","FFCAF_XDC","FFCLF_XDC","FFCO_XDC","FFCS_XDC","FFCE_XDC","17A__XDC","16D__XDC","12A__XDC","12E__XDC","12G__XDC","12D__XDC","12C__XDC","12B__XDC","11__XDC","16C__XDC","16J__XDC","17RV_XDC","17R__XDC","14N__XDC","14__XDC","14A__XDC","16B__XDC","16AC_XDC","15__XDC","37A__XDC","32AN_XDC","32G__XDC","32C__XDC","32D__XDC","32B__XDC","32__XDC","31N__XDC","36J__XDC","34__XDC","34__SA_XDC","35L__XDC","37R__XDC","35__XDC","35L__PC_CP_A_PT","36B__XDC","36AA_XDC","36AC_XDC","FOSAAC_XDC","FOSAA_XDC","FOSAAO_XDC","FOSAAR_XDC","FOSAOF_XDC","FOSAOP_XDC","FOSAON_XDC","FOSAOG_XDC","FOSAO_XDC","FOSDX_XDC","FOSFD_XDC","FOSI_XDC","FOSLA_XDC","FOSL_XDC","FOSAG_XDC","FOSG_XDC","FOSLG_XDC","FOSAF_XDC","FOSF_XDC","FOSLF_XDC","FOSD_XDC","FOSO_XDC","FOSSX_XDC","FOSS_XDC","FOSE_XDC","FOST_XDC","FODA_XDC","FFSAD_XDC","FFSAP_XDC","FFSAON_XDC","FFSAOG_XDC","FFSAO_XDC","FFSD_XDC","FFSFD_XDC","FFSI_XDC","FFSL_XDC","FFSAG_XDC","FFSG_XDC","FFSLG_XDC","FFSAF_XDC","FFSF_XDC","FFSLF_XDC","FFSO_XDC","FFSS_XDC","FFSE_XDC","FOFA_XDC"
2007-01-01,2007,"Q1","2006/07","Q3","January",3651223.58567927,8.80252086769853,17.186,10.7167057468735,18.9253279104779,2.17302627222251,500978.836139,192036.31111748,1008747.955063,64999.9,0,8531.051057,1839011.01445718,18888.056,1511.125,215530.252845,1044189.241098,0,840777.381556,178013.89066555,103792.127446,178476.628041971,370418.356576,1739867.55235618,1205736.688866,0,0,3657645.57747018,0,109495.637464,44847.580996,25768.911637,4389.757527,0,75006.25016,4943.267817,0,4943.267817,0,0,0,0,982801.973278,1205736.688866,222934.715588,0,1485317.044405,-1373886.120176,2859203.164581,3272234.85130334,37.3980572897308,3176355.38939194,95879.4619114005,1.74606069404898,231351.502158937,134337.149985,410602.548013,5582455.366214,0,3657645.57747018,873588.784016,1114218.44927342,0,1669838.34418076,4943.267817,1385773.0204437,1942947.49667418,53378.632053,1864779.92609418,23277.813527,1511.125,-557174.47623048,2494064.999468,3051239.47569848,0,0,103792.127446,3839118.88028239,4113012.23285934,273893.35257695,546929.543840908,0,911581.384152,,,,,,,,,,,,,,,,,,,,410602.548013,3059257.397243,1485317.044405,96180.021693,45268.572248,26057.352444,4389.757527,0,3285756.42542648,95879.2708027817,0,,22212.8510166953,144337.149985,1205736.688866,873588.784016,4943.267817,0,0,911581.384152,-757228.70889248,53799.623305,23277.813527,1865068.36690118,1511.125,1186428.2198407,3852640.64551415,103792.127446,1917778.025114,1886241.61656366,3657645.57747018,361106.508469666,1739867.55235618,17.8223771192618,4943.267817,0,0,109213.189262,435418.256576,64999.9,261205.167314,8531.051057,1839011.01445718,18888.056,1511.125,1867941.24651418,0,0,0,215530.252845,103792.127446,1008747.955063,816711.64394552,192036.31111748,840777.381556,662763.49089045,178013.89066555,1114218.44927342,178476.628041971,0,0,500978.836139,1669838.34418076,4653869.35673337,,,,,,,,,,,,,,,,,,,
2007-02-01,2007,"Q1","2006/07","Q3","February",3702033.01875978,10.4407500779362,17.3463333333333,10.1372846177088,18.826363578196,2.23258183916949,545201.445418,140509.34439764,1003507.522808,165300.000931364,0,8159.245,1857400.578505,18887.937,1371.713,216265.476845,1093790.264577,0,828859.804525,135797.79163535,160535.609407,220815.561244531,420102.200921636,1790673.50916648,1200108.255523,0,0,3731930.93595448,0,113794.778407,44960.466288,23942.981705,4354.056496,0,73257.504489,6528.531696,0,6528.531696,0,0,0,0,969099.683461,1200108.255523,231008.572062,0,1520598.649498,-1367252.477648,2887851.127146,3327746.28451749,43.5046847337394,3232248.72016465,95497.5643528346,1.77041033866757,236875.015992655,234099.157571,374437.56463,5675269.356117,0,3731930.93595448,847467.162211,1137087.640846,0,1747376.13289748,6528.531696,1454822.67875636,1959076.977994,53119.711288,1881343.56021,23241.993496,1371.713,-504254.29923764,2524106.172306,3028360.47154364,0,0,160535.609407,3925310.7330543,4156606.08904249,231295.355988185,561499.324705186,0,919639.010048,,,,,,,,,,,,,,,,,,,,374437.56463,3090848.793477,1520598.649498,100437.82908,45368.677441,24231.422512,4354.056496,0,3341280.64215074,95497.7772490093,0,,34751.1970317333,234099.157571,1200108.255523,847467.162211,6528.531696,0,0,919639.010048,-707251.96556864,53527.922441,23241.993496,1881632.001017,1371.713,1252521.66438536,3938844.87779138,160535.609407,1941257.426788,1889702.58864626,3731930.93595448,372732.455071264,1790673.50916648,19.3291563215117,6528.531696,0,0,121632.52125,585402.201853,165300.000931364,298469.679671636,8159.245,1857400.578505,18887.937,1371.713,1885819.473505,0,0,0,216265.476845,160535.609407,1003507.522808,862998.17841036,140509.34439764,828859.804525,693062.01288965,135797.79163535,1137087.640846,220815.561244531,0,0,545201.445418,1747376.13289748,4817737.07105595,,,,,,,,,,,,,,,,,,,
2007-03-01,2007,"Q1","2006/07","Q3","March",3852526.52170851,9.25700162780649,16.454,9.83563986541001,19.1662175684321,2.08433872086215,556357.092727,159998.26944895,1019419.171488,120002.182,0,49814.238,1844055.81334,33849.79,1246.194,215144.706845,1114072.185553,0,836002.127913,167587.45421945,135465.086357,95201.4141919801,443306.800033,1903870.10743162,1230263.075719,0,0,3873660.53048562,0,115068.484319,46144.92696,25040.193593,4318.355465,0,75503.476018,4451.744843,0,4451.744843,0,0,0,0,965593.144501,1230263.075719,264669.931218,0,1420291.599169,-1471641.698934,2891933.298103,3378996.97022255,43.3643041527345,3282563.14354907,96433.8266734758,1.75902698619,218659.094004073,188880.6771,359240.813286,5629846.168953,0,3873660.53048562,855718.237501,1208478.540481,0,1809463.75250362,4451.744843,1392248.71446305,2004469.511358,95959.16496,1869096.006933,38168.145465,1246.194,-612220.79689495,2439710.770657,3051931.56755195,0,0,135465.086357,3950977.81724262,4214999.09813555,264021.280892926,414053.264007053,0,915597.906013,,,,,,,,,,,,,,,,,,,,359240.813286,3083479.825271,1420291.599169,101560.587553,46550.734135,25328.6344,4318.355465,0,3390271.02238645,96434.0612257741,0,,25572.7356636718,188878.6771,1230263.075719,855718.237501,4451.744843,0,0,915597.906013,-803767.32406295,96364.972135,38168.145465,1869384.44774,1246.194,1201396.43527705,3962251.63485422,135465.086357,1969790.423054,1964011.37979828,3873660.53048562,234472.802432652,1903870.10743162,25.2038482747746,4451.744843,0,0,109874.907,563308.982033,120002.182,333431.893033,49814.238,1844055.81334,33849.79,1246.194,1928966.03534,0,0,0,215144.706845,135465.086357,1019419.171488,859420.90203905,159998.26944895,836002.127913,668414.67369355,167587.45421945,1208478.540481,95201.4141919799,0,0,556357.092727,1809463.75250362,4922118.04886695,,,,,,,,,,,,,,,,,,,
2007-04-01,2007,"Q2","2006/07","Q4","April",3867428.42543875,8.10294205276938,16.385,9.61020033892954,18.8505278736593,2.11557238460086,555382.781802,185170.90829854,1054465.99628,124999.999649,0,50181.2728,1884431.78383921,25265.863,1143.372,214451.562845,1138898.8294055,0,818033.16740025,138096.49128056,140747.69966625,162665.19754925,491646.542246,1914754.52636736,1253429.044014,0,0,3887245.32442786,0,115309.096233,46587.595837,26229.63899,4282.654434,0,77099.889261,4447.604179,0,4447.604179,0,0,0,0,952605.163081,1253429.044014,300823.880933,0,1642150.845373,-1467258.013398,3109408.858771,3374825.42965172,43.9599320882017,3278596.37380808,96229.0558436391,1.77923304116174,217697.49350108,194039.517247,334133.686963,5865000.563351,0,3887245.32442786,833591.968655,1215489.25327435,0,1838164.10249851,4447.604179,1440159.25548367,2038122.18090021,96768.868637,1910661.42282921,29548.517434,1143.372,-597962.92541654,2696616.841653,3294579.76706954,0,0,140747.69966625,3958533.04992777,4192858.59705197,234325.547124199,476735.20837333,0,889516.468765,,,,,,,,,,,,,,,,,,,,334133.686963,3303306.368964,1642150.845373,101783.507104,46988.067052,26518.079797,4282.654434,0,3386104.81462129,96228.8445658577,0,,22242.9024484369,194039.517247,1253429.044014,833591.968655,4447.604179,0,0,889516.468765,-791860.43560954,97169.339852,29548.517434,1910949.86363621,1143.372,1246950.65731267,3969812.64617513,140747.69966625,1972490.7980605,1969241.61688381,3887245.32442786,294806.206449687,1914754.52636736,23.1615939213942,4447.604179,0,0,119013.194426,616646.541895,124999.999649,372633.34782,50181.2728,1884431.78383921,25265.863,1143.372,1961022.29163921,0,0,0,214451.562845,140747.69966625,1054465.99628,869295.08798146,185170.90829854,818033.16740025,679936.67611969,138096.49128056,1215489.25327435,162665.19754925,0,0,555382.781802,1838164.10249851,4915503.48272605,,,,,,,,,,,,,,,,,,,
2007-05-01,2007,"Q2","2006/07","Q4","May",3884298.58624598,9.56800913812079,16.25,9.5874878061867,19.6988652551042,2.15449787168755,540061.994202,151879.1050934,1098793.219873,191999.9,0,50780.09,1870281.64207,29448.989,1109.2,215173.409845,1225184.709111,0,879819.015869,207990.35930015,144684.99619,263965.02161849,509700.738155,1882993.19960696,1239422.614449,0,0,3937753.59113896,0,116991.093678,46664.74666,95802.417298,4246.953403,0,146714.117361,4408.426904,0,4408.426904,0,0,0,0,943761.343949,1239422.614449,295661.2705,0,1832851.8453,-1393673.452371,3226525.297671,3384022.88736723,30.2148915527231,3290287.21762906,93735.6697381684,1.81457936258557,363343.487830059,261030.182554,292114.26456,6062328.624738,0,3937753.59113896,829575.682421,1166500.273198,0,1941677.63551996,4408.426904,1651574.7008396,2098334.038431,97444.83666,1966084.059368,33695.942403,1109.2,-446759.3375914,2931645.065173,3378404.4027644,0,0,144684.99619,3962115.87419791,4263841.90323623,301726.029038318,694667.302042548,0,832176.258762,,,,,,,,,,,,,,,,,,,,292114.26456,3402370.066771,1832851.8453,103280.464114,47045.917922,26090.858105,4246.953403,0,3348979.31788926,93735.8486044101,0,,139413.952890851,191030.182554,1239422.614449,829575.682421,4408.426904,0,0,832176.258762,-622604.1066914,97826.007922,33695.942403,1896372.500175,1109.2,1406399.5438086,3927072.1258537,144684.99619,2054760.391532,2026898.94065466,3937753.59113896,414448.396667341,1882993.19960696,20.1464569962723,4408.426904,0,0,114185.661528,701700.638155,191999.9,395515.076627,50780.09,1870281.64207,29448.989,1109.2,1951619.92107,0,0,0,215173.409845,144684.99619,1098793.219873,946914.1147796,151879.1050934,879819.015869,671828.65656885,207990.35930015,1166500.273198,263965.02161849,0,0,540061.994202,1941677.63551996,5107770.23222695,,,,,,,,,,,,,,,,,,,
2007-06-01,2007,"Q2","2006/07","Q4","June",3849184.81478409,9.802,16.602,10.0138731843651,19.384,2.789,593464.687445,115861.391558,1098995.329329,117600,0,50792.186136,1917973.70727395,30429.131,846.355,214970.635845,1127955.382997,0,688843.703809,195677.23266695,161834.345617,111636.013102,466368.777837,1850449.501154,1242528.34879,0,0,3842020.909775,0,113613.659305,46287.515866,24362.466734,4211.252372,0,74861.234972,5.286386,0,5.286386,0,0,0,0,981104.982887,1242528.34879,261423.365903,0,1726152.995953,-1698928.373871,3425081.369824,3400107.98241316,36.5587410243188,3311733.05962328,88374.9227898848,1.93207232930641,174791.821781276,186775.616421,197178.506651,5929701.554027,0,3842020.909775,863616.025624,1198863.885437,0,1779540.998714,5.286386,1359108.17828195,2074902.61438195,97079.702002,1942336.17400795,34640.383372,846.355,-715794.4361,2825148.325282,3540942.761382,0,0,161834.345617,3804899.53076533,4088951.68622216,284052.155456835,369503.973173276,0,790643.194096,,,,,,,,,,,,,,,,,,,,197178.506651,3599542.653263,1726152.995953,99825.435221,46640.415101,24650.907541,4211.252372,0,3420148.96544647,88374.9540328434,0,,7224.60609063098,186775.616421,1242528.34879,863616.025624,5.286386,0,0,790643.194096,-890255.719539,97432.601237,34640.383372,1942624.61481495,846.355,1185288.23488495,3824940.48255568,161834.345617,1991571.408621,2019798.93254354,3842020.909775,215724.981566631,1850449.501154,17.4354169772388,5.286386,0,0,117488.957263,583968.777837,117600,348879.820574,50792.186136,1917973.70727395,30429.131,846.355,2000041.37940995,0,0,0,214970.635845,161834.345617,1098995.329329,983133.937771,115861.391558,688843.703809,493166.47114205,195677.23266695,1198863.885437,111636.013102,0,0,593464.687445,1779540.998714,4927379.18238395,,,,,,,,,,,,,,,,,,,
2007-07-01,2007,"Q3","2007/08","Q1","July",3978263.69583399,8.30829194052989,16.602,10.0138731843651,19.411564896307,1.61199814117475,613577.26116375,115690.592009,1026141.648327,0,0,52412.589,2010433.49306568,30024.581,887.742,214547.594845,1131526.00915942,0,738033.97163698,259457.17275395,150207.898975,241467.32648909,723575.86095974,1855036.03059419,1537652.156645,0,0,3916703.75860071,0,113302.68174,46517.088057,28275.648425,4175.551341,0,78968.287823,5.286386,0,5.286386,0,0,0,0,1005739.072438,1537652.156645,531913.084207,0,1533151.304019,-1882293.202744,3415444.506763,4029004.02174248,42.0603411507674,3936608.91635734,92395.1053851398,1.41022182124585,192142.074132343,68955.407614,447831.758397,6392544.897927,0,3916703.75860071,883027.6718471,1205611.26271619,0,1828064.82403742,5.286386,1072715.30646268,2042031.78288868,98929.677057,1908014.23149068,34200.132341,887.742,-969316.476426,2551670.462346,3520986.938772,0,0,150207.898975,4415535.19824037,4767387.47637946,351852.27813909,417448.561002543,0,1003884.99956075,,,,,,,,,,,,,,,,,,,,447831.758397,3591222.801034,1533151.304019,99373.788523,46892.991259,28564.089232,4175.551341,0,4050648.41887192,92394.8269298797,0,,24743.9062380363,68955.407614,1537652.156645,884858.9328471,5.286386,0,0,1061409.01956075,-1147620.440697,99305.580259,34200.132341,2038997.58229768,887.742,1025770.59620068,4436830.39082507,150207.898975,2016384.94200652,2064341.24786491,3871420.97260071,379557.809501286,1855036.03059419,18.7976096706653,5.286386,0,0,122711.4005909,725407.12195974,0,602695.72136884,52412.589,1879738.58306568,30024.581,887.742,1963063.49506568,0,0,0,195256.864845,150207.898975,1018519.158327,912976.726318,105542.432009,738383.45463698,478926.28188303,259457.17275395,1205611.26271619,145179.53331304,0,0,556053.24116375,1828064.82403742,4889176.81183969,,,,,,,,,,,,,,,,,,,
2007-08-01,2007,"Q3","2007/08","Q1","August",4045576.97539018,8.96176617313128,14.3876666666667,7.54241567368584,19.6753840478646,2.03268922108999,618783.053265,130341.391551,1148862.213463,167699.9,0,21009.996,2104360.91400614,32642.368,565.035,214551.210845,1163916.5612335,0,784760.123896,225120.39935595,218269.174940385,253703.186174051,515588.898674,1950804.47167425,1354725.315227,0,0,4027594.52484475,0,110657.362616,46775.252899,24513.417181,4139.85031,0,75428.52039,5.286386,0,5.286386,0,0,0,0,1043371.78348,1354725.315227,311353.531747,0,1609299.863499,-2046657.342082,3655957.205581,4236577.19169495,44.6869675050338,4137377.29953049,99199.892164465,1.31234674067374,119628.325584487,232226.413757,570220.4995,6739952.411807,0,4027594.52484476,912873.491937,1214462.72328039,0,1900258.30962736,5.286386,1076806.16422614,2101716.25439614,67785.248899,1996583.75218714,36782.21831,565.035,-1024910.09017,2750095.686962,3775005.777132,0,0,218269.174940385,4697017.02407054,5021337.31559095,324320.291520415,397757.039205487,0,1130197.162765,,,,,,,,,,,,,,,,,,,,570220.4995,3830391.399275,1609299.863499,96697.884673,47203.660154,24801.857988,4139.85031,0,4258169.08864101,99200.0109709639,0,,-46456.7198509539,232226.413757,1354725.315227,912873.491937,5.286386,0,0,1189003.552765,-1202570.713864,68213.656154,36782.21831,2129162.77199414,565.035,1032152.96759414,4718608.8022101,218269.174940385,2076790.0531705,2092460.65993343,4027594.52484475,315889.230868097,1950804.47167425,16.5732467369743,5.286386,0,0,130498.291543,683288.798674,167699.9,385090.607131,21009.996,1972070.33500614,32642.368,565.035,2026287.73400614,0,0,0,195569.130845,218269.174940385,1140795.823463,1021747.251912,119048.571551,784760.123896,559639.72454005,225120.39935595,1214462.72328039,202427.507019,0,0,559976.663265,1900258.30962736,5286606.28654314,,,,,,,,,,,,,,,,,,,
2007-09-01,2007,"Q3","2007/08","Q1","September",4263805.9517664,8.998,14.7583333333333,8.01336744908947,18.9787380609737,2.59902088933934,634161.827778,113424.195069,1207222.206972,76299.901,0,25131.170164,2151304.36754325,37195.342,650.949,220379.333845,1228389.3832455,0,683389.891706,217288.13877695,211781.03796865,102764.4876113,589597.912861,2042603.33695185,1419717.691267,0,0,4185549.79210935,0,110009.501783,47014.247011,31736.765416,4104.149279,0,82855.161706,5.286386,0,5.286386,0,0,0,0,1051299.911385,1419717.691267,368417.779882,0,1794901.263972,-2024183.486435,3819084.750407,3858856.80002571,43.4206746788122,3759974.96344008,98881.8365856306,1.33730776158759,159331.675127081,142653.728129,206947.759585,6527601.726592,0,4185549.79210935,914557.071912,1266467.67311085,0,2004525.0470865,5.286386,1232394.52588125,2162761.50041325,72145.417175,2048665.64295925,41299.491279,650.949,-930366.974532,2995093.990944,3925460.965476,0,0,211781.03796865,4226076.71636913,4542246.69173171,316169.975362581,280595.817863331,0,780539.307363,,,,,,,,,,,,,,,,,,,,206947.759585,3984936.310293,1794901.263972,96013.983634,47424.990169,32025.206223,4104.149279,0,3876594.5365087,98881.8117993057,0,,-2078.45767360376,142653.728129,1419717.691267,914557.071912,5.286386,0,0,841109.587363,-1096237.034418,72556.160333,41299.491279,2183329.57376625,650.949,1201599.13996025,4243814.47763845,211781.03796865,2142946.4551575,2185599.21717561,4185549.79210935,206967.913771696,2042603.33695185,21.9781993856144,5.286386,0,0,136742.839473,668897.813861,76299.901,455855.073388,25131.170164,2016928.87754325,37195.342,650.949,2079906.33870725,0,0,0,201563.373845,211781.03796865,1200192.726972,1093816.511903,106376.215069,683389.891706,466101.75292905,217288.13877695,1266467.67311085,50793.73705125,0,0,573591.547778,2004525.0470865,5323869.394016,,,,,,,,,,,,,,,,,,,
2007-10-01,2007,"Q4","2007/08","Q2","October",4309464.17132895,9.03,14.4803333333333,7.70729275532064,19.8593656569218,2.66724279376799,679201.447917,104862.601986,1353880.032841,135500.000000001,0,32893.722,2227869.367816,16307.624,269.592,212363.665845,1261857.393794,0,886422.241719,271284.70922795,321399.827522,173162.901008053,499402.219128,2128412.252204,1363394.086188,0,0,4298189.536478,0,110635.468064,43728.792423,28570.901854,4104.149279,0,76403.843556,173.831195,0,173.831195,0,0,0,0,1048729.173865,1363394.086188,314664.912323,0,1993159.130707,-2022726.746666,4015885.877373,3778684.28761167,45.1807087717883,3679783.49278259,98900.7948290846,1.35013025785819,241911.945905589,201981.037476,36635.156972,6714036.337895,0,4298189.536478,907877.79148,1355161.87529,0,2035149.869708,173.831195,1441660.415561,2217953.719372,76622.514423,2120649.83967,20411.773279,269.592,-776293.303811,3339941.813548,4116235.117359,0,0,321399.827522,4294921.02527364,4665106.52933067,370185.504057035,482824.448639589,0,633993.794889,,,,,,,,,,,,,,,,,,,,36635.156972,4183382.685392,1993159.130707,96553.372005,44134.7916,28859.342661,4104.149279,0,3675328.77990967,98900.5096478157,0,,-42327.7407091486,201981.037476,1363394.086188,907877.79148,173.831195,0,0,715836.604889,-941206.12383,77028.5136,20411.773279,2256728.710477,269.592,1413232.465526,4191565.8027529,321399.827522,2169735.185274,2212579.34096563,4298147.437478,269240.567194903,2128412.252204,16.9421367560678,173.831195,0,0,140851.382385,634908.712128,142987.093,351070.236743,32893.722,2092078.937816,16307.624,269.592,2141549.875816,0,0,0,193885.555845,321399.827522,1346782.682841,1246433.442855,100349.239986,886422.241719,615137.53249105,271284.70922795,1355161.87529,135073.794897,0,0,597358.637917,2035149.869708,5659782.700227,,,,,,,,,,,,,,,,,,,
2007-11-01,2007,"Q4","2007/08","Q2","November",4460664.60348217,9.79,14.35,7.65245880686235,18.2882546652236,2.70108979083146,697080.377995,97416.93549815,1372154.751074,28999.8,0,34986.976,2262608.22947,25652.653,7.492,213284.743845,1292400.89573575,0,878630.046038,315951.9801371,314485.452887,24950.203630181,574476.428051,2221945.78590482,1539939.914112,0,0,4488938.52464857,0,111005.82005,43918.031371,28059.181753,4104.149279,0,76081.362403,608.434806,0,608.434806,0,0,0,0,1111223.609965,1539939.914112,428716.304147,0,2371176.078815,-1901269.382936,4272445.461751,3703459.42111665,30.9304446688158,3603252.75224755,100206.668869106,1.34761820341235,386808.015007546,94219.259351,-132505.071512,6998714.25623,0,4488938.52464857,974591.843008,1382264.278577,0,2132082.40306357,608.434806,1635636.34551285,2261117.282873,78905.007371,2152447.981223,29756.802279,7.492,-625480.93736015,3736270.289889,4361751.22724915,0,0,314485.452887,4165930.81814845,4582089.46715465,416158.649006206,515003.506046676,0,482531.316483,,,,,,,,,,,,,,,,,,,,-454.289191,4443281.357593,2371176.078815,96795.710857,44321.054511,28347.62256,4104.149279,0,3622851.64071102,100206.727078367,0,,-10205.138633351,94219.259351,1539939.914112,974591.843008,608.434806,0,0,696626.088804,-797367.46320215,79308.030511,29756.802279,2290955.85203,7.492,1602660.71361785,4085322.97953355,314485.452887,2266992.73874375,2243237.8458701,4488938.52464857,187325.20038883,2221945.78590482,23.6045572266172,608.434806,0,0,136631.766957,674699.837831,100223.40978,437844.661094,34986.976,2124388.79947,25652.653,7.492,2185035.92047,0,0,0,195201.413845,314485.452887,1365094.211074,1275788.44557585,89305.76549815,878630.046038,562678.0659009,315951.9801371,1382264.278577,59132.40462013,0,0,615036.387995,2132082.40306357,5779106.527437,,,,,,,,,,,,,,,,,,,
2007-12-01,2007,"Q4","2007/08","Q2","December",4402750.49414966,10.0838545726953,14.681,8.14975447514107,18.204864102881,2.66039559491695,696741.963363,168345.945194,1400056.94297617,0,0,34749.730183,2139489.49005785,22857.843,130.415,46363.182433,1264688.458132,0,931227.88061985,324016.46915,346404.1674028,20589.1457788669,474408.776223,2135771.7476162,1543533.839495,0,0,4422791.0902772,0,132921.688175,44058.835166,28219.863592,4104.149279,0,76382.848037,1054.514567,0,1054.514567,0,0,0,0,1199976.41206,1543533.839495,343557.427435,0,2224710.712482,-2341650.935243,4566361.647725,4432490.99239408,32.9267929124395,4335208.10580021,97282.8865938689,1.38044443423239,153653.950452209,65080.496672,439538.905583,7558904.345195,0,4422791.0902772,1022330.884529,1337259.5913532,0,2063200.614395,1054.514567,1163670.38881702,2273610.32627785,78808.565349,2167709.35364985,26961.992279,130.415,-1109939.93746083,3624767.65545817,4734707.592919,0,0,346404.1674028,4942419.51727006,5363718.87301393,421299.355743869,199559.265904076,0,1136280.868946,,,,,,,,,,,,,,,,,,,,439538.905583,4719077.892589,2224710.712482,118696.606619,44448.910404,28508.304399,4104.149279,0,4451214.23088238,97282.9970088597,0,,6114.26815051465,65080.496672,1543533.839495,1022330.884529,1054.514567,0,0,1136280.868946,-1262656.18232483,79198.640587,26961.992279,2167997.79445685,130.415,1011632.65999802,4961142.64534337,346404.1674028,2287019.342661,2259097.57739125,4422791.0902772,66244.6651583816,2135771.7476162,21.9660478242065,1054.514567,0,0,177645.527531,474408.776223,0,296763.248692,34749.730183,2139489.49005785,22857.843,130.415,2197227.47824085,0,0,0,46363.182433,346404.1674028,1400056.94297617,1231710.99778217,168345.945194,931227.88061985,607211.41146985,324016.46915,1337259.5913532,20589.145778867,0,0,696741.963363,2063200.614395,5607725.240198,,,,,,,,,,,,,,,,,,,
2008-01-01,2008,"Q1","2007/08","Q3","January",4640632.28855297,11,15.1,8.88905704019614,19.4,2.61,792971.923984,80223.57651594,1381526.156248,0,0,36975.867183,2342314.0087,26150.757,82.607,115694.360895,1350012.19894768,0,953217.061698,300884.590792027,359769.895566,15788.72501758,552197.501338,2277118.68744377,1596299.317863,0,0,4646368.38286045,0,117931.148636,36308.086533,28273.703227,4104.149279,0,68685.939039,508.556754,0,508.556754,0,0,0,0,1182944.098637,1596299.317863,413355.219226,0,2100444.794857,-2323837.028613,4424281.82347,4632265.1831496,30.3142170592308,4532459.22728661,99805.9558629927,1.35748694616884,189453.526856607,64747.946358,544229.938517,7613393.405512,0,4646368.38286045,1019237.496469,1475313.71111,0,2151817.17528145,508.556754,1451674.73004106,2474209.178922,73283.953716,2370587.711927,30254.906279,82.607,-1022534.44888094,3481970.951105,4504505.39998594,0,0,359769.895566,5184791.69819258,5585482.2448476,400690.546655019,292617.730547187,0,1337201.862501,,,,,,,,,,,,,,,,,,,,544229.938517,4577985.320168,2091109.424857,103691.844717,36710.817783,37897.514034,4104.149279,0,4650975.76647067,99806.2458978811,0,,40912.1915827908,64747.946358,1596299.317863,1019237.496469,508.556754,0,0,1337201.862501,-1185573.31557894,73686.684966,30254.906279,2380211.522734,82.607,1298662.40540006,5203501.99147876,359769.895566,2369249.69541668,2329093.69046659,4646368.38286045,158315.699192371,2277118.68744377,27.0316733660707,508.556754,0,0,163706.602168,552197.501338,0,388490.89917,36975.867183,2342314.0087,26150.757,82.607,2405523.239883,0,0,0,115694.360895,359769.895566,1381526.156248,1301302.57973206,80223.57651594,953217.061698,652332.470905973,300884.590792027,1475313.71111,15788.72501758,0,0,792971.923984,2151817.17528145,6044361.163939,,,,,,,,,,,,,,,,,,,
