"Date","Year","Quarter","FY","QFY","Month","FDSB_SA_XDC","FIDR_PA","FID_PA","FITB_PA","FILR_PA","FISR_PA","27A__XDC","26D__XDC","22A__XDC","20N__XDC","20C__XDC","22G__XDC","22D__XDC","22C__XDC","22B__XDC","26G__XDC","24__XDC","26B__XDC","21__XDC","26C__XDC","26J__XDC","27R__XDC","20__XDC","25__XDC","FMA_XDC","FMBCC_XDC","FMBDN_XDC","FMB_XDC","FMBSC_XDC","FASAD_XDC","FASAOF_XDC","FASAOP_XDC","FASAON_XDC","FASAOS_XDC","FASAO_XDC","FASDSD_XDC","FASDSB_XDC","FASDS_XDC","FASDSO_XDC","FASDSS_XDC","FASFD_XDC","FASL_XDC","FASMBC_XDC","FASMB_XDC","FASMBLD_XDC","FASMBLO_XDC","FASAG_XDC","FASG_XDC","FASLG_XDC","FASAF_XDC","FASAFOIL_USD","FASF_XDC","FASLF_XDC","FASLFOIL_USD","FASO_XDC","FASLD_XDC","FASE_XDC","FAA_XDC","26AA_XDC","FDSB_XDC","FDSBC_XDC","FDSBO_XDC","FDSBS_XDC","FDSBT_XDC","FDSDX_XDC","FDSAD_XDC","FDSAO_XDC","FDSAOF_XDC","FDSAOP_XDC","FDSAON_XDC","FDSAOG_XDC","FDSDG_XDC","FDSADG_XDC","FDSLDG_XDC","FDSFD_XDC","FDSI_XDC","FDSL_XDC","FDSF_XDC","FDSAF_XDC","FDSLF_XDC","FDSO_XDC","FDSSX_XDC","FDSE_XDC","FFCC_XDC","FFCD_XDC","FFCAD_XDC","FFCAO_XDC","FFCAOP_XDC","FFCAON_XDC","FFCAOG_XDC","FFCDG_XDC","FFCADG_XDC","FFCLDG_XDC","FFCFD_XDC","FFCI_XDC","FFCL_XDC","FFCF_XDC","FFCAF_XDC","FFCLF_XDC","FFCO_XDC","FFCS_XDC","FFCE_XDC","17A__XDC","16D__XDC","12A__XDC","12E__XDC","12G__XDC","12D__XDC","12C__XDC","12B__XDC","11__XDC","16C__XDC","16J__XDC","17RV_XDC","17R__XDC","14N__XDC","14__XDC","14A__XDC","16B__XDC","16AC_XDC","15__XDC","37A__XDC","32AN_XDC","32G__XDC","32C__XDC","32D__XDC","32B__XDC","32__XDC","31N__XDC","36J__XDC","34__XDC","34__SA_XDC","35L__XDC","37R__XDC","35__XDC","35L__PC_CP_A_PT","36B__XDC","36AA_XDC","36AC_XDC","FOSAAC_XDC","FOSAA_XDC","FOSAAO_XDC","FOSAAR_XDC","FOSAOF_XDC","FOSAOP_XDC","FOSAON_XDC","FOSAOG_XDC","FOSAO_XDC","FOSDX_XDC","FOSFD_XDC","FOSI_XDC","FOSLA_XDC","FOSL_XDC","FOSAG_XDC","FOSG_XDC","FOSLG_XDC","FOSAF_XDC","FOSF_XDC","FOSLF_XDC","FOSD_XDC","FOSO_XDC","FOSSX_XDC","FOSS_XDC","FOSE_XDC","FOST_XDC","FODA_XDC","FFSAD_XDC","FFSAP_XDC","FFSAON_XDC","FFSAOG_XDC","FFSAO_XDC","FFSD_XDC","FFSFD_XDC","FFSI_XDC","FFSL_XDC","FFSAG_XDC","FFSG_XDC","FFSLG_XDC","FFSAF_XDC","FFSF_XDC","FFSLF_XDC","FFSO_XDC","FFSS_XDC","FFSE_XDC","FOFA_XDC"
2008-02-01,2008,"Q1","2007/08","Q3","February",4829072.49621342,11.08,14.9,8.34669048944342,19.48,2.6,812569.07234615,84254.37705512,1445799.585375,0,0,29052.443183,2475509.94020405,24755.443,3.29,167208.451709,1469869.2845163,0,1051451.74375771,312615.862376953,281106.96180624,27563.9615803619,507616.362155,2379000.83628364,1519372.881097,0,0,4855051.14572494,0,98257.59719,36485.25073,28691.542319,4104.149279,0,69280.942328,164.743213,0,164.743213,0,0,0,0,1185821.220791,1519372.881097,333551.660306,0,2114886.157115,-2365078.21905,4479964.376165,4560486.46819733,27.28044868631,4461676.93688129,98809.53131604,1.38465385242704,167279.930340291,63728.710325,513590.992374,7543485.832955,0,4855051.14572494,1006181.024925,1506651.611554,0,2342218.50924594,164.743213,1595069.04798493,2598602.05871505,65537.693913,2504201.48252305,28859.592279,3.29,-1003533.01073012,3560685.74249,4564218.75322012,0,0,281106.96180624,5200512.81826205,5611938.21195505,411425.393692994,333098.950781653,0,1326160.06472015,,,,,,,,,,,,,,,,,,,,513590.992374,4633581.862072,2105550.787115,83693.006521,36873.669875,38315.353126,4104.149279,0,4579211.36210293,98809.2358586037,0,,18499.9030793261,63728.710325,1519372.881097,1006181.024925,164.743213,0,0,1326160.06472015,-1166485.86663712,65926.113058,28859.592279,2513825.29333005,3.29,1442128.42202993,5219238.00762508,281106.96180624,2476050.3094413,2408630.34037138,4855051.14572494,198883.514189688,2379000.83628364,30.0948819537361,164.743213,0,0,179640.195866,507616.362155,0,327976.166289,29052.443183,2475509.94020405,24755.443,3.29,2529321.11638705,0,0,0,167208.451709,281106.96180624,1445799.585375,1361545.20831988,84254.37705512,1051451.74375771,738835.881380761,312615.862376953,1506651.611554,27563.9615803621,0,0,812569.07234615,2342218.50924594,6306125.54789599,,,,,,,,,,,,,,,,,,,
2008-03-01,2008,"Q1","2007/08","Q3","March",4771217.16536068,9.981,15,8.32253358206562,20.084,2.594,857575.281639487,107370.50097678,1487363.321424,0,0,29618.625183,2509560.60658,24391.199,216.565,233088.703527,1405535.14509239,0,938825.123379,262273.20409642,274035.202861,55595.7453287429,594892.077634,2389393.73461618,1554303.184882,0,0,4788712.91138757,0,168865.404283,36665.775146,26629.136712,4104.149279,0,67399.061137,200.663715,0,200.663715,0,0,0,0,1195034.750432,1554303.184882,359268.43445,0,1820695.949639,-2521260.323421,4341956.27306,4622849.84556358,30.7775942870302,4521929.48875107,100920.356812502,1.38356232805732,110175.850882073,63734.121633,508519.809638,7458548.474615,0,4788712.91138757,993784.031679,1617875.113134,0,2177053.76657457,200.663715,1489918.55392622,2631186.0569,66284.400329,2536189.743292,28495.348279,216.565,-1141267.50297378,3308059.271063,4449326.77403678,0,0,274035.202861,5198481.40803365,5561674.96894258,363193.560908922,259356.092656816,0,1366095.09127749,,,,,,,,,,,,,,,,,,,,508519.809638,4482700.757343,1811360.579639,154014.8174,37053.57431,36252.947519,4104.149279,0,4638037.91722267,100920.42739383,0,,-29554.9792351556,63734.121633,1554303.184882,993784.031679,200.663715,0,0,1366095.09127749,-1291347.35725678,66672.199493,28495.348279,2545813.554099,216.565,1349850.30961422,5213669.40911142,274035.202861,2399319.17677139,2399868.71181039,4788712.91138757,134475.849422587,2389393.73461618,23.6224205425465,200.663715,0,0,201250.718753,594892.077634,0,393641.358881,29618.625183,2509560.60658,24391.199,216.565,2563786.995763,0,0,0,233088.703527,274035.202861,1487363.321424,1379992.82044722,107370.50097678,938825.123379,676551.91928258,262273.20409642,1617875.113134,55595.7453287429,0,0,857575.281639487,2177053.76657457,6310501.83094049,,,,,,,,,,,,,,,,,,,
2008-04-01,2008,"Q2","2007/08","Q4","April",4887878.79383275,11.03,14.92,8.20905340744982,21.219,2.58,842315.40804209,108607.4205354,1415624.836723,0,0,30210.770692,2629873.51994925,24319.541,2.556,203382.061961,1483221.36183975,0,846200.189827,266547.62009051,300888.478961,-71899.75247976,597006.470596,2410175.28574508,1615512.388323,0,0,4914070.47315783,0,139144.418551,36851.353183,26785.96098,4104.149279,0,67741.463442,200.663715,0,200.663715,0,0,0,0,1177237.519578,1615512.388323,438274.868745,0,1936318.400711,-2325118.121886,4261436.522597,4577475.96739058,33.8324017552153,4478468.31354358,99007.6538469975,1.39316260178554,204906.639238582,63739.381633,475877.000741,7407864.950706,0,4914070.47315783,1020673.825573,1642513.902489,0,2250882.74509583,200.663715,1734047.14538485,2752147.85108325,67062.123875,2656659.48092925,28423.690279,2.556,-1018100.7056984,3351943.237434,4370043.9431324,0,0,300888.478961,5058120.88328007,5423676.15721758,365555.273937507,258816.003955822,0,1318192.40878309,,,,,,,,,,,,,,,,,,,,475877.000741,4402591.862926,1926983.030711,124286.141668,37235.168403,36409.771787,4104.149279,0,4592668.02246436,99007.6578740433,0,,64757.3291003129,63739.381633,1615512.388323,1020673.825573,200.663715,0,0,1318192.40878309,-1168591.4160274,67445.939095,28423.690279,2666283.29173625,2.556,1593564.06108285,5073312.9343268,300888.478961,2503895.18741275,2491562.4091408,4914070.47315783,133524.970700553,2410175.28574508,26.4152391483319,200.663715,0,0,156563.694005,597006.470596,0,440442.776591,30210.770692,2629873.51994925,24319.541,2.556,2684406.38764125,0,0,0,203382.061961,300888.478961,1415624.836723,1307017.4161876,108607.4205354,846200.189827,579652.56973649,266547.62009051,1642513.902489,-71899.75247976,0,0,842315.40804209,2250882.74509583,6378192.46188168,,,,,,,,,,,,,,,,,,,
2008-05-01,2008,"Q2","2007/08","Q4","May",4991711.79311096,11.541,15.96,8.26507529996792,19.92,2.51,821555.36319602,120596.32353244,1460572.61506,2500,0,32534.696405,2602773.83680543,26076.548,2.933,159713.994941,1442706.5909245,0,1050941.55215249,354294.75291242,308780.5849269,-47375.5223478821,581927.034268,2597057.12660052,1576299.180208,0,0,5064832.69446002,0,99473.303338,37042.272309,27230.690521,4104.149279,0,68377.112109,216.473549,0,216.473549,0,0,0,0,1194362.671866,1576299.180208,381936.508342,0,2145843.137691,-2281484.609617,4427327.747308,4398173.8091205,36.3098056023682,4302425.33152669,95748.4775938139,1.43902837173881,197635.066969686,63660.673734,350979.742896001,7384142.237927,0,5064832.69446002,1025068.976935,1680568.76134951,0,2359194.95617551,216.473549,1788256.80822999,2729765.12631943,69576.968714,2630004.52732643,30180.697279,2.933,-941508.31808944,3606415.752751,4547924.07084044,0,0,308780.5849269,4999072.13076676,5449115.36127299,450043.230506234,240964.078963804,0,1172535.10609202,,,,,,,,,,,,,,,,,,,,350979.742896001,4568034.220976,2116559.927691,84619.526455,37405.127475,56802.341328,4104.149279,0,4413386.82449877,95748.6069770973,0,,57938.9983866691,63660.673734,1576299.180208,1025068.976935,216.473549,0,0,1172535.10609202,-1111498.00175744,69939.82388,30180.697279,2659576.17813343,2.933,1648201.63053499,5014285.01676174,308780.5849269,2467775.5678595,2433081.05621257,5064832.69446002,116121.787263787,2597057.12660052,28.6223877963644,216.473549,0,0,169293.694931,584427.034268,2500,412633.339337,32534.696405,2602773.83680543,26076.548,2.933,2661388.01421043,0,0,0,159713.994941,308780.5849269,1460572.61506,1339976.29152756,120596.32353244,1050941.55215249,696646.799240069,354294.75291242,1680568.76134951,-47375.522347882,0,0,821555.36319602,2359194.95617551,6513800.90257263,,,,,,,,,,,,,,,,,,,
2008-06-01,2008,"Q2","2007/08","Q4","June",5026146.95378089,10.852,16.1736666666667,8.60694239988176,20.1796276413635,2.1,855398.007944,118413.10069516,1485316.573746,0,0,28903.518993,2714843.028037,25522.441,94.296,158329.583628,1426255.376571,0,980368.697192,231427.576206536,288853.708567,186845.91114044,567581.581105,2537106.87131462,1614486.02295,0,0,5037847.11565461,0,100022.446367,37182.129531,28800.489133,4104.149279,0,70086.767943,457.303511,0,457.303511,0,0,0,0,1230016.304402,1614486.02295,384469.718548,0,2148229.33108,-2282718.978936,4430948.310016,4432703.88235272,32.739189566404,4336716.84851746,95987.0338352666,1.44681228295502,208519.278478456,72613.112449,328031.366503001,7447403.049135,0,5037847.11565462,1074484.867769,1662868.7057345,0,2300493.54215111,457.303511,1923634.54608784,2839450.051973,66085.648524,2743643.51717,29626.590279,94.296,-915815.50588516,3633545.904826,4549361.41071116,0,0,288853.708567,5085657.96950292,5413072.57954472,327414.610041803,498705.013404896,0,1183429.374447,,,,,,,,,,,,,,,,,,,,328031.366503001,4558639.149831,2118946.12108,85145.549284,37543.672474,58372.13994,4104.149279,0,4452346.28215633,95987.2691793693,0,,86243.689787958,72613.112449,1614486.02295,1074484.867769,457.303511,0,0,1183429.374447,-1072789.55570016,66447.191467,29626.590279,2773215.167977,94.296,1796593.69002284,5105300.13396242,288853.708567,2500740.24434,2536323.24552678,5037847.11565462,391306.321797398,2537106.87131462,31.1249270621393,457.303511,0,0,155531.436633,567581.581105,0,412050.144472,28903.518993,2714843.028037,25522.441,94.296,2769363.28403,0,0,0,158329.583628,288853.708567,1485316.573746,1366903.47305084,118413.10069516,980368.697192,748941.120985464,231427.576206536,1662868.7057345,186845.91114044,0,0,855398.007944,2300493.54215111,6503594.481441,,,,,,,,,,,,,,,,,,,
2008-07-01,2008,"Q3","2008/09","Q1","July",5079216.83493126,10.8522963482257,16.454,9.04596823607014,22.0077140097903,2.10032267052118,854011.86875215,89304.11388275,1449868.666228,0,0,30070.842993,2867658.9960054,20806.47,2.563,140954.907262,1428713.25639878,0,824646.576046199,314638.24310156,279915.32041052,156182.602569849,538849.282452,2468183.08434576,1651786.759961,0,0,4988877.84089355,0,98861.453029,36262.392967,28663.171447,4104.149279,0,69029.713693,457.303511,0,457.303511,0,0,0,0,1260632.047861,1651786.759961,391154.7121,0,2098032.541067,-2263322.66941311,4361355.21048011,4461803.83457676,32.1524783712702,4365331.29709595,96472.5374808042,1.42813039590654,181679.285945844,72616.579604,363359.865382999,7432456.422277,0,4988877.84089354,1091981.500149,1642984.75613973,0,2253911.58460482,457.303511,2084810.46862354,2987568.5856914,66333.23596,2896322.1674524,24910.619279,2.563,-902758.117067859,3547901.207295,4450659.32436286,0,0,279915.32041052,4875339.63004059,5286450.41062296,411110.780582364,473527.899712693,0,1217371.73413515,,,,,,,,,,,,,,,,,,,,363359.865382999,4486666.601121,2068749.331067,83981.555946,36630.2082,58234.822254,4104.149279,0,4481439.96057756,96472.4126877392,0,,61780.505055824,72616.579604,1651786.759961,1091981.500149,457.303511,0,0,1217371.73413515,-1057352.71770875,66701.051193,24910.619279,2925893.8182594,2.563,1960155.33402265,4894975.88083446,279915.32041052,2520694.75654778,2593536.32352881,4988877.84089354,368509.015905673,2468183.08434576,27.3743981769989,457.303511,0,0,168650.547712,538849.282452,0,370198.73474,30070.842993,2867658.9960054,20806.47,2.563,2918538.8719984,0,0,0,140954.907262,279915.32041052,1449868.666228,1360564.55234525,89304.11388275,824646.576046199,510008.332944639,314638.24310156,1642984.75613973,156182.602569849,0,0,854011.86875215,2253911.58460482,6530303.80118407,,,,,,,,,,,,,,,,,,,
2008-08-01,2008,"Q3","2008/09","Q1","August",5040826.10771866,10.8522963482257,16.23,8.70244662397427,23.3385473503078,2.08016470815588,918377.030157,116056.37528629,1515125.19355,124499.6,0,33521.629993,2905251.629531,21141.744,278.749,131040.781639,1462226.22468714,0,808527.559804,392429.60788655,306200.19664,148278.10439744,490220.270681,2423958.05554558,1658522.222819,0,0,5016470.34955572,0,99537.140351,36933.13757,28533.500599,4104.149279,0,69570.787448,714.256126,0,714.256126,0,0,0,0,1294342.786122,1658522.222819,364179.436697,0,2272445.480259,-2156567.723992,4429013.204251,4300861.00122786,29.9009615783731,4207110.49394821,93750.5072796518,1.42437989160995,129861.587474214,196393.515226,234159.11611,7487356.635523,0,5016470.34955572,1130286.069323,1645826.544335,0,2240357.73589772,714.256126,2272265.63424371,3029764.539972,70454.767563,2933785.13013,25245.893279,278.749,-757498.90572829,3787570.673809,4545069.57953729,0,0,306200.19664,4623208.44586566,5109388.56103187,486180.115166202,419553.131200654,0,1152536.146267,,,,,,,,,,,,,,,,,,,,234159.11611,4555457.768934,2243162.270259,84654.243268,37303.324765,58105.151406,4104.149279,0,4320494.75698609,93750.7422735128,0,,8826.27447457703,196393.515226,1658522.222819,1130286.069323,714.256126,0,0,1152536.146267,-913226.68041129,70824.954758,25245.893279,2963356.780937,278.749,2146479.69756271,4642841.96663003,306200.19664,2592512.29401014,2618734.91307417,5016470.34955572,313400.715284017,2423958.05554558,24.5525168586596,714.256126,0,0,164056.716799,614719.870681,124499.6,326163.553882,33521.629993,2905251.629531,21141.744,278.749,2960193.752524,0,0,0,131040.781639,306200.19664,1515125.19355,1399068.81826371,116056.37528629,808527.559804,416097.95191745,392429.60788655,1645826.544335,148278.10439744,0,0,918377.030157,2240357.73589772,6697941.71008372,,,,,,,,,,,,,,,,,,,
2008-09-01,2008,"Q3","2008/09","Q1","September",5079215.65417222,9.07547490820645,16.179,8.49084529302582,21.2282707375152,2.06102545762189,941913.79178915,106108.35951086,1499519.603589,0,0,39071.587993,3033538.68617254,21822.113,194.441,142210.774849,1474543.87493822,0,790005.419933765,496723.80001911,311763.01867476,39487.148866485,542917.578523,2414318.65965629,1680418.33369,0,0,4996752.23997451,0,98798.662787,37134.844333,28592.184117,4104.149279,0,69831.177729,4.112117,0,4.112117,0,0,0,0,1279326.749856,1680418.33369,401091.583834,0,2341765.179113,-2232232.333479,4573997.512592,4304415.03202006,29.4363885937547,4210019.71641923,94395.3156008358,1.4030020394599,102559.429331226,70976.315174,292459.033144002,7524436.482621,0,4996752.23997451,1107889.70538,1661061.44580655,0,2227801.08878796,4.112117,2325636.91649368,3164458.00589454,76206.432326,3062130.87028954,25926.262279,194.441,-838821.08940086,3841284.782702,4680105.87210286,0,0,311763.01867476,4503301.33633388,5094420.45195383,591119.115619946,286046.055220711,0,1234372.82493315,,,,,,,,,,,,,,,,,,,,292459.033144002,4692550.674093,2312481.969113,83912.765704,37514.047178,58163.834924,4104.149279,0,4320236.30402243,94395.169254356,0,,-14390.567251927,70976.315174,1680418.33369,1107889.70538,4.112117,0,0,1234372.82493315,-986657.46090186,76585.635171,25926.262279,3091702.52109654,194.441,2207751.39864468,4519122.75468273,311763.01867476,2582433.58031822,2631080.79078001,4996752.23997451,183981.955720558,2414318.65965629,19.3810249108599,4.112117,0,0,171437.044476,542917.578523,0,371480.534047,39071.587993,3033538.68617254,21822.113,194.441,3094626.82816554,0,0,0,142210.774849,311763.01867476,1499519.603589,1393411.24407814,106108.35951086,790005.419933765,293281.619914655,496723.80001911,1661061.44580655,39487.1488664849,0,0,941913.79178915,2227801.08878796,6788147.02552092,,,,,,,,,,,,,,,,,,,
2008-10-01,2008,"Q4","2008/09","Q2","October",5444649.25372013,8.66236717544472,17.04,9.72372808984988,20.1636334230794,2.10371807798804,1012114.925657,102219.53087331,1513622.446942,0,0,35280.420993,3164253.44566,19760.997,314.3,116078.262181,1514084.73328849,0,1083411.476141,698172.77080999,280227.011602,-118536.53303432,580990.046588,2793272.43094853,1742224.941776,0,0,5427673.09136502,0,99077.759057,35814.302678,28606.2246,4104.149279,0,68524.676557,104.616232,0,104.616232,0,0,0,0,1295270.833387,1742224.941776,446954.108389,0,2444628.066602,-2073558.627417,4518186.694019,4500628.37745639,30.5246008809191,4399195.25724857,101433.120207818,1.24563769929665,88823.1914235667,70980.78459,591105.531426,7874291.82636,0,5427673.09136502,1120315.927128,1861086.924735,0,2446270.23950202,104.616232,2625978.12886169,3288133.84021,71094.723671,3192859.67026,23865.146279,314.3,-662155.71134831,3958250.513544,4620406.22489231,0,0,280227.011602,4784433.96257958,5584039.85359739,799605.891017808,99186.9141632466,0,1603220.457083,,,,,,,,,,,,,,,,,,,,591105.531426,4636550.739284,2395440.676137,84184.567014,36294.373934,28894.665407,4104.149279,0,4516348.78351361,101433.334708132,0,,-77132.7327295198,70980.78459,1742224.941776,1120315.927128,104.616232,0,0,1603220.457083,-829707.14707831,71574.794927,23865.146279,3193148.111067,314.3,2459195.20519469,4800154.15413649,280227.011602,2634400.66041649,2687324.49085555,5427673.09136502,-51875.8179468397,2793272.43094853,26.2781235052872,104.616232,0,0,174954.906259,580990.046588,0,406035.140329,35280.420993,3164253.44566,19760.997,314.3,3219609.163653,0,0,0,116078.262181,280227.011602,1513622.446942,1411402.91606869,102219.53087331,1083411.476141,385238.70533101,698172.77080999,1861086.924735,-118536.53303432,0,0,1012114.925657,2446270.23950202,7544970.956468,,,,,,,,,,,,,,,,,,,
2008-11-01,2008,"Q4","2008/09","Q2","November",5519817.97957802,11.5,17.75,10.05,19.38,2.14,1039776.196761,106987.73020404,1580793.815444,10000,0,69029.582923,3248274.563713,19419.403,246.961,114163.557201,1622248.67033611,0,989060.6498935,546059.15945148,264541.362751,92497.93463452,610694.4511865,2741244.81581785,1819910.893006,0,0,5555587.54809246,0,85604.806188,36005.824739,38312.816915,4104.149279,0,78422.790933,104.542809,0,104.542809,0,0,0,0,1359191.625333,1819910.893006,460719.267673,0,2588651.289748,-1931234.872196,4519886.161944,4535682.12083068,29.5769664800648,4429377.37271349,106304.748117191,1.18703255281423,143955.633272488,29703.423252,668495.605299,8056021.7331167,0,5555587.54809246,1192094.0619385,1884113.064096,0,2479380.42205796,104.542809,2957964.51461296,3415393.301569,105035.407662,3286587.380628,23523.552279,246.961,-457428.78695604,4169445.105192,4626873.89214804,0,0,264541.362751,4872378.86315551,5524742.77072418,652363.907568671,301838.122053008,0,1708271.80206,,,,,,,,,,,,,,,,,,,,668495.605299,4634504.145914,2511978.471397,83591.391474,36511.029932,28601.257722,4104.149279,0,4551377.39115613,106304.816138268,0,,-32859.735458141,19703.423252,1819910.893006,1192094.0619385,104.542809,0,0,1708271.80206,-648719.58927704,105540.612855,23523.552279,3276875.821435,246.961,2757467.35829196,4888074.06545988,264541.362751,2814342.73227461,2778666.67315794,5555587.54809246,117036.168036379,2741244.81581785,23.7617204509923,104.542809,0,0,167097.5633945,620694.4511865,10000,443596.887792,69029.582923,3248274.563713,19419.403,246.961,3336970.510636,0,0,0,114163.557201,264541.362751,1580793.815444,1473806.08523996,106987.73020404,989060.6498935,443001.49044202,546059.15945148,1884113.064096,92497.9346345201,0,0,1039776.196761,2479380.42205796,7447590.60561,,,,,,,,,,,,,,,,,,,
2008-12-01,2008,"Q4","2008/09","Q2","December",5746641.35315609,11.62,19.42,12.25,19,2.19,1155603.9621171,154063.21847942,1532560.709244,0,0,57069.425338,3377194.561585,19642.564,449.536,52138.012289,1637031.54117188,0,983630.042154,464555.90851938,270990.777786,37847.3732627789,695856.258602,2894172.30230303,1926960.890525,0,0,5785727.69631691,0,74009.070833,36186.494288,28209.096572,4104.149279,0,68499.740139,166.527936,0,166.527936,0,0,0,0,1487710.321437,1926960.890525,439250.569088,0,2792262.03791,-1931808.073304,4724070.111214,4603945.94860528,43.2922361156999,4495334.77607715,108611.172528132,1.20208680368155,164614.718264151,19702.127603,594591.249417,8300144.219887,0,5785727.69631691,1254523.852842,2005601.90508513,0,2525601.93838978,166.527936,2969545.24452258,3522855.827062,93255.919626,3405403.658157,23746.713279,449.536,-553310.58253942,4324822.747154,4878133.32969342,0,0,270990.777786,5014408.90971177,5587575.99075928,573167.081047512,176873.93966693,0,1750195.2115341,,,,,,,,,,,,,,,,,,,,594591.249417,4813235.809077,2704289.990652,71995.656119,36679.455481,39796.766286,4104.149279,0,4615373.84870706,108611.201644526,0,,8972.06032153748,19702.127603,1926960.890525,1254523.852842,166.527936,0,0,1750195.2115341,-730448.32766042,93748.880819,23746.713279,3416991.327871,449.536,2804488.13030858,5025836.78069715,270990.777786,2891555.39401388,2852790.04178742,5785727.69631691,23244.6964383164,2894172.30230303,30.8162103572088,166.527936,0,0,233186.468595,695856.258602,0,462669.790007,57069.425338,3377194.561585,19642.564,449.536,3454356.086923,0,0,0,52138.012289,270990.777786,1532560.709244,1378497.49076458,154063.21847942,983630.042154,519074.13363462,464555.90851938,2005601.90508513,37847.3732627789,0,0,1155603.9621171,2525601.93838978,7596630.59682108,,,,,,,,,,,,,,,,,,,
2009-01-01,2009,"Q1","2008/09","Q3","January",5856379.78229134,11.23,19.42,12.25,18.9237758794523,2.23,1182033.03101095,94982.41842269,1539038.074755,0,0,36912.063338,3402328.2567289,18967.368,450.779,36421.35411513,1633986.00978637,0,988207.854335,561095.75544742,212489.337495,60652.846892094,761181.217658,2965424.8541205,1996501.890576,0,0,5844958.84476287,0,167903.057876,28330.911076,39338.235485,4104.149279,0,71773.29584,262.997217,0,262.997217,0,0,0,0,1444692.313403,1996501.890576,551809.577173,0,2877932.225135,-2208304.609427,5086236.834562,4715719.16257664,27.9715734401351,4608948.33131671,106770.831259931,1.18487457920248,40051.6848317139,19709.597603,583793.905377,8673611.672388,0,5844958.84476287,1245547.980856,2031622.67145757,0,2567788.1924493,262.997217,2766182.80981221,3530431.7629069,65242.974414,3441666.4922139,23071.517279,450.779,-764248.95309469,4416970.29989,5181219.25298469,0,0,212489.337495,5036060.43020429,5703927.01691164,667866.586707351,-21294.8823720623,0,1765826.93638795,,,,,,,,,,,,,,,,,,,,583793.905377,5175333.417732,2792486.455223,165824.983625,28837.244261,39626.676291,4104.149279,0,4754251.72279111,107753.6422724,0,,-98224.219307291,19709.597603,1996501.890576,1245547.980856,262.997217,0,0,1765826.93638795,-938791.30617669,65749.307599,23071.517279,3441954.9330199,450.779,2592435.23072121,5073610.17940629,212489.337495,2879533.99064237,2829693.93651582,5844958.84476287,-157492.712260067,2965424.8541205,25.7962856824652,262.997217,0,0,199144.332547,761181.217658,0,562036.885111,36912.063338,3402328.2567289,18967.368,450.779,3458658.4670669,0,0,0,36421.35411513,212489.337495,1539038.074755,1444055.65633231,94982.41842269,988207.854335,427112.09888758,561095.75544742,2031622.67145757,60652.8468920939,0,0,1182033.03101095,2567788.1924493,7632131.66990854,,,,,,,,,,,,,,,,,,,
