"Date","Year","Quarter","FY","QFY","Month","EX","EX_COF","EX_ELC","EX_GOLD","EX_COT","EX_TEA","EX_TOB","EX_FISH","EX_HISK","EX_SIM","EX_MAIZE","EX_BEANS","EX_FLO","EX_OIL","EX_COB","EX_OTH","EX_OTH_BAKW","EX_OTH_BMP","EX_OTH_BEER","EX_OTH_CPHO","EX_OTH_CEM","EX_OTH_COCB","EX_OTH_COTL","EX_OTH_CROIL","EX_OTH_EFATS","EX_OTH_FRVEG","EX_OTH_GNUTS","EX_OTH_OPUL","EX_OTH_PAPAIN","EX_OTH_PLP","EX_OTH_RICE","EX_OTH_SOAP","EX_OTH_SUGAR","EX_OTH_TEX","EX_OTH_VAN","EX_OTH_H2O","EX_OTH_OTH","EX_FORM","EX_ICBT","EX_ICBT_MAIZE","EX_ICBT_BEANS","EX_ICBT_SUGAR","EX_ICBT_OGR","EX_ICBT_BAN","EX_ICBT_OTH_AGR","EX_ICBT_FISH","EX_ICBT_IND","EX_ICBT_OTH","EX_COF_VOL","EX_COT_VOL","EX_TEA_VOL","EX_TOB_VOL","EX_BEANS_VOL","EX_SIM_VOL","EX_OPUL_VOL","EX_MAIZE_VOL","EX_SOR_VOL","EX_FISH_VOL","EX_FRVEG_VOL","EX_HISK_VOL","EX_CEM_VOL","EX_FLO_VOL","EX_COCB_VOL","EX_SUGAR_VOL","EX_RICE_VOL","EX_VAN_VOL","EX_GOLD_VOL","EX_COB_VOL","EX_EFATS_VOL","EX_SOAP_VOL","EX_PLP_VOL","EX_PEP_VOL","EX_ELC_VOL","EX_BEER_VOL"
2015-01-01,2015,"Q1","2014/15","Q3","January",219.565573442977,39.69966,1.58388557,0.0251,2.318482445,6.12589627093886,5.60465576736871,12.8548629838188,5.031743856,7.13147276399999,4.82256888744493,1.59597860271018,5.03770457476771,11.4064955962129,0,85.4743528406853,0.990561409354085,9.57743614929772,0.983909293864866,0.185764178,6.57997736138402,6.609656233,0,2.79529888215707,3.39392534967913,1.97180247440423,0.00497689921847151,7.45505357255017,0,2.84645005288647,2.40918746670721,2.57292083354228,4.4342766367973,0,0.0790572559966244,1.47442790915737,31.1096708826883,188.712860158947,30.85271328403,2.06459891342,0.88895552344,0.16538342742,0.30401775128,0.42031349432,4.44147502796,3.8451646907,18.66441370541,0.05839075008,310829,8925.22702702703,4622.584,2031.351,2741.317,5669.978,34.21,9824.781,10838.609,1526.302,2552.42,2604.005,11193.961,654.45,2490.532,7596.927,4288.809,11400,4.5,0,235.7686,2335.731,2018.371,10890.32925,10240.221,1919.208
2015-02-01,2015,"Q1","2014/15","Q3","February",224.088582509302,36.90335599,1.375532,0.0735,2.614217643,3.87983565144072,6.41429362003056,9.85940573385301,6.17327246700001,7.88100422002105,4.04543366144188,0.871241310576511,5.76130588987178,9.94581984255441,0,96.3325450699522,1.396976552,12.5948970027828,1.23683481298221,0.584347911,7.08523019887942,5.17517558,0,4.26596147453833,3.18730319914021,1.90387112638036,0.066020752,5.49260844312454,0,3.0570009534406,1.80589746104333,2.31122780654078,5.46478010388459,0,0.036,1.19852575387617,39.4698859383389,192.130763099742,31.95781940956,2.37199314628,1.17377646844,0.22946156968,0.3067510938,0.44425273892,4.90851869644,3.37510995748,19.10003631592,0.0479194226,290475,10622.8756756757,2838.694,2154.715,1494.944,5924.547,120.89,10517.583,8494.384,1426.949,1919.529,2655.525,16410.297,815.345,2222.945,9593.504,3715.754,316,8,0,353.8,1799.348,2158.194,9486.7219,9322.461,1960.733
2015-03-01,2015,"Q1","2014/15","Q3","March",252.468571386786,40.936305,1.51258052,0,4.212580637,3.041889629,3.600615416,9.886906073,6.940831387,8.94572207189804,5.08737475961626,3.49176497928915,3.883145065048,11.578124511,0,114.259801292874,1.469588461,11.5528319367588,0.765118212000001,0.574482907,7.833626927,6.10637420900001,0,3.976145367,3.84488810690806,4.00211614809921,0.196560587478881,9.31774335496568,0,3.03061997320912,1.983022049,2.50471575268747,7.633668272,0,0.039124552,1.66157829,47.7675961867672,217.377641341726,35.09093004506,2.3469556719,0.8522806854,0.21910863488,0.43238501799,0.51528733119,5.03899239456,4.4443472105,21.15742805706,0.08414504158,311747,16130.3621621622,2373.37,1267.845,15196.714,6279.74,51.5,9009.17,13879.713,1400.436,4062.151,3472.247,18879.553,680.677,2869.123,8886.146,4122.56,1192,0,0,297.31,2010.0805,2907.2858,10530.63385,10560.667,1204.012
2015-04-01,2015,"Q2","2014/15","Q4","April",224.047538394661,32.80561285,1.23920387,0,2.69202294,4.46499249430606,1.82342545266295,10.2746047597671,5.130841831,5.69465237801133,6.02173824528478,1.70433079686203,3.66080345244315,10.462678543,0,102.596719621913,1.028316697,10.8089535039606,0.864303007,10.95719664,7.11046782428855,4.238274516,0,3.369488815,3.14169527824589,2.65351834851271,0.114174425742974,5.06936935735308,0,2.82461569999867,1.553415012,2.48483117579422,6.3821721192082,0,0.097116,1.52062293029479,38.3781882715134,188.571627235251,35.47591115941,2.79393390117,0.39888244957,0.4352652633,0.35866689709,0.39631210329,5.74429425884,4.45483987575,20.8245042624,0.069212148,264065,11134.9459459459,3484.593,824.25,8979.505,4581.128,134.334,22136.21,8234.1,1369.303,4641.817,2918.476,38692.22,672.875,1919.162,11462.774,3532.974,1334,0,0,2507.46,3390.22,1571.312,9786.95885,8948.403,1078.41
2015-05-01,2015,"Q2","2014/15","Q4","May",225.336226097204,30.580317,1.35918447,0,1.072310822,7.8225829590395,1.60478272740707,9.66387618066487,5.474012133,2.03443207332023,15.2521242712609,3.91359856735439,6.07775487972559,10.6418862275326,0,92.479024744049,1.044095692,8.10250441258409,0.902783314778433,3.852814453,7.43253542065899,5.163182704,0,3.54655297125794,3.33737683313207,2.10617560046068,0.827302961977371,2.34454870909402,0,3.18632580398327,1.89943359722528,1.75198313398899,5.65205508397697,0,0.499737641,0.867090097590714,39.9625263133402,187.975887055354,37.36033904185,1.32590704195,0.62623021636,0.43850741147,0.46385288891,0.35181411628,4.60617282884,5.60321870368,23.87919846942,0.06543736494,263330,833.19,5852.228,622.592,10481.948,1613.04,434.971,34804.18,3660.609,1534.46,3364.711,2354.043,40018.275,958.833,2144.213,10325.824,4016.781,8121,0,0,2699.644,4128.478,1851.644,9901.22105,9295.981,1361.391
2015-06-01,2015,"Q2","2014/15","Q4","June",240.177571912594,35.26256698,1.51127169,0,2.368500116,6.33351575818782,1.788691472,10.3946490544124,5.027146805,2.20788923735539,10.2770947598343,11.9163434372682,5.32375391338094,11.679872006,0,96.7098510110346,1.05479873449984,7.9396862470165,1.116846456,3.011688069,7.89278128052839,4.27672992,0,2.83724106809715,3.57931881382411,3.75178392169535,1.28448782471746,1.30334563485581,0,3.22001647962606,1.6693853761618,4.08792078042371,9.64460854366614,0,0.300918121961562,1.08107983409314,38.6572139048676,200.801146240474,39.37642567212,1.15616372001,1.93315494361,0.80058055797,0.32001498665,0.52482952409,4.16356503663,5.11419062137,25.31275299051,0.05117329128,335405,1753.689,4778.329,756.766,28668.145,1493.8,2701.3,36806.997,3166.65,1555.865,6736.325,2229.186,42420.495,876.94,1498.126,17907.551,3665.556,5158,0,0,2895.855,5220.779,1723.025,10721.2268,10093.87,1976.819
2015-07-01,2015,"Q3","2015/16","Q1","July",220.19476012361,43.06813798,1.47998232,0,2.308165678,6.53952785105647,3.192665049,9.38879022180839,3.908052511,3.02323833940412,5.11753933596448,5.64146129470011,5.47606365013471,10.418611602,0,90.2766190094319,1.06651003673445,8.84647497849981,0.699796440000001,0.509134385385454,7.41442435854504,5.88670175200001,0,3.29369079716172,3.07839456168123,2.59575349075562,1.56591872973065,0.734921739475679,0,3.27905090535137,2.42489253145006,2.19834109191951,7.89606798687984,0,0.16487,1.13630382678659,37.4853713970749,189.8388548425,30.35590528111,1.49139798789,1.41793329651,0.19368619239,0.21519654905,0.28460734515,4.17107056829,3.18680286021,19.32367754576,0.07153293586,403381,1711.3405,5026.975,1038.031,11983.498,2445.8,844.19,19689.11,1231.15,1684.428,4712.298,1752.365,39788.52,702.21,2356.693,16318.68,4859.46,2133,0,0,2691.438,3612.874,2919.766,9714.89545,10862.624,1334.696
2015-08-01,2015,"Q3","2015/16","Q1","August",216.694453187016,32.536657,1.43559067,0,1.247416949,6.13329638100001,2.00171445693092,7.98432917931013,5.634082256,4.02480895374183,11.3718701473578,8.2203394555447,3.92928546048498,12.490053062,0,82.5619398607456,1.018076348,9.62685466340449,0.951966702000001,0.211203735,5.66439030442965,3.641035296,0,2.522314498,2.98275621352514,2.28255596301111,1.44817938436289,2.76182504748269,0,3.35414039999994,1.82862701664435,1.67468341491047,2.947493518,0,0.352766235,0.828751305753941,38.4643198152209,179.571383832116,37.1230693549,5.33123504045,1.68661502731,0.26471732133,0.38336562721,0.32555000273,3.71898343746,2.94160080132,22.31909446055,0.15190763654,320297,5025.05405405405,4554.868,1316.046,21803.19,3420.592,2071.25,35600.266,3294.932,1346.842,6809.284,2598.463,32180.6,574.687,1771.482,5773.593,4537.098,6035,0,0,3117.838,2769.532,2754.581,11487.4508,10542.272,1646.448
2015-09-01,2015,"Q3","2015/16","Q1","September",208.151859132693,29.32076298,1.34020739,0.06,0.434486976,5.305382564,9.093523588,8.99533139998164,4.48986164,6.21507480813241,7.91164907641004,3.27691481844496,3.35284118558488,11.166081708,0,88.2977486953987,0.982478263,12.1608063194202,0.565828412,0.089188235,5.12776468855588,4.11725831,0,2.91684737353643,3.18820479748257,2.23233096256691,0.832041619429761,3.5755822671684,0,2.59485662373458,1.93147377345219,1.68011996460214,4.499622489,0,0.645990492,1.00256010753471,40.1547939969149,179.259866829953,28.89199230274,2.24657035398,0.68790073209,0.2068509588,0.32281389666,0.24471400298,3.92618521074,2.47934705189,18.6651491463,0.1124609493,286322,2109.67027027027,4002.864,4372.082,11671.66,5443.663,1918.33,28347.968,5289.422,1612.133,7772.939,2187.689,28367.62,569.09,2755.387,9225.877,4588.099,9834,65,0,2823.265,2926.475,2115.344,10549.3587,10046.687,902.308
2015-10-01,2015,"Q4","2015/16","Q2","October",183.422956048638,22.93332602,1.2091748,0.78984158,0.56019882820231,6.62312860509592,12.297847000572,8.2328330719525,4.83807654663342,0.911992248884011,7.30919040707296,2.40772114033924,3.06029450576536,10.44637807,0,74.8129556578407,0.955001594,10.2207444600267,0.650227361,0.319357123930944,5.00094542013834,2.120120976,0,3.54926038071148,3.25898800753431,1.98034794351471,0.785937813445917,1.52025538322026,0,2.80286122131534,1.70864374754381,1.81766568865811,3.895780149,0,0.123502851,1.00749916841849,33.0958163683823,156.432958482358,26.98999756628,1.17715410669,0.95214987313,0.16057162225,0.41754098641,0.2438991091,3.29665342975,2.92950890813,17.69753515511,0.11498437571,223858,2263.11351351351,5161.319,5727.38,11481.155,649.5,2183.12,28720.27,2180.434,1600.959,3436.327,2147.323,27509.51,486.776,1252.28,8083.511,3949.464,1910,21,0,3620.761,3029.988,2056.716,9664.67335,9272.922,1036.843
2015-11-01,2015,"Q4","2015/16","Q2","November",211.43530056651,25.00223002,1.40259105193573,9.088459497,0.393820372,6.74086616590312,18.760284447,9.49290050858454,4.665802144,1.68962772591032,7.74941416088428,7.77339123071564,3.11223487063809,9.80587865634851,0,78.9143168933199,0.727010701,10.2721186612657,0.761645416,0.365443962,5.81733063375419,3.6928038477767,0,4.072911842,2.84821822507744,2.25187586628822,0.492356310658492,0.7273247594252,0,2.04086196605577,2.76929321860317,2.01905620844774,4.19123110991966,0,0.4826785,0.62179061608203,34.7603650489656,184.59181774424,26.84348282227,0.30537094491,3.16897701981,0.0538140255,0.31267470881,0.29484883143,3.01502132075,3.03822830706,16.516880637,0.137667027,248921,1571.77297297297,2655.922,7767.016,14879.125,1773.05,3644.19,29687.718,869.125,1726.422,5865.924,2222.025,23799.42,565.87,1971.71,1647.114,1122.867,3993,273,0,2424.398,2005.267,1045.53,9044.306,10668.268,56.1
2015-12-01,2015,"Q4","2015/16","Q2","December",241.602774001872,33.58475602,1.58131987,25.71277332,0.343268809955419,6.92980156699999,6.952397298,10.5312032166268,5.3934751159217,2.44447702136045,6.00242249026268,3.06400211717636,2.76628243616192,11.20383194,0,86.2857797574971,0.976473947789727,8.29199909819854,0.549950085,0.422591547,7.17113719510271,4.641185784,0,3.100838598,2.84083215818657,4.36366465513361,0.161237922794641,0.650708615359204,0,2.23206755285272,2.4667819076869,1.54457232394381,3.78832695272518,0,0.634944241,1.13997082278451,41.308496349939,202.795790979962,38.80698302191,0.26934381837,4.83351406929,0.09867584549,0.30364670882,0.35584779292,4.73562652241,2.96981935519,25.05781323631,0.18269567311,342429,1430.51351351351,5429.912,4850.407,12020.695,3086.5,803.188,25517.701,1386.02,1623.464,5484.482,2742.977,40397.523,431.911,2177.407,8361.428,5742.757,6415,746.21,0,2745.711,2530.485,1796.644,10417.7845,11615.285,902.064
2016-01-01,2016,"Q1","2015/16","Q3","January",236.268623830762,32.101651998,1.54936611,27.25944083,1.418780452,7.11455421055382,9.488726105,13.7829293558482,5.764671367,2.67271909304582,4.02440627370655,3.41882657937117,3.87173207675244,10.875404139,0,77.4360622201937,0.669632296,5.09695413090852,0.572025757,0.082950922,4.38317777100001,8.807763623,0,3.280693484,2.76085837061062,4.01630478950058,0.241059466846404,4.13069889949004,0,2.61968838820349,1.845841943,1.6710022144185,3.45386168300001,0,0.499406988,0.55136379194373,32.7527777012718,200.779270810472,35.48935302029,2.4094127758,2.93696705454,0.0661036033,0.20068223677,0.39567627599,4.5269240533,3.10904473202,21.72025213663,0.12429015194,334393,5880.61081081081,5488.934,9107.854,6051.14,3076.647,948.341,13544.628,6139.2,2172.3,6226.596,2699.964,25282.8,535.931,3046.025,7650.549,4565.95,3647,772.66,0,2880.101,2469.504,2476.086,9550.85515,12406.158,937.986
2016-02-01,2016,"Q1","2015/16","Q3","February",224.63776554081,25.12121301,1.327796876,26.13101066,2.100709992,4.77019473685947,3.1119414,9.388915947,4.046706707,1.41130426093763,10.6061677896722,4.34125357427739,4.71613823095961,8.440185406,0,83.970528612224,0.736088644,5.20546427138288,0.573781718,0.345482998,4.513790421,8.020851705,0,2.319977678,1.486280212,5.75540321377942,0.218478230672038,7.67599533235861,0,1.8936172896276,1.36799110667204,2.04791481208582,2.206971274,0,0.067818454,0.40994121390631,39.1246800377393,189.48406720293,35.15369833788,2.56370914722,1.47049576386,0.09130568133,0.17477032846,0.36769151794,4.03414960721,3.21524069111,23.09560760728,0.14072799347,271941,9275.48648648649,3857.588,1923.531,16424.239,1534.05,605.576,45760.677,10911.69,1328.649,9571.136,1820.741,26171.57,595.788,3662.128,5117.062,3302.729,559,680,0,1378.094,3388.41,1033.583,7885.25965,11410.382,939.923
2016-03-01,2016,"Q1","2015/16","Q3","March",238.621280311992,23.11815882,1.47625962,33.43623789,3.826535527,3.87508573,2.679608389,9.44937054956294,5.47997932218841,3.926495205,4.56115722644534,1.39054477863735,3.93368784039021,10.9089313421363,0,97.692452984479,0.869458019,6.1352882471082,0.785816062,0.352246354,5.93734206818421,12.8253139701286,0.00019798,4.671065072,2.47318858627853,4.85404511082135,0.017625013,4.09843625400001,0,1.5577515925746,1.7022779448816,2.04689215556246,4.1230542470577,0,1.138795822,0.518895277143656,43.5847632087381,205.75450522484,32.8667750871523,2.34362037930193,1.38450429995843,0.085880556866017,0.167829721240889,0.34050109519564,3.79137855909782,3.01860419204596,21.5885964818609,0.145859801584765,247838,16653.9091891892,2977.752,1456.438,5269.719,4319.6,503,17590.567,5538.775,1628.017,8425.405,2425.632,34873.147,515.133,4419.293,9057.258,4352.644,9869,835,0,2400.797,3479.063,1200.415,10689.9791,12730.576,1089.872
2016-04-01,2016,"Q2","2015/16","Q4","April",241.412368790733,31.12080721,1.25898336,25.90361543,3.112387097,5.37476155853468,1.662001859,10.1194433260203,4.007010419,2.53363214610725,3.17782812017324,1.74313396582121,3.38119504816457,9.76831351652207,0,106.728712422686,0.704601809,7.58937744882335,0.980011638,0.264082027,4.73885097708213,9.72842893299999,0,3.838746458,0.313109351889493,3.25079863995318,0.103237193134062,12.0672024078351,0,1.96450812381799,1.81136721344439,2.85502461050561,6.124884405,0,0.064250063,0.610228890503821,49.7200022326964,209.891825479029,31.5205433117039,0.791016406464705,0.872176984907688,0.152742669601795,0.163310351639947,0.392411207037605,3.61146586083185,4.36309742154538,21.1323721121462,0.0419502975286851,326793,12805.8702702703,4147.602,1251.052,5670.052,2524.674,1801.411,11990.791,16231.5,1412.158,5664.662,1842.141,27891.4,458.106,3713.6,12272.504,4309.952,357,644,0,298.031,4975.476,1376.918,8956.31645,11560.344,1518.881
2016-05-01,2016,"Q2","2015/16","Q4","May",227.574997424215,27.59477801,1.42529097,25.77694538,4.098644541,8.316719329,2.209019159,9.04082103955142,4.015877288,0.572033403,7.02824378357309,1.91356213086829,5.325967737,9.10943722,0,90.9733458970318,0.984613494,7.67203877945271,1.412943221,0.396038132,5.77119866721965,4.07952354230089,0,3.2974436144039,1.080443314,2.42467638418908,0.107163951,7.59549819999999,0,2.076522128,2.016632653,2.21552359,9.18267618,0,0.310273645,1.125742402,39.2243939994656,197.400685888025,30.17431153619,0.77370392622,0.822561601960001,0.12601793787,0.14328235542,0.36405586632,3.53926037762,4.42734084591,19.93467248379,0.04341614108,286758,16663.3513513513,6299.461,1429.925,6839.25,636.898,331.4,23605.76,10834.181,1600.398,10231.602,1972.742,34209.11,700.9,1637.458,16560.735,4788.517,1928,633,0,1113.725,3702.154,1483.656,8362.8549,12604,2279.15
2016-06-01,2016,"Q2","2015/16","Q4","June",237.811341686004,26.53142884,1.61075511,30.10652845,4.44768907,6.77324141900001,1.784573771,8.73842770002846,3.7624800126324,0.164202211,7.11099265767855,5.85731147000006,6.175872758,8.442641088,0,90.8230987814346,0.831363438,8.441821617,0.743643353,0.445738525,6.93579259000004,3.025554651,0,4.282730283,1.156438773,4.7488325126558,0.013450779,3.691870192,0,2.082730665,2.126739338,2.95959544899999,9.15218812940526,0,0.316592419,0.627185865,39.2408302023735,202.329243338774,35.48209834723,0.53141933742,2.46567474404,0.0835810116,0.25982468159,0.58104613823,2.90921833754,4.6975431936,23.85548507351,0.0983058297,266337,18597.1405405405,5385.8,1225.84,20831.355,168.626,145.05,28856.026,5372.73,1592.064,8156.418,1873.479,40983.732,699.179,1440.554,14182.534,4392.86,3980,753,0,1092.729,4577.751,1272.195,7757.81425,13888.408,1201.543
2016-07-01,2016,"Q3","2016/17","Q1","July",222.543221223463,27.05708202,1.699633,25.3369217508692,3.73003029395709,6.333452435,1.95983027631578,8.85661486875578,4.13126965685919,0.146479118,5.70904373584871,2.57467573359259,5.47678809109505,10.55993548,0,87.3229603801596,0.455642346519042,8.9991620823424,0.988334717,0.166853269888,5.18419897120441,3.281802441,0,3.102957148,1.208919826,3.16395294214588,0.106422964669747,1.45897621507239,0,1.50365816343433,1.53740875625629,1.537490669,5.146909115,0,0.226835822054405,0.499779621920299,48.7536553086524,190.894716840453,31.6485043830101,0.83691661247,2.13394365136,0.06763060004,0.17976215163,0.28058709778,3.29562155101,3.54969446045,21.2223722891101,0.08197596916,268490,14991.7783783784,5022.467,1372.243,7975.624,108,1387.5,21801.21,874.84,1491.982,4984.994,1615.011,31136.81,749.2,1475.109,8035.28,3295.649,2140,862,0,1210.694,2652.265,1267.842,9880.5393,13925.759,1605.055
2016-08-01,2016,"Q3","2016/17","Q1","August",226.624525186169,30.08441514,1.83286384,37.61334403,2.338989188,4.63844674293224,1.87246188223499,8.38940945963929,3.436578568,0.749252686843759,6.2361272430683,2.52996818597946,3.89794472597521,10.182531908,0,81.7726002065359,0.410844048,9.71180666117384,0.861479276000001,0.319265901,5.15121890899998,2.287659481,0,3.447954642,1.585457278,2.38807035398416,0.231475494997808,1.14838465600116,0,2.07027002470691,1.88322872076735,2.042297064,8.606608774,0,0.004530233,0.736182651,38.8858660379047,195.574933807209,31.04959137896,1.03059927124,0.69512859362,0.40078933683,0.41792750038,0.29969661429,3.06610374578,3.29456804986,21.71821396141,0.12656430555,291045,9078.45405405405,3670.407,2410.4965,7072.682,851.175,1833.3,24108.003,621.6,1404.598,4553.42,1591.811,29929.42,629.237,806.12,12679.422,3877.592,16,844,0,1591.829,3542.535,1434.341,9329.0154,14460.6957,1430.158
2016-09-01,2016,"Q3","2016/17","Q1","September",227.944380214438,22.86468001,1.831841059,29.00213225,0.542837226,5.13526553525787,9.645527788,8.82269585150108,4.51397926499764,1.13029167563836,4.82641936741545,1.99882949022021,3.43281080418861,10.527673239,0,93.2187182708587,0.455577683777641,10.873888518,0.867223027840037,1.438767405,4.57746089422741,1.881088881,0,3.180477714,1.534074705,3.72105527852921,0.306239215917244,3.22588782978851,0,1.99984357582186,1.56819096793625,2.11065160681291,11.5888895156389,0,0,0.682520726,43.2068807255687,197.493701832078,30.45067838236,1.20746317177,0.71554523449,0.4074779664,0.39546549284,0.33362459822,3.09299626798,3.17754398466,20.9762940663,0.1442675997,208956,2109.38918918919,3942.924,7824.071,6077.853,1416.472,2456.6,18874.14,3055.61,1438.051,7568.39,2084.309,26443.392,503.778,636.277,16879.532,3267.001,0,656,0,1590.69,3557.758,1493.161,9695.549,14072.8456,1454.498
2016-10-01,2016,"Q4","2016/17","Q2","October",248.953147821734,24.232079,1.76149508,27.70628125,0.115417996,6.41516453432478,8.579975889,9.6932605555879,3.98440071262778,0.329927216,7.1928668079584,2.3425495904124,4.11575206937144,9.826527259,0,104.168337885421,0.653989155384921,13.2831906584669,1.028545488,0.23248611,4.51131454299998,3.924238195,0,4.63042972175191,1.611832825,2.88332105866598,0.0276294352039621,2.72072914904891,0,2.273932279,1.3354145087633,2.182943178,12.7884745182625,0,0.012167402,0.777881513,49.2898181468726,210.464035845704,38.48911197603,1.22686986936,4.14248989813,0.0881781701,0.53494035913,0.27302050709,3.84552440539,3.0507551625,25.23249545096,0.09483815337,209478,462.654054054054,5030.579,4055.2,10741.393,295.794,1915.29,24475.735,2308.23,1604.185,5924.918,1889.539,26067.74,567.592,1743.282,18292.169,2667.924,73,677,0,1691.373,3777.586,1871.494,9080.6095,13899.484,1698.814
2016-11-01,2016,"Q4","2016/17","Q2","November",295.885217589399,50.40673881,2.45087237,27.99187332,1.57934661,6.90879556419852,14.236876705,12.6146217355501,4.79085810973608,0.155100286970551,5.07724856801849,5.55510324070101,3.70957320227191,9.74522177799999,0,109.505159751012,0.830229086937526,9.25519491723256,1.035095122,0.201471017,4.58151629169004,6.233675378,0,3.79087282549719,1.21342005653198,3.18711174995448,0.0367857669587765,7.86312688893475,0,2.37591009372051,1.446431946,1.65924843511761,13.734758631,0,0.565038521,0.733173101999999,50.7620999214367,254.727390051459,41.15782753794,0.44073265767,4.89282724532,0.2782414467,0.49684966476,0.33383380388,3.54620149401,3.2380145528,27.7734406818,0.157685991,408027,5647.96216216216,5815.446,5665.405,12695.355,201.75,548.98,16957.11,11366.9,1831.351,6119.605,2277.688,26198.84,546.084,2597.802,18201.585,2958.391,1845,697,0,1333.548,3118.682,2037.778,9015.97305,16501.826,1765.703
2016-12-01,2016,"Q4","2016/17","Q2","December",292.969901254935,51.41628196,3.09920734,23.27757736,4.11958643255605,5.92097245,4.497810815,12.8997635335566,3.72148602,0.732787955740656,4.62155022851693,4.59905608322699,3.61174298405136,11.468234205,0,113.230387683377,0.527026426515614,7.561399071395,1.12820307139606,0.38871604,4.55834402993603,10.899866034,0,4.25319202,1.611441568,2.80846014310281,0.0644012918901996,7.01126319463246,0,1.77097210376698,1.71933412259415,1.822542857,14.39205867,0,0,0.864241841000001,51.8489251981474,247.216445051025,45.7534562039101,0.65919776282,5.04954300396,0.15330764676,0.55341594584,0.2921006765,3.71039060606,2.9636370936,32.2003770635601,0.17148640481,424451,14466.8702702703,4977.691,2029.587,8328.119,943.15,478.03,15549.709,10035.15,2042.319,4930.468,1945.358,26662.41,556.061,4536.449,18720.262,3608.41,0,585,0,1641.164,3101.459,1148.444,10615.0749,18661.19336,2012.933
2017-01-01,2017,"Q1","2016/17","Q3","January",263.289646679307,48.98195002,5.36226622,29.06717281,7.60431079000001,5.99622732318912,0.395066789694961,12.0220415065737,3.75867398,2.48265496083155,5.804438117122,1.60632955394698,4.30920645764249,9.96946603464395,0,76.0177094490725,0.680851503330684,4.969801972,0.737065654,0.00088758,2.69537693053162,6.866742492,0,3.16501737738819,1.647383313,2.10686602669358,0.0663212373163752,10.4390812659655,0,1.74756241425935,1.73002549825084,1.862145866,7.41020974321034,0,0.197541218,0.932703575617543,28.7621257815085,213.377514012717,49.9121326665899,12.70356289556,2.62321839171,0.19879099866,0.55741967326,0.34695351641,3.54254192738,3.18445455902,26.7468071194599,0.00838358513,404673,25338.3351351351,4915.956,162.259,2597.713,2476.7,919.21,17247.043,14063.4,1861.095,4802.451,1897.453,17692.51,540.956,3219.24,10357.842,3494.047,5541,762,0,1679.083,3138.73,1966.991,9253.5575,28413.44957,1318.792
2017-02-01,2017,"Q1","2016/17","Q3","February",248.868893583948,48.50136318,7.80643696,21.562152257,6.48513155,3.55586639025761,0.654184447328078,9.79804956124402,4.63238078599848,2.93815999289948,7.83918192098716,4.38868159218276,4.968036852,9.525980461,0,74.01955429437,0.988787951368812,6.29434423221829,0.834419354000001,0.306678859,3.28971784900001,6.82123071799999,0,3.282524453,1.877781308,2.68479807993075,0.00907721806078123,9.99665129415527,0,1.35402502269169,1.57079879,1.81812053644084,5.625765238,0,0.602787118,0.576781834,26.0852644385036,206.675160245268,42.1937333386801,8.0570017574,1.336600036,0.4101315932,0.57058830488,0.31677388696,4.17240910992,2.74065321724,24.5728241206001,0.01675131248,397883,21448.2972972973,2802.81,224.15,4412.292,2941.5,690.76,31402.875,13610.35,1529.496,5417.46,2573.071,23493.31,614.369,2890.912,7874.821,3168.753,2044,831,0,1798.927,3142.625,981.632,8661.3399,37977.29019,1398.519
2017-03-01,2017,"Q1","2016/17","Q3","March",266.683479137618,50.44341399,5.49038385,24.363748108,6.555419774,4.21474935228503,1.171896831,12.5624556869062,3.363237655,0.980944533999999,7.28480564411159,2.90146659844005,4.43795363264577,10.324206398,0,89.8057719231694,0.853079119,9.55320704197324,1.011645107,0.02991438,3.80865272751249,5.011759762,0,4.46881863408914,1.637596043,2.78614950964496,0.120235147801376,8.24899520672358,0,2.40736781788608,2.40539388418866,2.585082168,10.3093069553933,0,0,0.565533653,34.0030347659566,223.900453977558,42.78302516006,4.34453610104,5.33319815806,0.25512312536,0.49309991033,0.43771032074,4.05663162935,2.67778799457,25.17694374775,0.00799417286,409916,22224.1135135135,3299.693,556.341,3131.18,852.5,293.496,22359.165,11844.218,1829.311,5172.701,1852.655,26252.05,616.177,2605.062,14164.664,4979.305,0,614.2,0,1633.015,4326.703,2486.169,9315.9464,29492.32358,1891.53
2017-04-01,2017,"Q2","2016/17","Q4","April",256.618763876237,39.36258901,4.22317201,34.10363712,5.904260852,5.96845131552775,1.06078642815182,11.4219674282026,5.070211207,2.215345013,4.29003568297789,1.51829674880692,4.02931756452686,10.217687324,0,80.3786586299735,0.762952628,7.46922978300001,1.117383641,0.281546283,4.41716667271095,3.721885456,0,4.963391924,1.618066745,1.29100726626647,0.0130594025244689,4.21430968298764,0,2.20273091832196,2.5442333003049,1.56419705073986,5.396529900179,0,0.325130104,0.485181930221037,37.9906559417172,209.764416334167,46.85434754207,8.31063841187,4.23794383545,0.6479344728,0.71778262945,0.3381850282,4.3227190686,3.1842912121,25.0691857245,0.0256671591,326232,19522.2540540541,4634.685,555.32,1789.867,2122,9.88,13239.76,6053.157,1702.072,3163.111,2406.965,28069.61,550.288,1881.49,7611.007,5305.356,972,837,0,1539.583,2633.916,3649.992,9438.9756,23530.29716,2194.075
