"Date","Year","Quarter","FY","QFY","Month","EX","EX_COF","EX_ELC","EX_GOLD","EX_COT","EX_TEA","EX_TOB","EX_FISH","EX_HISK","EX_SIM","EX_MAIZE","EX_BEANS","EX_FLO","EX_OIL","EX_COB","EX_OTH","EX_OTH_BAKW","EX_OTH_BMP","EX_OTH_BEER","EX_OTH_CPHO","EX_OTH_CEM","EX_OTH_COCB","EX_OTH_COTL","EX_OTH_CROIL","EX_OTH_EFATS","EX_OTH_FRVEG","EX_OTH_GNUTS","EX_OTH_OPUL","EX_OTH_PAPAIN","EX_OTH_PLP","EX_OTH_RICE","EX_OTH_SOAP","EX_OTH_SUGAR","EX_OTH_TEX","EX_OTH_VAN","EX_OTH_H2O","EX_OTH_OTH","EX_FORM","EX_ICBT","EX_ICBT_MAIZE","EX_ICBT_BEANS","EX_ICBT_SUGAR","EX_ICBT_OGR","EX_ICBT_BAN","EX_ICBT_OTH_AGR","EX_ICBT_FISH","EX_ICBT_IND","EX_ICBT_OTH","EX_COF_VOL","EX_COT_VOL","EX_TEA_VOL","EX_TOB_VOL","EX_BEANS_VOL","EX_SIM_VOL","EX_OPUL_VOL","EX_MAIZE_VOL","EX_SOR_VOL","EX_FISH_VOL","EX_FRVEG_VOL","EX_HISK_VOL","EX_CEM_VOL","EX_FLO_VOL","EX_COCB_VOL","EX_SUGAR_VOL","EX_RICE_VOL","EX_VAN_VOL","EX_GOLD_VOL","EX_COB_VOL","EX_EFATS_VOL","EX_SOAP_VOL","EX_PLP_VOL","EX_PEP_VOL","EX_ELC_VOL","EX_BEER_VOL"
1995-06-01,1995,"Q2","1994/95","Q4","June",24.5895383333333,15.289,0.198,2.03015,0.266,0.549105,0.435,2.634,0.515,0.073,0.415,0,0.336833333333333,0,0,1.84845,,,,,,,,,,,,,,,,,,,,,,24.5895383333333,0,0,0,0,0,0,0,0,0,0,90216,655,1203.47,231.43,,141.76,3,2198.27,,1157.86,176.23,300.58,,26.86,85.71,,,,,41.71,,11197,75020,6472,16.706,
1995-07-01,1995,"Q3","1995/96","Q1","July",34.0085050778189,23.919525,0.223,1.659,0.166,0.60696,0.939,2.276,0.718,0.23,0.389,0.136,0.336833333333333,0.919186744485606,0,1.49,,,,,,,,,,,,,,,,,,,,,,34.0085050778189,0,0,0,0,0,0,0,0,0,0,120292,413,1658.03,537.6,453.38,275,210,1617.55,,2169.28,21.47,378.81,,3.83,43.96,,,,173.14,0.17,,24258,25550,,18.9,
1995-08-01,1995,"Q3","1995/96","Q1","August",48.3706741977272,36.486028,0.21,2.469,0.186,0.474809,0.676,2.8807337,0.711,0.071,0.564,1.009,0.336833333333333,0.62217016439385,0,1.6741,,,,,,,,,,,,,,,,,,,,,,48.3706741977272,0,0,0,0,0,0,0,0,0,0,249129,624,678.13,441.36,3009.26,171.3,83.6,3746.54,,716.04,203.64,384.22,,503.46,,,,,241.398,19.79,,13539,18200,,17.71078,
1995-09-01,1995,"Q3","1995/96","Q1","September",49.486713054431,37.383826,0.201,1.785,0.083,0.589193,0.382,3.089,0.614,0.268,1.133,1.133,0.336833333333333,0.51386072109766,0,1.975,,,,,,,,,,,,,,,,,,,,,,49.486713054431,0,0,0,0,0,0,0,0,0,0,277753,41,1040.93,301.79,2973.25,471.48,71.7,6819.8,,1356.42,35.42,294.61,,57.48,28.85,,,,0.22,19.57,,23353,60,,15.67253,
1995-10-01,1995,"Q4","1995/96","Q2","October",29.1229138644656,20.710142,0.211,2.0862,0.688,0.689849,0.661,2.302,0.257,0.026,0.224,0.06,0.336833333333333,0.405889531132252,0,0.465,,,,,,,,,,,,,,,,,,,,,,29.1229138644656,0,0,0,0,0,0,0,0,0,0,171787,,575.58,421.3,195.04,45.6,58.5,1364.68,,1110.81,80,155.96,,365.31,56.3,,,,0.207,207.9,,5000,16500,,19.2565,
1995-11-01,1995,"Q4","1995/96","Q2","November",38.5373522891102,26.931256,0.197,2.073,0.688,0.667406,0.709,2.794,0.554,0.066,0.532,0.313,0.336833333333333,0.361856955776824,0,2.314,,,,,,,,,,,,,,,,,,,,,,38.5373522891102,0,0,0,0,0,0,0,0,0,0,228386,,898.45,378.4,789.71,102,257,2621.13,,1218.86,24.17,400.85,,9.58,127.44,,,,208.906,19.91,,29950,42307,,12.845405,
1995-12-01,1995,"Q4","1995/96","Q2","December",55.2327820577693,40.40967,0.197,2.873,0.688,0.611195,1.733,1.787,0.862,0.093,0.907,0.583,0.336833333333333,0.397083724435931,0,3.755,,,,,,,,,,,,,,,,,,,,,,55.2327820577693,0,0,0,0,0,0,0,0,0,0,395329,106.486486486486,746,838.46,1841.68,157.63,,,,742.39,16.26,299,,4.89,14.65,,,,280.298,,,2500,,,15.32,
1996-01-01,1996,"Q1","1995/96","Q3","January",62.2051919001667,50.182562,0.282,3.338,0.3395932335,0.80507,1.122,2.969,0.3338,1.037,0.229,0.038,0.557166666666667,0,0,0.972,,,,,,,,,,,,,,,,,,,,,,62.2051919001667,0,0,0,0,0,0,0,0,0,0,552532,4367.35135135135,1044.8,539.78,38476.8,1691.34,,,,1029.76,1093.9,181.7,,42.81,337.09,,,,320.54,,,9907,18800,,2.936,
1996-02-01,1996,"Q1","1995/96","Q3","February",63.7501769851667,47.228459,0.197,2.265,1.6954843185,0.860067,0.777,3.012,1.101,2.821,0.348,0.462,0.557166666666667,0,0,2.426,,,,,,,,,,,,,,,,,,,,,,63.7501769851667,0,0,0,0,0,0,0,0,0,0,522381,2297,952.88,407.01,1260.18,3361.75,,,,1174.41,54.67,663.85,,96.53,28.15,,,13.9,195,,,18007,8003,,14.332,
1996-03-01,1996,"Q1","1995/96","Q3","March",60.6690958661667,40.61053,0.197,3.704,2.0009641995,0.902435,0.231,4.258,0.535,2.07,1.335,1.092,0.557166666666667,0,0,3.176,,,,,,,,,,,,,,,,,,,,,,60.6690958661667,0,0,0,0,0,0,0,0,0,0,438112,1570.05405405405,841.17,112.2,2453.23,3078.26,,,,1254.48,143.42,426.8,,96.75,294.51,,,,336,,,460000,,,14.332,
1996-04-01,1996,"Q2","1995/96","Q4","April",63.7964894166667,36.698503,0.202,4.139,3.01700775,1.156812,0.189,6.582,1.561,2.001,1.633,1.556,0.557166666666667,0,0,4.504,,,,,,,,,,,,,,,,,,,,,,63.7964894166667,0,0,0,0,0,0,0,0,0,0,394980,1338.46,1862.57,90.8,3390.66,3087.29,,,,1122.79,223,861.9,,,,,,,342.5,,,210090,,,10.848,
1996-05-01,1996,"Q2","1995/96","Q4","May",45.4393190121667,26.44251,0.199,5.093,2.4237283455,1.303914,0.46,3.546,0.896,0.42,1.033,0.473,0.557166666666667,0,0,2.592,,,,,,,,,,,,,,,,,,,,,,45.4393190121667,0,0,0,0,0,0,0,0,0,0,281247,512.85,1193.61,232.84,1357.08,636.24,,,,476.43,,539.06,,,150.2,,,,280.4,,,118200,,,11.277,
1996-06-01,1996,"Q2","1995/96","Q4","June",34.1915465146667,17.366032,0.198,3.666,1.282423848,1.353924,0.062,2.099,0.721,0.607,1.101,0.621,0.557166666666667,0,0,4.557,,,,,,,,,,,,,,,,,,,,,,34.1915465146667,0,0,0,0,0,0,0,0,0,0,184121,824.37,1116.41,30.09,2651.56,1740.58,,,,638.56,245,559.53,,,84.52,,,,279.39,,,413290,,,11.448,
1996-07-01,1996,"Q3","1996/97","Q1","July",51.3513747044856,24.206758,0.215,13.841,1.764,1.15242996,0.353,2.986,0.287,0.061,1.944,0.002,0.229,0.919186744485606,0,3.391,,,,,,,,,,,,,,,,,,,,,,51.3513747044856,0,0,0,0,0,0,0,0,0,0,269990,,1106.93,179.76,4.8,103.52,,,,918.97,118.21,183.41,,45.29,82.18,,,,221.8,,,400.84,,,12.645,
1996-08-01,1996,"Q3","1996/97","Q1","August",47.5034816643938,27.502245,0.192,9.476,1.3048605,1.322206,0.018,2.969,0.099,0.082,1.567,0.079,0.172,0.62217016439385,0,2.098,,,,,,,,,,,,,,,,,,,,,,47.5034816643938,0,0,0,0,0,0,0,0,0,0,338614,,913.19,68.45,411.37,136.22,,,,1006.65,140.32,55.33,,42.27,148.88,,,,876.71,,,421.14,87.41,,13.41679,
1996-09-01,1996,"Q3","1996/97","Q1","September",46.4799327210977,30.627491,0.198,5.009,0.261849,1.509732,0.201,3.658,0.538,0.172,1.339,0.116,0.247,0.51386072109766,0,2.089,,,,,,,,,,,,,,,,,,,,,,46.4799327210977,0,0,0,0,0,0,0,0,0,0,371324,,1047.97,204.5,313.7,314.34,,,,,,,,,,,,,,,,,,,,
1996-10-01,1996,"Q4","1996/97","Q2","October",53.6477575311323,26.809811,0.178,9.755,0,1.503057,0.271,2.941,0.513,0.049,0.736,0.092,0.187,0.405889531132252,0,10.207,,,,,,,,,,,,,,,,,,,,,,53.6477575311323,0,0,0,0,0,0,0,0,0,0,340341,718.27027027027,,,218.62,90.91,,3312.24,,,,,,,,,,,,,,,,,,
1996-11-01,1996,"Q4","1996/97","Q2","November",53.687903,32.569982,0.778,2.838,0,1.570921,0.659,6.967,0.752,0.01,1.163,0.117,0.471,1.438,0,4.354,,,,,,,,,,,,,,,,,,,,,,53.687903,0,0,0,0,0,0,0,0,0,0,436251,,1566.87,365.63,346.26,18.24,,5519.54,,2214.07,147.26,517.36,,152.52,167.72,,,,262.51,,,,197.58,3888.761,11.957124,
1996-12-01,1996,"Q4","1996/97","Q2","December",55.880251,35.847162,0.863,0.969,0.3034,1.864689,0.569,3.044,0.921,0.009,0.791,0.774,0.558,2.165,0,7.202,,,,,,,,,,,,,,,,,,,,,,55.880251,0,0,0,0,0,0,0,0,0,0,514394,,1065.89,259.68,1738.76,18.24,,3658.04,,939.78,176.22,592.87,,169.12,150.68,,,17.23,90.9,,,143.01,,5851.735,13.400663,
1997-01-01,1997,"Q1","1996/97","Q3","January",63.584637,38.555,0.968,5.74,2.566,2.028637,1.722,4.012,0.88,0,0.41,1.207,0.585,0,0,4.911,,,,,,,,,,,,,,,,,,,,,,63.584637,0,0,0,0,0,0,0,0,0,0,551688,709.783783783784,1939.54,790.73,3250.89,,,1848.84,,1364.92,159.2,568.92,,175.95,191.29,,,0.25,553.5,,,,178.42,,14.388246,
1997-02-01,1997,"Q1","1996/97","Q3","February",69.709216,39.81657,0.83,10.531,4.911,1.564646,1.535,1.341,0.939,0.018,0.722,1.553,0.725,0,0,5.223,,,,,,,,,,,,,,,,,,,,,,69.709216,0,0,0,0,0,0,0,0,0,0,496378,5642.05405405405,1253.13,710.15,3538.8,34.08,63,3668.58,,506.1,162.91,625.54,,200.95,94.35,,,0.8,1003,,,,,,12.755453,
1997-03-01,1997,"Q1","1996/97","Q3","March",66.456012,30.51857,0.904,14.238,4.667,1.432442,1.993,1.349,0.707,0.124,1.699,0.848,0.744,0.529,0,6.703,,,,,,,,,,,,,,,,,,,,,,66.456012,0,0,0,0,0,0,0,0,0,0,336291,3780.32432432432,657.49,839.88,2442.18,267.93,,6847.59,,541.04,134.08,498.93,,230.51,244.55,,,1.24,1339,,,,,1888.259,13.134034,
1997-04-01,1997,"Q2","1996/97","Q4","April",61.13215,25.94,0.924,14.905,5.523,1.69915,0.93,1.459,0.747,0.16,3.276,0.281,0.564,1.261,0,3.463,,,,,,,,,,,,,,,,,,,,,,61.13215,0,0,0,0,0,0,0,0,0,0,268825,11402.3783783784,1074.92,507.39,717,336.38,77.08,8714.14,,471.3,341.9,450.82,,151.89,81,,,,1404.34,,,,,4504.224,13.595096,
1997-05-01,1997,"Q2","1996/97","Q4","May",51.653241,21.575,1.005,9.385,4.745,2.854241,0.1,2.14,0.682,0.147,1.173,0.308,0.505,1.521,0,5.513,,,,,,,,,,,,,,,,,,,,,,51.653241,0,0,0,0,0,0,0,0,0,0,193280,11227.3513513514,1661.21,103.27,542.54,270.01,6,3780.15,,737.19,161.24,462,,159.7,72.38,,,0.08,913,,,,,5433.673,14.56873,
1997-06-01,1997,"Q2","1996/97","Q4","June",61.352104,31.651,1.065,13.85,2.588,2.819104,0.256,1.759,0.77,0.151,1.706,0.6,0.265,1.124,0,2.748,,,,,,,,,,,,,,,,,,,,,,61.352104,0,0,0,0,0,0,0,0,0,0,291140,3467.67567567568,1540.83,268.4,1297.03,71.5,,7606.16,,554.7,174.44,528.8,,82.2,33,,,,1377.5,,,,,4013.258,15.567354,
1997-07-01,1997,"Q3","1997/98","Q1","July",45.50932,31.533338,1.089,1.602,1.666,2.583982,0.176,1.987,0.412,0.028,1.212,0.459,0.238,0.876,0,1.647,,,,,,,,,,,,,,,,,,,,,,45.50932,0,0,0,0,0,0,0,0,0,0,336651,2207.13513513513,977,281.28,1078.04,50.39,,4407.74,,621.74,139.53,310.93,,70.47,167.37,,,,153,,,,,3091.64,16.040131,
1997-08-01,1997,"Q3","1997/98","Q1","August",41.448785,21.7928,1.021,6.351,1.051,2.746985,0.671,2.045,0.602,0,0.353,0.422,0.257,0.361,0,3.775,,,,,,,,,,,,,,,,,,,,,,41.448785,0,0,0,0,0,0,0,0,0,0,251803,3764.48648648649,1112.2,1372.5,738.13,,,1298.97,,677.06,189.59,428.26,,74.87,169.79,,,,639.5,,,,,1289.058,14.942177,
1997-09-01,1997,"Q3","1997/98","Q1","September",33.362782,18.541663,0.918,2.426,0.877,2.691119,0.525,2.482,0.848,0,0.635,0.149,0.442,0.797,0,2.031,,,,,,,,,,,,,,,,,,,,,,33.362782,0,0,0,0,0,0,0,0,0,0,220072,3775,1348.86,533.29,324.99,,35,1921.28,,844.49,145.8,586.05,,137.39,45.12,,,,247,,,,,2845.404,13.480134,
1997-10-01,1997,"Q4","1997/98","Q2","October",25.19844117,12.1396,0.98638882,0.18989997,0.371,2.871786,1.865639,2.939629,0.984687,0,0.099311,0.093392,0.6390847,0.40562368,0,1.6124,,,,,,,,,,,,,,,,,,,,,,25.19844117,0,0,0,0,0,0,0,0,0,0,130829,5341.13513513513,1334.81,1411.38,335.12,,,370.5,,911.37,171.73,649.79,,171.45,52.08,,,,17.68,,,227.2,,1448.656,13.989311,
1997-11-01,1997,"Q4","1997/98","Q2","November",32.55655,16.0655,0.9372,0.315,0.265,3.5874,1.55,4.41858,1.2416,0,0.1707,0.2798,0.585,0.814,0,2.32677,,,,,,,,,,,,,,,,,,,,,,32.55655,0,0,0,0,0,0,0,0,0,0,179604,1098.37837837838,1930.545,1217.904,435.216,,,745.725,,1762.6707,152.6402,807.502,,158.37,179.08,,,,30,795.68168,,242.195,,2907.616,12.687674,
1997-12-01,1997,"Q4","1997/98","Q2","December",39.59705,22.231,1.0508,1.0549,0.094,3.604483,1.51387,4.131,0.804,0,0.117,0.1637,0.704,0.792,0,3.336297,,,,,,,,,,,,,,,,,,,,,,39.59705,0,0,0,0,0,0,0,0,0,0,245481,923.562162162162,1125.915,680.41,151,,,522.6,,1435.059,219.23,565.455,,191.57,120.797,,,,103.5,833.821,,105.179,,2828.516,14.359556,
1998-01-01,1998,"Q1","1997/98","Q3","January",38.463802,26.025,1.016,1.164,1.086,3.446802,0,2.343,0.247,0,0.268,0.033,0.752,0.727,0,1.356,,,,,,,,,,,,,,,,,,,,,,38.463802,0,0,0,0,0,0,0,0,0,0,299742,2033.35135135135,544.92,,20.18,,,1136.6,,623.24,219.72,115.35,,191.32,,,,18,121,,,,,2595.739,13.900013,
1998-02-01,1998,"Q1","1997/98","Q3","February",51.943109,33.09222,0.911,3.039,1.508,4.449889,1.793,1.595,0.902,0,1.107,0.053,0.804,0.739,0,1.95,,,,,,,,,,,,,,,,,,,,,,51.943109,0,0,0,0,0,0,0,0,0,0,327056,,1703,710.89,110.64,,11.5,4473.5,,585.47,188.26,611,,198.78,51.95,,,,309,,,,,2629.754,12.436476,
1998-03-01,1998,"Q1","1997/98","Q3","March",44.6301,24.235,1.079,4.815,1.721,3.4381,0.84,1.76,0.69,0,0.906,0.062,0.741,1.531,0,2.812,,,,,,,,,,,,,,,,,,,,,,44.6301,0,0,0,0,0,0,0,0,0,0,234824,237.405405405405,1800.83,379.36,228.95,,,3905.91,,812.88,188.87,540.39,,177.97,150,,,,742,,,,,5467.59,14.754877,
1998-04-01,1998,"Q2","1997/98","Q4","April",27.850259,14.306151,1.01,1.155,1.667,2.180108,1.33,0.736,0.317,0.007,1.067,0.007,0.751,0.926,0,2.391,,,,,,,,,,,,,,,,,,,,,,27.850259,0,0,0,0,0,0,0,0,0,0,138473,1661.02702702703,2244.23,658.55,5.31,6.5,,4480.76,,229.21,218.72,24.44,,203.6,80.81,,,18,121,,,,,3295.811,13.815656,
1998-05-01,1998,"Q2","1997/98","Q4","May",26.672867,15.466,0.953,0.803,0.574,1.808867,0.469,1.717,0.47,0,0.715,0.423,0.348,0.973,0,1.953,,,,,,,,,,,,,,,,,,,,,,26.672867,0,0,0,0,0,0,0,0,0,0,152883,462.972972972973,2202.49,225.97,1008.55,,,3686.25,,659.03,114.24,833.74,,80.84,186.48,,,,,,,,,3476.595,13.526355,
1998-06-01,1998,"Q2","1997/98","Q4","June",51.177334,33.43,0.985,2.538,0.502,1.623334,0.077,1.83,0.316,0.003,1.43,0.05,0.555,0.632,0,7.206,,,,,,,,,,,,,,,,,,,,,,51.177334,0,0,0,0,0,0,0,0,0,0,356541,6486.48648648649,1903.04,790,58.36,5.9,,6823.92,,718.69,285.24,635.25,,130.31,120.5,,,,255,,,,,2021,13.334053,
1998-07-01,1998,"Q3","1998/99","Q1","July",40.094112,9.677512,1.045,6.318,2.0256,2.098,2.177,5.628,1.469,0.147,0.641,0.181,1.27,0.828,0.97,5.619,0,0.47,0,0,0,0.187,0,0,0,0.368,0,0,0,0.158,0,0.264,0,0,0,0,4.172,40.094112,0,0,0,0,0,0,0,0,0,0,407727,844,1787.27,84.54,331.57,,10,3543.7,,1844.14,368.9,1439.96,,129.21,181.73,,,,35,,,,,,13.574122,
1998-08-01,1998,"Q3","1998/99","Q1","August",44.236873,28.48,1.0155,1.208,0.178,1.533129,2.087,4.927,0.328244,0,0.22,0.032,0.612,1.146,0,2.47,0,0,0,0,0,0.063,0,0,0,0.256,0,0.011,0,0.107,0,0.188,0,0,0,0,1.845,44.236873,0,0,0,0,0,0,0,0,0,0,351247,630,1722.62,981,36.83,,13,969.55,,1609.09,372.48,626.49,,140.69,58.63,,,,140,,,,,,13.851401,
1998-09-01,1998,"Q3","1998/99","Q1","September",31.519535,16.6895,0.931135,0.623,0,1.408,2.117,2.958,0.4399,0,0.491,0.398,0.329,1.305,0,3.83,0,0,0,0,0,0.116,0,0,0,0.074,0,0.001,0,0.07,0,0.086,0,0,0,0,3.483,31.519535,0,0,0,0,0,0,0,0,0,0,207931,,1280.4,1052.92,908.49,,0.05,2067.75,,904.47,108.42,692.24,,83.29,119.08,,,,80,,,,,,12.696689,
1998-10-01,1998,"Q4","1998/99","Q2","October",29.740632,8.457976,1.001,1.686,0,1.969656,3.266,4.069,0.551,0,0.781,0.326,0.661,1.207,0,5.765,0,0,0,0,0,0.119,0,0,0,0.141,0,0,0,0.033,0,0.154,0,0,0,0,5.318,29.740632,0,0,0,0,0,0,0,0,0,0,99123,,1712.75,1392,830.24,,,3912.61,,1301.27,208.23,894.86,,199.32,151.65,,,,190,,,,,4311.983,13.210299,
1998-11-01,1998,"Q4","1998/99","Q2","November",47.819753,20.661,0.881,0.701,0,1.992753,2.992,7.302,0.547,0,0.775,0.392,0.834,1.284,0,9.458,0,0,0,0,0,0.181,0,0,0,0.238,0,0.004,0,0.004,0,0.049,0,0,0,0,8.982,47.819753,0,0,0,0,0,0,0,0,0,0,242062,,1869.01,1342,365.28,,,2800.72,,2509.59,321.77,999.25,,209.56,195.45,,,,79,,,,,4587.897,11.383267,
1998-12-01,1998,"Q4","1998/99","Q2","December",65.376,40.51,0.968,0.503,0,2.65,2.62,5.26,0.898,0,0.809,0.311,0.602,0.005,0,10.24,0,0,0,0,0,0.334,0,0,0,0.183,0,0.011,0,0.031,0,0.153,0,0,0.686,0,8.842,65.376,0,0,0,0,0,0,0,0,0,0,468403,,2705.4,1175,1031.83,,15.3,4304.9,,1874.64,329.55,1588.21,,172.76,354.06,,,26.42,60,,,,,23093,12.51094,
1999-01-01,1999,"Q1","1998/99","Q3","January",59.083,38.425,0.969,4.008,1.849,2.277,1.067,4.478,0.392,0,0.904,0.777,0.561,1.029,0,2.347,0,0,0,0,0,0.195,0,0,0,0.139,0,0,0,0.065,0,0.11,0,0,0,0,1.838,59.083,0,0,0,0,0,0,0,0,0,0,428020,7459,1863.15,468,1059.7,,,4724.49,53,1377.9,233.55,833.83,,159.62,176.5,,,,464,,,,,,13.072544,
1999-02-01,1999,"Q1","1998/99","Q3","February",56.044752,34.797752,0.982,2.522,2.348,1.76,3.118,3.726,0.615,0.095,0.163,0.577,0.434,1.482,0,3.425,0,0,0,0,0,0.271,0,0,0,0.442,0,0,0,0.019,0,0.147,0,0,0,0,2.546,56.044752,0,0,0,0,0,0,0,0,0,0,402710,10072,1511.69,1449,929.03,178.75,,548.37,199.97,1232.99,1126.69,867.38,,131.64,260.04,,,,497,,,,,,13.23869,
1999-03-01,1999,"Q1","1998/99","Q3","March",51.534,23.627,1.145,4.509,3.208,2.101,3.145,4.539,0.589,0.701,0.543,0.987,0.651,1.618,0,4.171,0,0,0,0,0,0.36,0,0,0,0.504,0,0,0,0.072,0,0.142,0,0,0.006,0,3.087,51.534,0,0,0,0,0,0,0,0,0,0,288033,15763,1533.31,1467.32,1227.09,1143,,2950.98,142.7,1448.15,1329.72,964.81,,228.99,347.66,,,1,500.95,,,,,,13.71062,
1999-04-01,1999,"Q2","1998/99","Q4","April",28.716,13.446,1.102,3.141,0.198,2.615,0.916,1.886,0.54,0.293,0.283,0.103,0.599,0.638,0,2.956,0,0,0,0,0,0.183,0,0,0,0.054,0,0,0,0.03,0,0.172,0,0,0,0,2.517,28.716,0,0,0,0,0,0,0,0,0,0,173031,15890,2153.61,477.33,47.37,532.14,,1265.41,0,811.97,88.26,1015.92,,153.76,198.88,,,,349,,,,,,14.898418,
1999-05-01,1999,"Q2","1998/99","Q4","May",38.973211,19.360211,1.203,5.144,2.195,1.536,1.036,2.053,0.44,0.079,0.168,0.362,0.858,0.679,0,3.86,0,0,0,0,0,0.054,0,0,0,0.801,0,0,0,0.051,0,0.096,0,0,0,0,2.858,38.973211,0,0,0,0,0,0,0,0,0,0,265968,12740,1979.75,466.2,440.7,124,,343.26,1.05,848.38,2217.27,693.78,,184.8,52.83,,,,571,,,,,,15.001944,
1999-06-01,1999,"Q2","1998/99","Q4","June",45.325412,28.666412,1.083,3.533,0.612,1.145,0.414,1.459,0.418,0.174,0.07,0.142,0.636,0.652,0,6.321,0,0,0,0,0,0.228,0,0,0,0.658,0,0,0,0.088,0,0.115,0,0,0,0,5.232,45.325412,0,0,0,0,0,0,0,0,0,0,415617,7840,2126.11,238.07,123.66,304.8,,236.25,1535.05,529.01,1866.69,792.65,,130,227.14,,,,400.38,,,,,,14.667004,
1999-07-01,1999,"Q3","1999/00","Q1","July",36.137396,21.747,1.2,3.868,0.486,1.139,0.15,1.544,0.383,0.071,0.226,0.321,0.579,0.642,0.414396,3.367,0,0,0,0,0,0.057,0,0,0,0.257,0,0,0,0.15,0,0.246,0,0,0.01,0,2.647,36.137396,0,0,0,0,0,0,0,0,0,0,342029,2052,1127.8,76.8,410.15,140.3,,498.68,47.18,640.57,593.7,714.8,,134.38,410.15,,,1,456,,,,,,16.175381,
1999-08-01,1999,"Q3","1999/00","Q1","August",31.94871,19.113,1.09,4.103,0.46,0.668,0.612,0.452,0.112,0,0.926,0.047,0.64,0.53,0.42271,2.773,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0.081,0,0.218,0,0,0,0,2.363,31.94871,0,0,0,0,0,0,0,0,0,0,303987,1995.68,681.97,351.48,32.42,,,1209.16,0,222.49,168.45,224.56,,135.3,32.42,,,,502,,,,,,14.28468,
1999-09-01,1999,"Q3","1999/00","Q1","September",29.212338,13.365,1.15,4.353,0.255,1.737,1.729,0.753,0.096,0,1.017,0.044,0.857,0.71,0.757338,2.389,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0.11,0,0.145,0,0,0,0,2.006,29.212338,0,0,0,0,0,0,0,0,0,0,218676,1102,1637.43,988.2,47.79,,,1271.67,0,409.17,192.16,199.86,,194.93,,,,,548,,,,,,15.639125,
1999-10-01,1999,"Q4","1999/00","Q2","October",25.220778,13.502445,1.22,2.749,0,1.737,0.031,1.448,0.084,0,0.023,0.028,0.572,0.56,0.397333,2.869,0,0,0,0,0,0,0,0,0,0.058,0,0,0,0.087,0,0.125,0,0,0,0,2.599,25.220778,0,0,0,0,0,0,0,0,0,0,225025,,1891.92,17.6,17.56,,,29.77,0,846.31,86.43,120.65,,123.73,,,,,318,,,,52.46,,16.506958,
1999-11-01,1999,"Q4","1999/00","Q2","November",35.847707,24.827299,0.96,0,0,1.78,0,1.276,0.131,0,0.038,2.292,0,0.589,0.323408,3.631,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0.015,0,0.387,0,0,0,0,3.215,35.847707,0,0,0,0,0,0,0,0,0,0,411903,,2207.14,,3760,,,77.16,0,806.05,30.78,209.13,,,,,,,,,,,,,13.05942,
1999-12-01,1999,"Q4","1999/00","Q2","December",39.437243,23.471243,1.11,0.43,0.09,3.875,2.489,1.43,0.462,0,0.3,0.223,0.332,0.502,0,4.723,0,0,0,0,0,0.140115,0,0,0,0.496302,0,0.025,0,0.028509,0,0.139054,0,0,0.054998,0,3.839022,39.437243,0,0,0,0,0,0,0,0,0,0,365788,31.04,3003.56,1131,253.95,,39,1175.57,0,711.47,1342.34,668.08,,72,226.71,,,3,25,,,,,,15.013,
2000-01-01,2000,"Q1","1999/00","Q3","January",42.864448,20.663319,1.036,3.63,2.503,3.1,2.416,1.97,0.846,0.049,0.098,0.51,0.8,0.4397,0.330729,4.4727,0,0,0,0,0,0.22,0,0,0,0.058,0,0.002,0,0.15,0,0.147,0,0,0,0,3.8957,42.864448,0,0,0,0,0,0,0,0,0,0,300963,12422.16,2422.09,1175.8,637.97,95.7,5,1078.2,,701.23,100.98,1079.99,,,285.66,,,,,,,,,,14.02374,
2000-02-01,2000,"Q1","1999/00","Q3","February",39.253379,14.85158,0.964,5.45,3.942,3.81,2.178,1.56,0.61,0.215,0.051,0.191,0.93,0.462,1.032799,3.006,0,0,0,0,0,0.104,0,0,0,0.017,0,0,0,0.115,0,0.12,0,0,0,0,2.65,39.253379,0,0,0,0,0,0,0,0,0,0,207953,7958,2179.21,922.8,186.56,163.12,,570.5,,785.05,33.06,609.84,,,137.25,,,,,,,,,,13.0446,
2000-03-01,2000,"Q1","1999/00","Q3","March",43.003156,10.088916,0.975,8.49,5.19,2.89,2.981,1.91,0.87,0.317,0.193,0.548,1.03,0.79,0.38624,6.344,0,0,0,0,0,0.297,0,0,0,0.572,0,0.012,0,0.157,0,0.143,0,0,0,0,5.163,43.003156,0,0,0,0,0,0,0,0,0,0,149790,22095.9,1423.3,1390.22,722.85,333.84,10.01,821.24,,517.49,769.26,1021.18,,,390.93,,,,,,,,,,13.20481,
2000-04-01,2000,"Q2","1999/00","Q4","April",38.468426,5.25,0.929,0.78,4.2,2.73,5.292,2.21,0.677,0.047,0.561,0.023,0.87,0.929,1.110426,12.86,0,0,0,0,0,0.105,0,0,0,0.119,0,0.01,0,0.101,0,0.076,0,0,0,0,12.449,38.468426,0,0,0,0,0,0,0,0,0,0,94953,20828,1667,2274.58,199.5,68.25,14.8,2589.16,,870.39,341.62,817.81,,,152.4,,,,,,,,,,12.54744,
