"Date","Year","Quarter","FY","QFY","Month","EX_EUU","EX_AUT","EX_BEL","EX_DNK","EX_FRA","EX_DEU","EX_ITA","EX_NLD","EX_POL","EX_PRT","EX_ESP","EX_SWE","EX_GBR","EX_EUU_OTH","EX_ROE","EX_BGR","EX_NOR","EX_CHE","EX_TUR","EX_ROE_OTH","EX_AMC","EX_USA","EX_CAN","EX_MEX","EX_BRA","EX_ARG","EX_LAC_OTH","EX_MIE","EX_BHR","EX_ISR","EX_SAU","EX_ARE","EX_JOR","EX_MIE_OTH","EX_ASI","EX_IND","EX_JPN","EX_MYS","EX_CHN","EX_THA","EX_SGP","EX_PAK","EX_KOR","EX_IDN","EX_VNM","EX_TWN","EX_HKG","EX_ASI_OTH","EX_COM","EX_ETH","EX_KEN","EX_MWI","EX_NAM","EX_MUS","EX_ZMB","EX_SWZ","EX_BDI","EX_RWA","EX_MDG","EX_SDN","EX_EGY","EX_COD","EX_SSD","EX_COM_OTH","EX_ROA","EX_TZA","EX_ZAF","EX_NGA","EX_ROA_OTH","EX_UCL","EX_AUS","EX_ISL","EX_UCL_OTH","EX_F_TOT","EX_IF_BDI","EX_IF_COD","EX_IF_KEN","EX_IF_RWA","EX_IF_SSD","EX_IF_TZA","EX_IF_TOT","EX"
2000-08-01,2000,"Q3","2000/01","Q1","August",9.144,,1.497,0.156,0.427,1.674,0.718,1.099,0.035,0.179,2.19,,1.169,,1.812,,0.116,0.934,,0.762,0.793,0.269,0.524,,,,,0.187,,0.103,,0.065,0.019,,1.86,0.056,0.585,0.03,,0.068,0.058,0.132,0.031,,,0.017,0.883,,7.939,,4.692,,,,,,0.214,1.523,,0.468,0.106,0.936,,,0.526,0.402,0.033,0.091,0,5.3926,0.693,,4.6996,27.6536,,,,,,,,27.6536
2000-09-01,2000,"Q3","2000/01","Q1","September",8.736,0.021,1.431,0.149,0.384,0.926,0.68,1.585,0.036,0.171,2.129,,0.925,0.298999999999998,0.851,,0.046,0.167,,0.638,0.382,0.19,0.074,,,,0.118,0.607,,0.067,0.157,0.365,0.018,,2.199,1.757,0.243,0.061,,,0.069,0.069,,,,,,,6.639,,4.235,,,,,,0.044,0.994,,0.42,0.144,0.748,,0.0539999999999994,0.844,0.602,0.223,,0.019,10.6306,0.745,,9.8856,30.8886,,,,,,,,30.8886
2000-10-01,2000,"Q4","2000/01","Q2","October",6.736,0.013,2.086,0.122,0.248,0.534,0.498,1.021,,0.102,1.25,,0.57,0.292,1.232,,0.089,0.762,,0.381,0.201,0.13,0.044,,,,0.027,0.57,,0.233,0.286,0.04,0.011,,1.954,,0.832,0.027,0.087,,0.031,0.078,,,,,0.899,,6.697,,4.799,,,,,,0.008,0.787,,0.332,0.17,0.601,,,0.679,0.508,0.171,,,10.6336,0.072,,10.5616,28.7026,,,,,,,,28.7026
2000-11-01,2000,"Q4","2000/01","Q2","November",11.597,0.019,2.958,0.141,0.977,0.798,0.633,2.169,,0.156,1.91,,1.781,0.055,2.389,,0.318,1.443,,0.628,0.379,0.312,0.067,,,,,0.542,,0.138,0.249,0.062,0.036,0.057,4.1,0.051,1.127,0.058,,,0.117,0.14,,0.011,,,2.596,,7.207,,4.411,,,,,,0.166,1.234,,0.429,0.413,0.551,,0.00299999999999923,2.616,0.331,2.285,,,13.2456,0.776,,12.4696,42.0756,,,,,,,,42.0756
2000-12-01,2000,"Q4","2000/01","Q2","December",10.594,,1.314,0.142,0.473,1.216,0.64,3.052,0.037,0.156,1.915,,1.589,0.06,1.315,,0.008,0.724,,0.583,0.201,0.097,0.068,,,,0.036,0.426,,0.203,,0.198,0.025,,1.901,0.023,0.414,0.107,,,0.154,0.091,,,,,1.112,,6.61,,3.905,,,,,,0.032,0.586,,0.449,0.417,1.221,,,0.385,0.315,0.059,,0.011,9.3866,0.622,,8.7646,30.8186,,,,,,,,30.8186
2001-01-01,2001,"Q1","2000/01","Q3","January",22.579,0.029,2.078,0.203,0.709,3.292,0.914,3.906,0.188,0.345,3.601,0.113,1.467,5.734,3.982,,0.013,3.016,,0.953,0.443,0.304,0.125,,0.014,,,0.856,,0.258,0.049,0.503,0.025,0.021,4.415,0.048,0.27,0.045,0.039,,,0.18,,0.036,,,3.797,,7.491,,4.545,0.004,,,,,0.1,0.881,,0.741,0.269,0.951,,,0.295,0.223,0.057,,0.015,1.9946,0.573,,1.4216,42.0556,,,,,,,,42.0556
2001-02-01,2001,"Q1","2000/01","Q3","February",19.372,0.026,1.844,0.184,0.728,1.311,0.795,3.951,0.041,0.21,2.611,,2.428,5.243,2.006,,0.011,1.178,,0.817,0.351,0.211,0.096,,,,0.044,0.521,,0.072,0.039,0.387,0.023,,2.536,0.015,0.416,0.031,,,0.402,0.119,0.03,0.062,,0.124,1.337,,7.809,,3.748,,,,,,0.328,1.053,,0.762,0.331,1.587,,,0.627,0.485,0.125,0.002,0.015,7.0686,0.509,,6.5596,40.2906,,,,,,,,40.2906
2001-03-01,2001,"Q1","2000/01","Q3","March",19.215,0.019,2.747,0.152,1.323,1.995,0.919,4.04,,0.15,1.932,0.001,2.238,3.699,3.447,,0.04,2.849,,0.558,0.441,0.314,0.065,,0.016,,0.046,0.468,,0.258,,0.194,0.016,,3.06,0.102,0.487,0.08,0.065,,0.128,0.19,,0.039,,0.029,1.94,,6.074,,3.102,0.002,,,,,0.431,1.146,,0.514,0.367,0.51,,0.002,2.072,0.378,1.374,0.249,0.071,3.8356,0.651,,3.1846,38.6126,,,,,,,,38.6126
2001-04-01,2001,"Q2","2000/01","Q4","April",17.357,0.029,1.328,0.001,0.449,3.62,0.746,3.409,0.103,0.142,1.973,0.092,2.242,3.223,3.412,0.005,0.021,2.796,,0.59,0.605,0.502,0.03,,,,0.073,0.352,,0.286,,0.055,,0.011,3.529,0.023,0.679,0.049,0.014,,0.112,0.147,0.03,,,,2.475,,7.626,,3.53,0.003,0.005,,,,0.148,1.41,,0.603,0.316,1.61,,0.00100000000000033,2.404,0.295,2.109,,,4.5336,0.304,,4.2296,39.8186,,,,,,,,39.8186
2001-05-01,2001,"Q2","2000/01","Q4","May",17.045,0.017,0.89,0.013,0.113,0.63,0.926,5.118,0.112,0.079,0.747,0.001,4.885,3.514,3.12,,0.021,3.047,,0.052,0.856,0.624,0.03,,0.005,,0.197,1.624,,0.271,0.007,0.945,,0.401,2.745,0.055,0.336,,0.024,0.166,,0.243,0.03,,,,1.891,,9.042,,4.37,0.003,,,,,0.851,1.457,,0.157,0.25,1.953,,0.000999999999999446,4.249,0.464,3.682,0.103,,1.7816,0.5,,1.2816,40.4626,,,,,,,,40.4626
2001-06-01,2001,"Q2","2000/01","Q4","June",14.549,,1.781,0.111,0.257,0.547,0.894,3.175,0.019,0.165,0.757,0.002,2.532,4.309,3.396,0.005,0.023,3.044,,0.324,0.681,0.518,0.01,,,,0.153,0.213,,,0.007,0.144,,0.062,2.945,,0.649,0.022,0.019,,,0.236,,,0.025,,1.994,,7.337,,3.346,0.002,,,,,0.419,1.675,,0.504,0.42,0.968,,0.003,3,1.599,1.116,0.037,0.248,3.2966,0.471,,2.8256,35.4176,,,,,,,,35.4176
2001-07-01,2001,"Q3","2001/02","Q1","July",15.696,0,1.527,0.03,0.423,0.709,0.586,4.225,0.045,0.018,0.46,0.013,3.639,4.021,4.05,0,0.039,3.847,0,0.164,0.653,0.448,0,0,0,0.002,0.203,0.251,0,0.114,0,0.125,0,0.012,2.209,,0.361,0.075,0,0,0.151,0.178,0.081,0,0,0.036,1.327,0,8.026,0.008,3.348,0.003,0,0.001,0.007,0,0.272,1.235,0,0.514,1.309,1.322,,0.007,4.196,0.597,3.401,0,0.198,1.924393,0.219,0,1.705393,37.005393,,,,,,,,37.005393
2001-08-01,2001,"Q3","2001/02","Q1","August",18.52,0.003,3.668,0.004,0.15,2.153,1.299,3.106,0.047,0.018,0.888,0,2.263,4.921,5.131,0,0.223,4.622,0,0.286,0.95,0.792,0.046,0,0,0,0.112,0.806,0,0.275,0.006,0.404,0,0.121,3.159,0.016,0.288,0.024,0.001,0.005,0.006,0.584,0,0,0,0,2.228,0.00699999999999967,7.575,0.026,2.871,0.012,0.007,0,0,0.152,0.817,0.963,0,0.95,0.264,1.513,,0,2.168,0.852,1.303,0,0.0130000000000001,3.71569573000001,0.268,0,3.44769573000001,42.02469573,,,,,,,,42.02469573
2001-09-01,2001,"Q3","2001/02","Q1","September",14.552,0,4.652,0.007,0,0.323,0.793,4.878,0.238,0,0.866,0.003,0.877,1.915,1.607,0,0.035,1.572,0,0,0.964,0.295,0.432,0,0,0,0.237,1.533,0,0.349,0.024,1.149,0,0.0109999999999999,3.287,0.008,0.616,0.101,0.043,0,0.25,0.275,0.072,0,0,0,1.922,0,5.351,0.001,1.206,0,0,0,0.001,0,1.046,0.699,0,0.902,0.443,1.019,,0.034,2.148,0.304,1.592,0.087,0.165,4.973887,0.216,0,4.757887,34.415887,,,,,,,,34.415887
2001-10-01,2001,"Q4","2001/02","Q2","October",12.997,0,1.87,0.012,0.343,0.435,0.528,4.075,0,0.103,0.839,0.01,2.554,2.228,2.059,0,0.251,1.808,0,0,0.351,0.165,0,0,0,0,0.186,0.571,0,0.041,0,0.528,0,0.00199999999999989,4.657,0.035,0.955,0.247,0.012,0,0.266,0.245,0.012,0,0,0.117,2.761,0.00699999999999967,6.495,0.026,3.348,0,0,0,0.008,0,0.041,0.895,0,0.603,0.325,1.033,,0.216000000000001,4.251,1.165,3.057,0.005,0.024,2.9525,0.606,0,2.3465,34.3335,,,,,,,,34.3335
2001-11-01,2001,"Q4","2001/02","Q2","November",12.642,0.037,1.425,0.038,1.052,0.754,0.139,5.107,0,0.165,0.955,0.003,0.937,2.03,2.146,0,0.022,2.124,0,0,1.232,0.838,0.21,0,0,0,0.184,1.134,0.015,0.385,0,0.721,0,0.013,3.235,0.031,1.057,0.041,0,0,0.173,0.103,0,0,0,0,1.83,0,6.866,0.005,4.202,0.001,0,0.053,0,0,0.099,0.725,0,0.461,0.055,1.155,,0.11,5.041,0.352,4.689,0,0,2.53189,0.341,0,2.19089,34.82789,,,,,,,,34.82789
2001-12-01,2001,"Q4","2001/02","Q2","December",18.54,0,2.28,0.032,0.137,1.262,0.884,4.294,0,0,0.87,0.065,0.749,7.967,3.211,0,0.036,3.16,0,0.0149999999999997,0.712,0.492,0.22,0,0,0,0,1.068,0,0.404,0,0.61,0,0.054,1.973,0,0.668,0,0.001,0,0,0.102,0.004,0,0,0,1.198,0,6.194,0,3.932,0,0,0,0.108,0,0.256,0.41,0,0.238,0.13,1.119,,0.001,3.487,0.384,3.103,0,0,3.53204,0.27,0,3.26204,38.71704,,,,,,,,38.71704
2002-01-01,2002,"Q1","2001/02","Q3","January",18.994,0,1.854,0.065,0.379,0.665,0.667,4.078,0,0,0.752,0.009,1.678,8.847,2.874,0,0.199,2.675,0,0,3.368,0.55,0.058,0,0,0,2.76,0.622,0,0.049,0,0.543,0,0.0299999999999999,4.292,0.014,2.022,0.07,0,0,0,0,0,0,0,0,2.186,0,6.182,0,3.88,0,0,0,0.294,0,0.451,0.982,0,0.24,0.008,0.327,,0,3.295,0.442,2.849,0,0.004,2.944466,0.389,0,2.555466,42.571466,,,,,,,,42.571466
2002-02-01,2002,"Q1","2001/02","Q3","February",14.473,0.001,1.865,0.169,0.172,0.717,0.432,3.602,0.083,0.032,0.841,0.009,1.489,5.061,3.227,0,0.042,3.068,0,0.117,1.103,0.417,0,0,0,0,0.686,0.585,0,0.045,0.003,0.534,0,0.00299999999999989,3.107,0.004,0.707,0.035,0.547,0,0,0.044,0.031,0,0,0,1.739,0,8.569,0,4.041,0.001,0,0,0.539,0,0.468,1.57,0,0.342,0,1.453,,0.154999999999999,3.155,0.488,2.618,0,0.0489999999999999,3.53977,0.34,0,3.19977,37.75877,,,,,,,,37.75877
2002-03-01,2002,"Q1","2001/02","Q3","March",18.013,0.003,3.687,0.123,0.798,0.978,0.277,4.671,0,0.06,1.013,0.009,1.32,5.074,3.67,0,0.082,2.614,0,0.974,1.179,0.775,0.158,0,0,0,0.246,0.366,0,0,0,0.259,0,0.107,3.079,0.005,1.167,0,0.015,0.037,0.302,0.052,0,0,0,0,1.483,0.0180000000000002,7.871,0,4.114,0,0,0,0.696,0,0.458,1.019,0,0.426,0.103,1.055,,0,5.605,0.498,4.298,0,0.809,7.48921469000001,0.609,0,6.88021469000001,47.27221469,,,,,,,,47.27221469
2002-04-01,2002,"Q2","2001/02","Q4","April",13.731,0.076,2.017,0.071,0.952,0.398,0.111,3.822,0.012,0,0.879,0,1.854,3.539,3.664,0,0.024,3.559,0,0.081,2.177,1.171,0.063,0,0,0,0.943,0.695,0,0.179,0,0.335,0,0.181,2.416,0.03,1.098,0.04,0.356,0.018,0.101,0.05,0,0.001,0,0,0.722,0,8.914,0,4.676,0,0,0,0.696,0.02,1.029,0.816,0,0.435,0.084,1.153,,0.00500000000000078,4.979,0.421,3.409,0,1.149,3.30479,0.356,0,2.94879,39.88079,,,,,,,,39.88079
2002-05-01,2002,"Q2","2001/02","Q4","May",16.418,0.001,2.439,0.142,0.221,2.038,0.153,4.709,0.016,0,0.737,0.01,1.881,4.071,3.923,0,0.223,3.683,0,0.0170000000000003,0.687,0.385,0.006,0,0,0,0.296,0.539,0,0.125,0.01,0.327,0,0.077,2.294,0.042,0.947,0.048,0.17,0,0.148,0.084,0.009,0.001,0,0,0.845,,7.221,0,3.863,0.001,0,0,0.046,0,0.692,1.039,0,0.454,0.091,0.574,,0.461000000000001,5.011,0.356,3.826,0,0.829,3.18978999999999,0.306,0,2.88378999999999,39.28279,,,,,,,,39.28279
2002-06-01,2002,"Q2","2001/02","Q4","June",18.529,0.003,1.784,0.054,0.293,2.203,0.053,3.54,0.077,0.078,0.563,0.003,1.611,8.267,2.487,0,0.005,2.237,0,0.245,0.956,0.526,0.058,0,0,0,0.372,1.08,0,0.467,0,0,0.548,0.0649999999999999,2.435,0.031,0.553,0.049,0,0.001,0.185,0.086,0,0,0,0,1.511,0.0190000000000001,7.622,0,4.399,0,0,0,0.001,0,0.969,1.108,0,0.475,0.125,0.545,,0,5.899,0.424,4.745,0.079,0.651,2.943352,0.482,0,2.461352,41.951352,,,,,,,,41.951352
2002-07-01,2002,"Q3","2002/03","Q1","July",15.177,0,1.737,0.008,0.402,0.218,0.322,2.733,0.069,0.036,0.821,0,0.544,8.287,2.563,0,0.005,2.385,0,0.173,2.193,0.424,0.004,0,0,0,1.765,1.688,0,0.384,0.035,1.252,0,0.0169999999999999,2.424,0.021,0.887,0,0,0.002,0.139,0.011,0,0,0,0.007,1.321,0.036,8.07,0,4.226,0,0,0,0.001,0,0.405,1.082,0,0.648,0.141,1.13,,0.436999999999999,6.003,0.414,4.951,0.003,0.635000000000001,2.26125100000001,0.278,0,1.98325100000001,40.379251,,,,,,,,40.379251
2002-08-01,2002,"Q3","2002/03","Q1","August",12.923,0.008,1.294,0.074,0.173,0.215,0.671,4.622,0.046,0.068,0.51,0.02,0.552,4.67,1.825,0,0.011,1.693,0,0.121,1.158,0.492,0.015,0,0,0,0.651,1.067,0,0.107,0.004,0.948,0,0.00800000000000001,2.23,0.007,0.933,0.034,0,0.002,0.144,0,0,0.001,0,0,1.103,0.00599999999999978,6.967,0.158,3.06,0.001,0,0,0.724,0,0.264,1.288,0,0.512,0.124,0.743,,0.0929999999999991,7.248,0.873,5.539,0.01,0.826000000000001,3.424227,0.629,0,2.795227,36.842227,,,,,,,,36.842227
2002-09-01,2002,"Q3","2002/03","Q1","September",14.013,0.007,1.076,0.022,0.328,0.652,0.476,4.995,0.027,0.007,0.592,0.024,0.79,5.017,2.326,0,0.021,2.148,0,0.157,2.231,1.757,0.378,0,0.003,0,0.093,0.564,0,0.159,0.005,0.319,0,0.081,2.501,0,1.888,0.052,0.019,0.004,0.152,0.011,0,0.001,0,0,0.349,0.0249999999999999,7.291,0.019,4.633,0.001,0,0,0.002,0,0,0.916,0,0.332,0.054,0.443,,0.891,3.672,0.524,2.195,0.003,0.95,3.227925,0.112,0,3.115925,35.825925,,,,,,,,35.825925
2002-10-01,2002,"Q4","2002/03","Q2","October",12.671,0.006,0.95,0.105,0.297,0.51,0.723,4.33,0.227,0.007,0.935,0,0.534,4.047,2.922,0,0.162,2.556,0,0.204,2.682,1.299,0.032,0,0,0,1.351,0.417,0,0.087,0,0.312,0,0.018,1.454,0.002,0.805,0,0.009,0.002,0.06,0.012,0,0,0.003,0.021,0.416,0.124,11.003,0.001,7.794,0.004,0.008,0,0.042,0.02,0.435,0.917,0,0.279,0.214,1.281,,0.0080000000000009,5.583,0.595,3.797,0,1.191,4.71941,0.287,0,4.43241,41.45141,,,,,,,,41.45141
2002-11-01,2002,"Q4","2002/03","Q2","November",17.035,0,1.41,0.886,0.507,1.522,0.679,3.742,0.482,0.048,0.626,0.047,0.441,6.645,2.14,0,0.305,1.725,0,0.109999999999999,0.768,0.192,0.052,0,0.007,0,0.517,0.565,0,0.185,0.018,0.334,0,0.0279999999999999,2.019,0,0.723,0,0.032,0.001,0.161,0,0,0,0,0.058,1.044,0,10.302,0,7.46,0.012,0,0,0.009,0,0.111,1.211,0,0.625,0.235,0.513,,0.126000000000003,3.712,0.216,2.484,0.025,0.987,2.43927,0.188,0,2.25127,38.98027,,,,,,,,38.98027
2002-12-01,2002,"Q4","2002/03","Q2","December",14.368,0,0.666,0.027,0.188,0.331,0.541,2.642,0.283,0.034,0.467,0,0.491,8.698,1.242,0,0.011,1.163,0,0.0680000000000001,2.643,1.838,0.03,0,0,0,0.775,0.287,0,0.073,0,0.209,0,0.005,1.45,0,0.673,0,0,0,0.051,0.167,0,0,0,0.052,0.507,0,11.297,0.04,8.155,0,0,0,0.038,0,0.956,1.171,0,0.149,0.094,0.691,,0.00300000000000367,2.425,0.264,1.338,0.007,0.816,2.26147900000001,0.273,0,1.98847900000001,35.973479,,,,,,,,35.973479
2003-01-01,2003,"Q1","2002/03","Q3","January",18.107,0,0.573,0.002,0.026,0.184,0.469,2.474,0.305,0,0.137,0.026,0.739,13.172,4.288,0,0,3.96,0,0.328,1.116,0.204,0,0,0,0,0.912,1.051,0,0.198,0,0.7,0,0.153,5.502,0.047,4.492,0.051,0.105,0,0.22,0,0,0,0.005,0,0.582,0,9.118,0,6.022,0.006,0,0.316,0.154,0,0.477,1.077,0,0.198,0.268,0.592,,0.00799999999999912,4.758,0.309,2.94,0.009,1.5,8.91494297034723,0.752,0,8.16294297034723,52.8549429703472,,,,,,,,52.8549429703472
2003-02-01,2003,"Q1","2002/03","Q3","February",19.28,0,0,0.059,0.332,0.662,0.058,1.226,0.123,0.365,0.338,0,0.8,15.317,3.339,0,0.037,3.09,0,0.212,3.254,0.05,0.265,0,0,0,2.939,1.636,0,0.649,0,0.881,0,0.106,2.888,0,1.464,0.116,0,0.004,0.732,0.004,0,0,0,0.007,0.552,0.0089999999999999,9.797,0,5.829,0,0,0.209,0,0.035,0.29,1.682,0,0.89,0.293,0.536,,0.0329999999999995,2.497,0.355,0.726,,1.416,5.89569993153507,1.434,0,4.46169993153507,48.5866999315351,,,,,,,,48.5866999315351
2003-03-01,2003,"Q1","2002/03","Q3","March",14.856,0.317,0.042,0.001,0.264,0.295,0.167,1.935,0.915,0,0.533,0.116,0.596,9.675,3.407,0,0,3.255,0,0.152,3.411,0.332,0.009,0,0,0,3.07,3.934,0,0.95,0.293,2.679,0,0.0120000000000005,2.758,0.434,0.096,0.039,0,0,1.172,0.007,0.451,0,0.006,0.012,0.541,0,10.706,0,6.958,0,0,0.245,0,0,0.717,1.495,0,0.54,0.281,0.47,,0,2.324,0.376,0.522,0.006,1.42,3.36636270973239,1.022,0,2.34436270973239,44.7623627097324,,,,,,,,44.7623627097324
2003-04-01,2003,"Q2","2002/03","Q4","April",16.925,0,1.588,0.027,0.207,2.05,0.399,4.856,0.157,0.077,0.36,0.003,2.662,4.539,3.674,0,0.002,3.155,0,0.517,2.558,1.488,0.087,0,0.018,0,0.965,1.348,0,0.451,0,0.867,0,0.03,1.372,0.034,0.213,0,0,0,0.536,0.002,0.11,0,0,0.039,0.417,0.0210000000000001,9.663,0,4.771,0,0,0,0.004,0,0.466,1.262,0,0.251,0.011,2.866,,0.032,3.525,0.39,2.072,0.006,1.057,4.12157086129322,0.822,0,3.29957086129322,43.1865708612932,,,,,,,,43.1865708612932
2003-05-01,2003,"Q2","2002/03","Q4","May",15.643,0,1.371,0.004,0,1.12,0.414,5.096,0.472,0.461,0.597,0.101,0.462,5.545,3.138,0,0.037,3.075,0,0.0259999999999998,1.813,0.641,0.019,0,0,0,1.153,1.512,0,0.331,0.003,1.095,0,0.083,1.979,0.282,0.324,0.09,0.009,0,0.464,0.007,0,0,0,0.001,0.801,0.00100000000000033,11.092,0.075,5.783,0.001,0,0,0.017,0,1.536,2.45,0,0.957,0.072,0.139,,0.0619999999999976,3.791,0.909,1.438,0.009,1.435,3.51015727099418,0.609,0,2.90115727099418,42.4781572709942,,,,,,,,42.4781572709942
2003-06-01,2003,"Q2","2002/03","Q4","June",16.21,0.003,0.585,0.014,0.243,0.085,0.212,4.889,0.253,0.204,0.244,0.11,1.045,8.323,2.646,0,0.003,2.373,0,0.27,5.217,0.626,0.07,0,0,0,4.521,1.258,0,0.542,0,0.685,0,0.0309999999999999,1.307,0.034,0.354,0.062,0,0,0.423,0.032,0,0,0,0.018,0.384,,8.562,0,4.692,0.301,0,0,0.001,0,0.536,1.064,0,0.738,0.024,1.198,,0.00799999999999912,5.427,0.489,3.745,0.004,1.189,4.39101719753254,0.657,0,3.73401719753255,45.0180171975325,,,,,,,,45.0180171975325
2003-07-01,2003,"Q3","2003/04","Q1","July",16.771,0.007,0.076,0.032,0.005,0.559,0.143,3.145,0.567,0.465,0.496,0.219,1.57,9.487,0.93,0,0.003,0.652,0,0.275,4.81,0.27,0.059,0,0,0,4.481,1.086,0,0.27,0,0.816,0,0,3.943,0.07,0.86,0.099,0,0,1.142,0.025,0.104,0,0,0.036,1.604,0.00300000000000011,13.821,0,8.187,0,0,0,0,0,0.475,2.502,0,1.201,0,1.433,,0.0230000000000032,3.38,0.53,0.947,0,1.903,2.48908070654876,0.879,0.101,1.50908070654876,47.2300807065488,,,,,,,,47.2300807065488
2003-08-01,2003,"Q3","2003/04","Q1","August",15.672,0.005,0.845,0.005,1.121,0.34,0.809,3.6,0.057,0.049,0.457,0.064,1.943,6.377,0.511,0,0,0.415,0,0.096,6.897,2.404,1.103,0,0,0.006,3.384,1.045,0,0.291,0,0.743,0,0.0109999999999999,2.821,0.033,0.987,0.045,0.007,0.003,0.48,0.052,0.1,0,0,0,1.114,0,11.583,0.024,5.376,0,0,0,0,0,1.511,1.195,0,1.589,0.03,1.837,,0.0210000000000008,3.665,0.365,1.991,0.005,1.304,5.36551844982259,0.738,0,4.62751844982259,47.5595184498226,,,,,,,,47.5595184498226
2003-09-01,2003,"Q3","2003/04","Q1","September",18.527,0,1.611,0.091,0.693,0.078,0.087,3.668,0.227,0.039,0.047,0.004,1.591,10.391,3.386,0,0.008,3.242,0,0.136,6.149,2.787,0.062,0,0,0,3.3,1.205,0,0.484,0,0.597,0,0.124,3.898,0.096,0.203,0,0,0,0.363,0.028,0.051,0,0,0.348,2.809,0,15.675,0,8.214,0,0,0.009,0,0,1.309,2.972,0,1.048,0.179,1.93,,0.0139999999999993,5.731,0.437,3.557,0.003,1.734,2.96033166810326,0.313,0,2.64733166810326,57.5313316681033,,,,,,,,57.5313316681033
2003-10-01,2003,"Q4","2003/04","Q2","October",13.068,0,1.542,0.001,0.02,0.992,0.128,4.062,0.083,0.019,0.287,0.002,1.733,4.199,1.593,0,0.011,1.556,0,0.026,4.171,0.764,0.067,0,0,0,3.34,0.933,0,0.546,0,0.335,0,0.052,2.1,0.031,0.26,0,0.006,0,0.648,0.014,0,0,0,0,1.141,0,11.897,0.004,6.37,0.104,0,0.013,0.003,0,1.215,1.917,0,0.897,0.115,1.198,,0.0609999999999999,13.118,0.32,11.826,0,0.972,5.3105118077265,0.266,0,5.0445118077265,52.1905118077265,,,,,,,,52.1905118077265
2003-11-01,2003,"Q4","2003/04","Q2","November",13.928,0.004,1.363,0.13,0.81,0.427,0.455,3.339,0.123,0.11,0.157,0.002,1.745,5.263,2.155,0,0.087,1.881,0,0.187,1.358,1.124,0.124,0,0,0,0.11,1.788,0,0.204,0.06,1.499,0,0.0249999999999999,2.255,0.047,0.216,0.044,0.547,0,0.534,0.045,0,0,0.059,0.037,0.726,0,10.948,0.024,5.774,0.002,0,0,0.004,0,0.701,1.699,0,0.913,0.215,1.584,,0.0320000000000018,2.592,0.33,1.126,0.034,1.102,7.83382174006869,0.26,0,7.57382174006869,42.8578217400687,,,,,,,,42.8578217400687
2003-12-01,2003,"Q4","2003/04","Q2","December",18.061,0,1.031,0.002,0.593,0.258,0.031,3.393,0.237,0.019,0.13,0.001,4.385,7.981,2.523,0,0.011,2.392,0,0.12,1.409,1.323,0.086,0,0,0,0,1.627,0,0.171,0,1.434,0,0.022,1.45,0.021,0.078,0,0,0.002,0.742,0,0.004,0,0,0,0.603,0,10.235,0.031,5.06,0,0,0,0.064,0,0.749,1.294,0,0.939,0.569,1.489,,0.0400000000000009,2.485,0.481,0.743,0.035,1.226,10.1717204665362,0.37,0,9.80172046653618,47.9617204665362,,,,,,,,47.9617204665362
2004-01-01,2004,"Q1","2003/04","Q3","January",23.381,0.005,1.68,0.002,1.546,0.99,0.192,3.472,0.393,0.542,0.276,0.003,2.859,11.421,6.955,0,0.028,6.411,0,0.516000000000001,2.921,1.887,1.005,0,0.018,0,0.011,2.292,0,0.112,0,2.094,0,0.0859999999999999,3.601,0.062,0.419,0.44,0.003,0,1.742,0.027,0.061,0,0,0.034,0.808,0.00499999999999989,13.542,0.158,6.396,0,0,0.352,0,0.002,0.845,1.848,0,1.996,0.032,1.911,,0.00199999999999889,9.535,0.991,6.594,0,1.95,4.88088134413951,0.856,0,4.02488134413951,67.1078813441395,0,1.15134448693371,1.64236619397611,0.115536468332727,0.143445908680381,0.0419525164861739,3.0946455744091,70.2025269185486
2004-02-01,2004,"Q1","2003/04","Q3","February",21.429,0,1.458,0.002,1.952,0.376,0.212,5.397,,0.048,0.237,0.107,1.961,9.679,6.055,0.053,0.024,5.937,0,0.0409999999999995,4.459,2.222,0.338,0,0,0,1.899,2.447,0,0.183,0,2.202,0,0.0620000000000003,3.765,0.049,0.411,0.248,0.804,0,1.252,0.004,0.053,0,0,0.029,0.915,0,13.221,0,6.291,0,0,0,0.001,0,1.068,1.531,0,2.139,0.09,1.903,,0.197999999999999,2.905,1.361,0.657,0.005,0.882,2.62776921065075,0.558,0,2.06976921065075,56.9087692106507,0,1.27684103600948,1.82138410911951,0.128129943380995,0.159081512726542,0.0465253407831669,3.43196194201969,60.3407311526704
2004-03-01,2004,"Q1","2003/04","Q3","March",22.573,0.464,1.375,0.005,1.774,1.691,0.187,4.099,0.281,0.05,0.398,0.003,2.235,10.011,8.183,0,0.02,7.829,0,0.334000000000001,1.376,1.277,0.099,0,0,0,0,3.421,0,0.089,0,3.227,0,0.105,4.704,0.093,2.396,0.467,0.017,0,1.27,0.003,0,0,0,0,0.45,0.00799999999999912,18.131,0.055,8.466,0,0,0.368,0.001,0,2.256,2.153,0,1.846,0.092,2.795,,0.0990000000000002,3.657,1.977,0.349,0,1.331,5.04511937461168,0.434,0,4.61111937461168,67.0901193746117,0,1.41601670893451,2.01991497701353,0.142096107209523,0.176421397613735,0.051596602928532,3.80604579369983,70.8961651683115
