"Date","Year","Quarter","FY","QFY","Month","EX_EUU","EX_AUT","EX_BEL","EX_DNK","EX_FRA","EX_DEU","EX_ITA","EX_NLD","EX_POL","EX_PRT","EX_ESP","EX_SWE","EX_GBR","EX_EUU_OTH","EX_ROE","EX_BGR","EX_NOR","EX_CHE","EX_TUR","EX_ROE_OTH","EX_AMC","EX_USA","EX_CAN","EX_MEX","EX_BRA","EX_ARG","EX_LAC_OTH","EX_MIE","EX_BHR","EX_ISR","EX_SAU","EX_ARE","EX_JOR","EX_MIE_OTH","EX_ASI","EX_IND","EX_JPN","EX_MYS","EX_CHN","EX_THA","EX_SGP","EX_PAK","EX_KOR","EX_IDN","EX_VNM","EX_TWN","EX_HKG","EX_ASI_OTH","EX_COM","EX_ETH","EX_KEN","EX_MWI","EX_NAM","EX_MUS","EX_ZMB","EX_SWZ","EX_BDI","EX_RWA","EX_MDG","EX_SDN","EX_EGY","EX_COD","EX_SSD","EX_COM_OTH","EX_ROA","EX_TZA","EX_ZAF","EX_NGA","EX_ROA_OTH","EX_UCL","EX_AUS","EX_ISL","EX_UCL_OTH","EX_F_TOT","EX_IF_BDI","EX_IF_COD","EX_IF_KEN","EX_IF_RWA","EX_IF_SSD","EX_IF_TZA","EX_IF_TOT","EX"
2017-01-01,2017,"Q1","2016/17","Q3","January",40.6847091738526,0.001979827,1.245097189,0,0.0832219768526301,0.767165509,1.391042704,6.71311341499999,0.000696483,0.614781633,0.386061763,9.899e-06,1.443148798,28.038389977,5.156637691,0,0.04853986,4.376946646,0.695922867,0.035228318,6.67577145492576,6.22696790292576,0.444377351,9.8991e-05,0,0,0.00432721,43.931683657644,0.006804419,1.15273150464395,0.402545494,41.266302442,0.23969768,0.863602118,23.7062123226549,3.981034651,0.923032039,1.47229262598797,3.42556533383154,9.899e-06,4.987354574,0.288436074,0.003865147,4.498247519,0.263504338,0,2.87800270883535,0.984867413,84.1848353820907,0.004766434,19.0926092522557,0.06038473,0,0.432325952,0.011769086,0.241726565,3.0040391546181,14.7821948463901,0.010047623,6.581498598,0,12.6841564036402,27.2793167371866,0,8.76990780654932,4.87009255654932,0.267092854,0.006555743,3.626166653,0.267756524,0.223672774,0,0.04408375,213.377514012717,0,21.45368359979,8.74869966884,2.96227997516,4.50222178227,12.24524764053,49.91213266659,263.289646679307
2017-02-01,2017,"Q1","2016/17","Q3","February",45.7938089642996,0.010402547,1.107975648,0,0.105905597,0.540238926,1.95394676,6.67131851500001,0.000256121,0.925919375,0.2940430622996,0.001544375,1.826183455,32.356074583,6.341913296,0,0.009825457,5.394937363,0.937150476,0,3.74908825,3.150598945,0.59799404,0,0,0,0.000495265,34.409867808,0.013617314,0.846683671,0.070358347,32.92433129,0.180848021,0.374029165,22.3593816173984,3.883853556,1.244518349,2.449406553,3.20388887789948,0.148293745,2.773846294,0.263967368698882,0.004649677,3.276807317,0.128876577,0,2.4455120898,2.535761213,81.6110914238049,0.004952651,15.8683143562995,0.0399765,0,0,0.08026516,0,3.74308541353301,13.0522387456815,0.054925235,4.118349243,0,13.5514118653347,30.4087550632833,0.688817190672864,12.3216033297648,6.18789735676478,0.653398793,0.001695787,5.478611393,0.088405556,0.049604466,0,0.03880109,206.675160245268,0,17.99879742928,7.76280454072,3.26740254088,4.3005416212,8.86418720660001,42.19373333868,248.868893583948
2017-03-01,2017,"Q1","2016/17","Q3","March",46.8138833320886,0.004450074,1.223413464,0.081358286,3.5809e-05,0.641815687,3.135428864,7.54833380008858,0,1.331904044,0.687186827,0.001922432,2.438797902,29.719236143,4.531211694,0,0.001819933,3.941208016,0.548805205,0.03937854,3.80216862239325,2.872636886,0.808272929393254,0,0,0,0.121258807,38.2297894662229,0.105688009222866,0.85105047,0.226819434,36.123881807,0.216354861,0.705994885,15.2174792457782,2.866779206,0.455445838,1.384463168,2.259943385,0,2.73026488,0.107404008,0.00364825,1.304699598,0.08594312,0.091623951,3.06762438277816,0.859639459,100.958550256216,0.013934298,17.4716938160914,0.005933431,0,0.370849347,0.035502212,0,5.6098806678574,15.7020922555983,0,9.374125922,0,17.930007269549,34.44250872512,0.002022312,13.628846438859,6.58125997385899,0.80644482,0.188295467,6.052846178,0.718524922,0.068656002,0,0.64986892,223.900453977558,0,18.88013900678,14.63291612762,2.03587903622,3.47514985277,3.75894113667,42.78302516006,266.683479137618
2017-04-01,2017,"Q2","2016/17","Q4","April",38.1592295654968,0.003467949,1.716997426,0.006440476,0.537650957,0.535324009647043,3.999208118,5.82245722647354,0.097424589,0.780061763,0.812977811,0.069760653,0.847563890376221,22.929894697,1.828573981,0,0.039415417,1.476305119,0.187552004,0.125301441,3.96350370870525,3.44265578870525,0.520405628,0,0,0,0.000442292,48.775083964,0.641738584,1.038527358,0.180639266,46.160753529,0.256732357,0.49669287,19.136408529,4.194175248,1.471745552,0.280635043,4.295885562,0.099488534,2.868876135,0.087986814,0.012056659,1.173726848,0.258262701,0,2.976144872,1.417424561,89.2465882706484,0.000990843,14.1548818416011,0,0,0.639993697,0.091462922,0,3.883241978,11.7478149441398,0,7.01810027817901,0,16.7535509603868,34.9565508063417,0,8.06871961131683,3.42559067775976,0.483220906,0.023645465,4.13626256255707,0.586308704,0.503647264,0,0.08266144,209.764416334167,0,19.73293181985,19.87448106328,1.6401298871,3.07558417247,2.53122059937,46.85434754207,256.618763876237
2017-05-01,2017,"Q2","2016/17","Q4","May",40.6605032638132,0.006452769,1.491176712,0.041075948,0.011153245,0.643278003019013,3.60771967479417,8.348571912,0.203038871,0.666866468,0.494187705,0.008250743,1.021028362,24.117702851,1.143286582,0,0.044599242,0.629836935,0.215249628,0.253600777,3.41139804307638,3.00004847707638,0.410178448,0,0.000466585,0,0.000704533,47.0122744660579,0.283454774,0.812173167,0.07876191,45.2290890140579,0.285188184,0.323607417,21.223995666,4.907932411,2.122099274,0.67030396,2.806546738,0.566985965,1.949314273,0.093834375,0.115687125,0.440578597,0.145171428,0.074840566,4.0824219,3.248279054,182.76863282214,0,110.235825136794,0.002030141,0,0,0.041007668,0,3.42295540351132,13.2870467352172,0.019854675,10.399835494,0,17.9847637565232,27.3698537760947,0.005460036,11.9089574542734,2.960615313,0.526189753273367,0.446443141,7.975709247,0.18759135,0.18759135,0,0,308.316639647361,0,21.65971860637,15.07113986078,1.98877481135,2.93652470545999,1.757827909535,43.413985893495,351.730625540856
2017-06-01,2017,"Q2","2016/17","Q4","June",59.8827352503152,0.006043468,13.889356447,0,0.693708808,1.43771182831524,3.808125032,9.309312797,0,0.920991449,0.655684942,0,0.674382098,28.487418381,4.086589743,0.09051552,0.070196408,1.952330905,1.918289586,0.055257324,9.87774131095569,8.66560252895569,0.727431969,0.3700636,0,0,0.114643213,111.427725422,0.101034844,0.787192972,0.217391651,108.921564222,0.267941265,1.132600468,16.846248112,2.932770693,2.348878697,1.646907297,1.697875394,0.159229982,1.152879127,0.303979074,0.021689803,0.704711056,0.770872016,0,3.855481905,1.250973068,114.555983688663,0.447535039,52.2603407086424,0.092828481,0.018424722,0.021413721,0.74170007,0,4.59666187179175,13.7783846350184,0,6.583958048,0.190749247,16.1297553678653,19.6793977393449,0.014834038,15.188648473,3.195543813,0.583647174,0.043628474,11.365829012,0.139195166666289,0.102338536666289,0,0.03685663,332.0048671666,0,23.5865053928901,10.2677986582801,2.33741973559999,2.79746523844999,0.984435219699996,39.9736242449202,371.97849141152
2017-07-01,2017,"Q3","2017/18","Q1","July",51.1344701021985,0.00842751042407221,1.4173638583517,0.0176372921209495,0.118700145299433,0.713482844965975,3.20192034648392,9.1910591624342,0,0.493120731290726,1.08703436018139,0.0220701624820402,0.94701163505102,33.9166420531131,2.0081883652331,0,0.0775430207654087,1.0832076374359,0.682232565856032,0.165205141175755,5.95422184498856,4.94699574580273,0.283236015927497,0.593204738861996,0,0,0.130785344396334,31.0992037216573,0.00681512933014275,0.746502143291663,0.226233948578936,29.1726247002659,0.215921145268301,0.731106654922325,23.8107469510991,3.30612843190288,2.32856398310757,2.23606707731065,1.41858360774628,0.235063134416263,1.42970235664849,0.724525068480942,0.0196661502004638,1.91740087804443,0.600109136848014,0.109487984028239,4.22120191180065,5.26424723056419,108.423227727908,0.598759200428529,46.736538913338,0,0.00347015135108856,0.0127899864082978,0.187040890872748,0,4.26578658349949,12.2274414269788,0.00331548170365825,6.96203268643233,0.203635841318014,14.5420318817833,20.0531378746668,2.62724680912721,5.85253716012317,1.37821425846429,1.22548444015095,0.127602422815807,3.12123603869212,0.167038193644586,0.165625683670443,0.00141250997414293,0,228.449634066853,0,25.0741553278,8.00370894229,2.56205172547,4.83530722819,3.19743543139,43.67265865514,272.122292721993
2017-08-01,2017,"Q3","2017/18","Q1","August",51.4040454917833,0.00536114062935855,1.81229801485329,0.0562545182289937,0.0942877378159744,1.03191312717594,2.38203406036777,9.09799251420684,0,0.601675441334697,0.685339066976166,0.00355726586126129,1.16046671471637,34.4728658896166,1.74566759802751,0.0113844,0.0982345031968262,0.636765557535475,0.842574880423557,0.156708256871649,8.46959285804165,8.061779243599,0.397221490114006,0,0,0,0.0105921243286444,34.0823883305159,0.107069424427383,1.08745173078528,0.195880993078207,31.6591887604425,0.161982695019681,0.870814726762809,14.1380436333736,3.90407505842412,0.937820389004442,1.26951846864498,1.09803222391721,0.124813102172248,0.511276097636031,0.637777174129618,0.0538496797085663,0.578581763700525,0.894043668003843,0.0674942486972319,3.15415142999305,0.906610329341739,99.7302574001886,0.381662080670979,39.7979634669867,0.0083534513103888,0.000198560764050317,0,0.281246995226899,0,3.79776241218165,18.9165402304805,0,5.41279995861556,0.171466694841066,14.4216678098115,16.5405957392993,0,7.88795089192006,3.688263190366,0.784208015882574,0.0728189335020301,3.34266075216946,0.176510735582594,0.0529242377738132,0.000508216219686605,0.123078281589094,217.634456939433,0,24.08913626648,8.48909307287501,3.236602928595,3.940622240305,2.082593338825,41.83804784708,259.472504786513
2017-09-01,2017,"Q3","2017/18","Q1","September",42.0873143200373,0.0288003675130223,1.7310785420937,0.00115235404548122,0.111381773752028,0.7348548594612,3.55138603265568,8.56418167972766,0,0.0892286020070786,1.1681324066427,0.00445504036839737,0.750013474439729,25.3526491873306,2.53222725588417,0.010865,0.024578549701098,1.71603501081458,0.720790479897361,0.0599582154711338,4.09783909636302,3.60932157163041,0.488177844826924,0,0,0,0.000339679905681295,30.9776965806578,0.166545458308169,1.42788517290085,0.163952547810277,28.1857053481825,0.185708609409209,0.847899444046801,13.0487297604255,3.70822224497424,2.17421889014787,0.0440460213122689,2.11858921633715,0.0620130093402474,0.12874576232273,0.222732155773821,0.00584956763861616,1.14773072243477,0.624609460007764,0.0677234007822396,2.62435545675419,0.119893852599586,114.267126385132,0.404295071123642,47.386766820173,0.706022150865286,0,0,0.407360141673634,0,2.73621694072529,18.5493980759484,0,6.40170415582146,0.1495395,19.3101443962221,18.2156791325795,0,8.06988438105371,4.19675861808833,0.70859041887874,0.0139077212385665,3.15062762284808,0.0361191470838611,0.0361191470838611,0,0,215.116936926638,0,23.10411720516,8.97447720346001,3.91115413172,3.04593725242,0.967751246259999,40.00343703902,255.120373965658
2017-10-01,2017,"Q4","2017/18","Q2","October",46.8382707414879,0.00853812946215121,1.7245638875223,0,0.0448806801227742,0.410745250887024,3.53146427815497,9.5351655233148,0,0.592528065153843,1.03103556443739,0.0285391933938248,0.613919334667523,29.3168908343713,2.29505885036997,0.00379162,0.0128272387545347,1.02943293449726,1.03489131442708,0.214115742691091,7.52636916325189,6.86043722330118,0.44425954890878,0.183384276116509,0,0,0.0382881149254157,47.3747618022705,0.0107118775040131,0.874770361824855,0.194106060274247,44.0392857238904,0.226257853450724,2.02962992532621,13.9731179389808,2.2172332829562,0.870072856305239,1.20519396449673,1.77418178511911,0.0877577237232127,0.826324543900652,0.196112196212953,0.00560755162665935,1.14218361517542,1.27120975905191,0.0343845517718454,3.51607429345101,0.826781815189898,109.857032477982,1.56701030845687,49.2951778809495,0.298604698682481,0.00397122300565172,0,0.123197301151069,0,2.80515714415317,17.3929492104467,0.272275246511505,4.99795913525932,0.178684808815211,14.9373861116243,17.9055677391853,0.0790916697406981,9.33164672989893,3.15350764232537,0.805770151558943,0.000496402875706466,5.37187253313891,0.115665028881269,0.114473661979573,0,0.00119136690169552,237.311922733123,0,25.57741485152,9.03673394782,4.62151095487,4.62183851516,4.77871401459,48.63621228396,285.948135017083
2017-11-01,2017,"Q4","2017/18","Q2","November",50.2081692907533,0.00298059782341065,2.34849068310588,0.014142936754157,0.136133100518157,1.27550637487237,3.43221756428818,7.91957110895641,0,1.34838430289501,0.524455411106187,0.00237464229630724,2.46374604638987,30.7401665217474,2.90949014785691,0.0099799,0.0237161599995623,1.78899215448347,0.966357732923192,0.120444200450686,6.73811671630796,5.88939013672987,0.563394213972137,0.285332365605958,0,0,0,19.593432757235,0.110981069472486,0.692228436212843,0.433661681178576,16.8666305185764,0.199385153997253,1.29054589779747,16.9151842316066,3.23339212095936,0.774004860594362,1.39039772765822,2.20682296431524,0.120538018636157,1.08850206563069,1.40481078555287,0.0109650924968402,1.03582033453161,1.28713689463951,0.0334373865944482,3.13617751585387,1.19317846414339,145.587032691612,1.94844670621132,70.1805116277508,0.929916784578935,0,0.00124603995338225,0.03480176758972,0,2.76649266774457,16.6821231736647,2.85599864698714,6.53804885144231,0.159536192580555,15.8340922542839,27.0546898875261,0.601128091298567,8.75655059473491,3.74318866534983,0.647300440773102,0.00363161991212663,4.36242986869985,0.111200969837243,0.109305838315558,0,0.00189513152168453,250.819177399944,0,22.27273252993,13.7148027364,4.33122078096,5.29965636262,5.47107380832,51.08948621823,301.908663618174
2017-12-01,2017,"Q4","2017/18","Q2","December",47.5944514998274,0.00287884328254976,3.82093854966486,0.0728431333031537,0.676901966473783,0.856978581668601,3.5452903111316,8.79565310795909,0,0.768128646531803,0.755501702244354,0.00145927565079152,0.860695779783144,27.4371816021337,2.76790181122844,0.14238238,0.137843783038179,1.43522583501687,0.929383767318769,0.123066045854618,8.48165917892786,8.19112749173761,0.265770754959888,0,0.0236263690085118,0,0.00113456322185391,27.651567793995,0.0167474225393692,1.11201284910411,0.273586038568945,24.9660679733331,0.167626705839467,1.11552680461005,24.3244099599085,4.55105930476547,1.00617317951388,1.07332940440905,3.8114687577459,0.220271181510811,2.51128498123397,2.87982971320877,0.00343537339166183,0.525083047938594,1.11325564666892,0.140474889505123,3.21629486038916,3.27244961962719,136.387448915695,1.35254690907286,68.5830938358161,0.206993150374242,0,0.0419318415766571,2.40187121817641,0.0763310405580468,2.30618230535761,14.6832640840216,0.353952477493223,5.83031212022805,0.245418389737143,14.9033159861484,25.3949997104956,0.00723584663930631,10.1212085089085,5.86177466599856,0.633537712811796,0,3.62589613009816,0.17092616243327,0.170125218643817,0.000800943789453139,0,257.499573830924,0,27.20334319083,17.08672456916,5.50918402539,4.96557980066,3.90469917178,58.66953075782,316.169104588744
2018-01-01,2018,"Q1","2017/18","Q3","January",49.9134224624359,0.00248554949881446,4.55764062385449,0.030720626212235,0.102305387717046,0.622701241436431,4.48286714372676,9.23059822019933,0,1.12992365341473,0.963992804195296,0.000903745792265033,0.742988761817939,28.0462947045706,3.30296219770357,0,0.0533048659469027,1.10725431332846,1.70702746052945,0.435375557898762,4.09399674751186,3.30818198056992,0.782644229837922,0,0,0,0.00317053710402159,46.2323822761419,0.0132101985148264,0.887634129440091,0.412987219696626,43.4308434962504,0.178807994916594,1.30889923732339,24.979048185667,3.85854722188291,0.89781604454893,0.500178598122508,6.47112346177408,0.0927435568542324,3.8130460913472,0.577199093561973,0.0496096461256498,2.3918836422308,2.07048996445578,0.0707167803395723,3.20136623007862,0.984327854344731,161.3599157434,0.571092828007653,83.8207078371306,0.0436462491991819,0,0,1.80449433593191,0,2.92592998990584,14.7302874940908,0.356933758863775,8.35320601735365,0.12873064,15.5364573220339,33.0882792710473,0.000149999834882866,7.78738963955514,3.89190655839553,0.965706865047277,0,2.92977621611233,0.0127956086547797,0.0127956086547797,0,0,297.68191286107,0,25.01783019076,13.2794204177933,4.82063858707334,4.96235822614666,4.71816233156333,52.7984097533366,350.480322614406
2018-02-01,2018,"Q1","2017/18","Q3","February",48.7382994889471,0,4.2518765576252,0.1504341225851,0.613205862350344,0.66237460477279,3.70710833517547,9.97959916586569,0.091587516613313,0.678045177840911,0.549559754982629,0.00261213870308359,1.21656948971002,26.8353267627226,4.73796282013365,0.01860618,0.0665028333374269,1.63984476740849,2.47925226962547,0.533756769762258,4.17690873917056,3.88899775560461,0.287910983565948,0,0,0,0,26.0293052505766,0.14798416147458,0.708114737224021,0.232847078394096,23.047238382856,0.23077386053823,1.66234703008963,22.732163641489,5.3263626850366,0.620628227131023,2.55838177406986,5.58067740040874,0.173412858908966,2.02617171356602,0.616315347835698,0.304277018774947,1.627911528204,1.43698666712651,0.0341223114007449,1.71718460385947,0.709731505166393,139.903444013136,0.842926562473262,65.2662752592624,0.00348915160893285,0,0,0.0208121187807534,0,2.45565854762976,16.7254032303919,0.391553523323548,6.85659448082022,1.18913115522082,15.1128609273912,31.0156838874804,0.0230551687529612,8.1363645856503,3.64019508587234,0.687876610288998,0.42293993362862,3.38535295586034,0.228198173342078,0.223238918600973,0,0.00495925474110523,254.682646712445,0,24.8313019705067,14.6936492411178,4.88701446447445,5.07586479647555,4.69797843722111,54.1858089097956,308.868455622241
2018-03-01,2018,"Q1","2017/18","Q3","March",51.7094474222182,0.00247943801661955,3.44404841068958,0,0.409784630566882,3.20976889393911,4.02222854197926,11.9220429026803,0.00526235912037384,1.18297222951203,0.599514575912806,0,0.936279161936861,25.9750662778644,4.30913440573621,0,0.20345157414193,0.827826584217148,2.35138101011906,0.926475237258068,4.5943089933069,4.22496131104654,0.140411193180755,2.87613740823521e-05,0,0,0.22890772770552,31.8182713794873,0.0442170680754168,0.817382373050734,0.269069818166876,30.0811158619316,0.167084468106881,0.439401790155834,18.5583456351886,1.97879173774231,1.43669913081747,2.57877956228858,3.99756535229455,0.0480964562389092,1.33207300694278,0.453128205896705,0.0331550058755051,1.31016311471216,1.20945451764542,0.00183927697478193,3.25711253730443,0.921487730455018,135.790936409873,0.896984556739104,55.0501995923344,0.13154281232924,0,0.418014157591464,3.42744764239648,0,3.63535325815489,15.7168985683369,0.411676370377926,5.04323792216535,1.91872925303302,17.5123016802646,31.6285505961492,0,9.09852663561269,5.74032278698688,0.54452847814323,0.541159168711977,2.2725162017706,0.09299103902963,0.09299103902963,0,0,255.971961920452,0,25.6841584506989,15.019931409357,5.07227902564593,5.00126760776074,4.44027998018815,55.2179164736507,311.189878394103
2018-04-01,2018,"Q2","2017/18","Q4","April",43.4278695742152,0.00274251066994319,4.64381650502958,0.0079644998784772,0.0444214449740867,1.03133252287409,4.24007878414858,9.76684563715662,0.108003555154549,0.997382389698014,0.597696602083533,0.00197460763877433,0.769498703223958,21.216111811685,2.77967436174223,0,0.265186577618559,1.28309620265026,1.22360376849926,0.00778781297415453,6.14898225769179,5.15721173682282,0.563047372166544,0,0,0,0.42872314870243,40.9742406891845,0.0141752889533513,0.979854622812474,0.400094594660697,38.6334134043375,0.215368654293235,0.731334124127211,16.7083254564165,2.54292240284419,0.834376131752993,1.70345268861987,2.72186816082241,0.0622656700385331,0.481823965405837,0.275844674623105,0.0194614033324788,2.47303555877935,0.943355891389492,0.134690592962421,4.01047634143455,0.504751974411296,95.3606865318343,0.72127488,25.6918489072637,0.16478997883415,0,0.323173991126263,0.0820888990822078,0,2.83403432239467,15.1364925264283,0,4.44197148795554,0.37540838767573,18.2273115309067,27.3564356165023,0.00585600366475206,7.00154362871685,3.64846406099658,0.552513559028561,0.320831817663148,2.47973419102856,0.238767225361892,0.203282246127897,0,0.0354849792339953,212.640089725163,0,21.25740151819,12.92030174391,6.0787583831,4.13003846191,2.5532626792,46.93976278631,259.579852511473
2018-05-01,2018,"Q2","2017/18","Q4","May",44.1478651247469,0.0708613299707735,3.2777566386667,0.0319135434392847,0.0729490619130149,0.773507504843572,3.19041006066016,11.1155087192187,0.0937958986294259,0.696554313599234,1.69223139612938,0.000889589861253877,0.655168570341104,22.4763184974743,3.68223187507133,0,0.0721494916559983,1.74372453533126,1.08963715167348,0.776720696410596,4.43455581245646,3.31060086331156,0.641691172483474,0.366940934474274,0,0.00270992034522641,0.11261292184193,45.6483093711122,0.210761528951502,1.06954882145224,0.451848891493577,43.2731621446961,0.141371511964765,0.501616472553993,17.3199982520114,3.81416198091345,1.10224277817154,1.45814946362341,0.925980249935914,9.9728472279568e-06,0.108477582378109,0.0977751181717212,0.0191616427705723,0.893853582269488,1.51680918882301,0.0320939592834642,6.59766094116046,0.753621791663026,149.032787093444,0.816673478585982,66.6564350920554,0.109107106953957,0,0.0867473939063566,2.75527100391629,0,3.09905751608623,19.5081996656974,0,4.18306564776866,0.1628796,19.2749446621141,32.3804059263597,0,7.63436669854231,4.6280746354257,0.852008091409055,0.153397562819599,2.00088640888796,0.305191782974141,0.201001363682561,0,0.10419041929158,272.205306010359,0,24.81265139133,15.03259509874,3.83527001306,3.8239783876,5.20489075422,52.70938564495,324.914691655309
2018-06-01,2018,"Q2","2017/18","Q4","June",42.0693508509684,0.00897445371130091,2.33665687006455,0.00797729218782303,0.132639668800293,1.44981500436363,2.45006604349064,10.8355740812439,0.0914118012987748,1.49368679641657,0.947717567741087,0.0179479103254591,0.590905616120931,21.7059777452034,2.18789128822272,0,0.0332516475217339,1.23790501932963,0.84961332,0.0671213013713597,3.83120992225138,2.79635598423913,0.737923334310211,0.162497441758654,0,0.00698013066434515,0.127453031279039,36.3011348081449,0.14261199651557,2.10448206782072,0.379145897778463,32.8348993075949,0.114236119953531,0.725759418481687,19.3203597807346,4.77573873933592,1.94212797099033,0.521346131484843,1.47892653215498,0.00065812649819412,0,0.384256193608707,0.0148241522483553,0.921830158616329,1.12126003964425,0.0330260309518038,6.76629609725574,1.36006960794518,138.324174657042,0.763333095674084,60.0043045190849,0.240374340901889,0,0.176133093109613,3.53523210116293,0.100252658746879,2.90720178247098,17.730804233602,0.149649812606046,4.67604805037402,0.220173264383916,17.060930263236,30.7597374416888,0,5.50536114785322,3.17453365728444,0.516969357525742,0.102667750886487,1.71119038215655,0.067708782538219,0.0654651691103938,0,0.00224361342782523,247.607191237755,0,23.81363272593,10.41628554866,2.61216334844,4.07718936364,2.35070458885,43.26997557552,290.877166813275
2018-07-01,2018,"Q3","2018/19","Q1","July",45.9196955638256,0,2.75973013,0.01178227,0.32996199,1.06323763,3.09859892,10.49332629,0,0.29254005,0.69998912,0.01200426,0.578678418351746,26.5798464854738,2.30265644275786,0.13302046,0.05144561,0.344315208807649,1.06398179623456,0.709893367715649,3.20871401357486,2.7775837245629,0.326004399011964,0,0,0,0.10512589,38.0758236211096,0.01448374,1.18445870512205,0.738080129752991,34.73492571,0.18548216,1.21839317623456,18.261476612102,3.30935509036471,4.05447803943723,0.59805469,1.21943872111057,0.0957889,0.11704821,0.40093711,0.00123556,0.71669304,1.18008474694399,0.124226774073716,5.99117203,0.452963700171746,124.736407636082,1.13716612,48.5823396482218,0.42238497,0,0.0069818,0.18704177,0,2.79108411,19.57862454,0.02942328,6.84452046786022,0.59296604,17.25393566,27.3094405299996,0.0004987,8.94571528079518,5.45675482,1.1113068055056,0.4320268,1.94562685528958,0.0380882097529909,0.0375156997529909,0,0.00057251,241.48857738,0,22.01104105982,9.36198409178,3.61271344055,5.26023729012,2.91660863881,43.16258452108,284.65116190108
2018-08-01,2018,"Q3","2018/19","Q1","August",40.5783783498519,0.00398943,2.75385799,0.12904559,0.57533665,0.79502266,2.18515797,6.81197868,0.00510148,0.75357915,1.4955694,0.00133746,1.775956679515,23.2924452103369,2.07362426361448,0.02881716,0.05035756,0.656697173198377,1.19113958,0.146612790416103,3.4810403110868,2.72401523784922,0.34712525323758,0,0,0,0.40989982,48.5644775855221,0.1718723,2.06686056552213,0.21925381,44.87311114,0.16220414,1.07117563,20.9029243259983,4.21310395121874,1.81923046742979,0.59672607,2.42353259580939,0.17032045,1.83217909,0.41131593,0.03481775,0.7618829,2.3479236558094,0.0920289538389234,5.14454003,1.05532248189207,126.413300874129,1.27412446,51.6659517327807,0.36212247,0,0,0.33556736,0,4.54792256000001,21.58286173,0,4.83829899972913,0.90528944,17.26250397,23.5597823799999,0.07887577161879,10.2300452349414,7.05386314,1.16003455216993,0.03984505,1.9763024927715,0.21785706485637,0.14643010323758,0,0.07142696161879,252.46164801,0,21.5875056099999,10.85362926,2.32033115,4.82245388,1.88749482,41.4714147199999,293.93306273
2018-09-01,2018,"Q3","2018/19","Q1","September",37.5172449552797,0.00698121,2.65532514,0.00139625,0.58644342,1.20095256,2.53200871,8.20935695,0,0.48298458,2.14310358,0.01413914,0.852640807983783,18.8319126072959,2.27590911218029,0.03914686,0.02327284,0.810146635760013,1.33993716,0.0634056164202811,4.51969115986289,2.38614317764065,1.14045905284056,0.798690709381683,0,0,0.19439822,62.5763790295255,0.05282983,0.963232127491124,0.26282093,59.96923158,0.33586912,0.992395442034352,19.3354211707857,2.92887298715047,1.53650021128217,0.87413862,2.7107558643331,0.00131646,1.01872809642028,0.44632383,0.02331446,2.25098249,2.91303743499408,0.0511053648614081,4.11924008,0.46110527174414,116.419137475523,1.00151946,46.057906706605,0.06883278,0,0,1.61680412,0,4.01101252,19.49475212,0,4.6871966689179,0.50113966,17.5948999,21.3708200099999,0.01425353,12.2839986514843,9.57981346,0.750375183804788,0.22138427,1.73242573767949,0.177717049471929,0.154724949630422,0,0.022992099841507,255.105498604113,0,22.12582770119,8.61149785355001,3.67817541014,3.46655595322,0.96262677693,38.84468369503,293.950182299143
2018-10-01,2018,"Q4","2018/19","Q2","October",47.19766246,0.0031118,3.43416802,0.0568637,1.51089684,0.65503392,3.97114937,8.70054973,0,0.54048281,2.58354209999999,0.00210944,0.5804071,25.15934763,5.39958883,0,0.00988544,1.42603267,3.4125013,0.55116942,4.9577507,3.86461644,0.57768278,0.5125207,0.00182519,0,0.00110559,87.09502389,0.19790968,1.54202358,0.51733121,82.66037907,0.19781183,1.97956852,22.76333538,2.60374965,1.29824758,0.1845662,1.59762091,0.00131654,1.8733452,0.28516351,0.00670447,4.75543077,1.56983373,0.03506164,6.77936794,1.77292724,106.65839704,1.00663406,34.5578341,0.25087274,0,0.06792365,0.236265,0,4.25849854,19.36666667,0.10061633,3.22606597,0.33804481,16.56268945,26.5482144099999,0.13807131,17.19112507,10.28032867,1.01060486,0.17126282,5.72892872,0.16541844,0.16541844,0,0,291.42830181,0,20.80172184683,5.83656415924,2.38023229287,3.76224991842,0.95707844336,33.73784666072,325.16614847072
2018-11-01,2018,"Q4","2018/19","Q2","November",53.8970249569084,0.0083291,6.91169189586476,0.1006504,0.69965309594673,11.1497632748066,14.7635083431502,7.94992272000001,0.116486259462848,4.1709890787525,1.50784657768991,0.112579758698346,1.00663498947748,5.39896946305899,6.16982974136364,0,0.01342275,3.03360671481924,2.90869006982586,0.214110206718544,4.46753496240567,1.98773610752154,0.779906987928477,1.45137519695565,0,0,0.24851667,67.2099720422364,0.11754512,1.32389920223642,0.50594023,63.63943062,0.12071895,1.50243792,21.5425479738433,2.57142520593843,1.18944228477612,2.10267355,0.894833369807289,0.78239392,2.40566104,0.65126725,0.09741935,2.25878758,2.58197054,0,4.4193157,1.58735818332146,95.6011947717693,0.95338782,27.243931685857,0.09256746,0,0,0.60135274,0,3.39838539,15.67022507,0.0341861294628482,0.292947786718544,0.54941071,17.07443899,29.6545372013717,0.0358237883592721,7.88176299166219,5.82876939,0.52986179,0.19161927,1.33151254166219,0.128932543785432,0.128932543785432,0,0,256.898799983974,0,24.14956056137,7.63338467589,2.48758838143,3.40639996898,0.95109948233,38.62803307,295.526833053974
